S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
最后事实会证明，这样的转移是加快复苏的最直接的办法。,但是，最后事实会证明，这样的转移是加快复苏的最直接的办法。,"In the end, it will prove that such a transfer is the most direct way to speed up the recovery.","But, in the end, such a transfer will prove to be the most direct way to speed up the recovery.",0,,
如今的埃及充满着不确定性，今天选举出来的政府能否在哪怕一年时间里保持有同样的支持率都是个问题。,但是，如今的埃及充满着不确定性，今天选举出来的政府能否在哪怕一年时间里保持有同样的支持率都是个问题。,Today's Egypt is full of uncertainties. Whether the government elected today can maintain the same approval rating for even a year is a question.,"However, today's Egypt is full of uncertainties, and it is questionable whether the government elected today can maintain the same approval rating even for a year.",0,,
在大多数情况下，他们甚至根本就不考虑这一可能性。,但是，在大多数情况下，他们甚至根本就不考虑这一可能性。,"In most cases, they don't even consider the possibility at all.","However, in most cases, they don't even consider this possibility at all.",0,,
在国家之间，即便是核威慑也比乍看上去更复杂，在网络空间中的威慑更是如此。,但是，在国家之间，即便是核威慑也比乍看上去更复杂，在网络空间中的威慑更是如此。,"Between states, even nuclear deterrence is more complex than it first appears, and even more so in cyberspace.","But between nations, even nuclear deterrence is more complex than it first appears, and even more so in cyberspace.",0,,
最重要的是人们普遍认为俄罗斯人尚未准备好履行公民的责任。,但是在目前这种情况下，最重要的是人们普遍认为俄罗斯人尚未准备好履行公民的责任。,On top of that is the widespread perception that Russians are not ready for the responsibilities of citizenship.,But what matters most in this current situation is the widespread perception that Russians are not ready to fulfill their responsibilities as citizens.,1,,fulfill
飓风造成的损失远低于平均情况，几乎在2006年彻底消失。,但接下来的两年中，飓风造成的损失远低于平均情况，几乎在2006年彻底消失。,Damage from hurricanes was well below average and almost disappeared in 2006.,"But in the next two years, the damage from hurricanes was far below average, and it almost disappeared completely in 2006.",1,completely,
传统看法认为所有的网络供水都是好的投资，就像传统看法可能犯错误一样，认定所有水坝都是不好的投资同样也可能出现偏差。,传统看法认为所有的网络供水和公共卫生系统都是好的投资，就像传统看法可能犯错误一样，认定所有水坝都是不好的投资同样也可能出现偏差。,"Just as the conventional wisdom can be wrong that all networked water is a good investment, so can all dams be a bad investment.","Just as the conventional wisdom that all networked water and sanitation systems are good investments can be wrong, so can all dams be bad investments.",0,,
不过欧洲人则偏重用更加系统的法治手段来解决问题，也就是所谓的公共物品模式。,不过欧洲人则偏重用更加系统的法治手段来解决问题，也就是所谓的全球公共物品模式。,"However, Europeans prefer to use more systematic methods of the rule of law to solve problems, which is the so-called public goods model.","However, Europeans prefer to use a more systematic method of rule of law to solve problems, which is the so-called global public goods model.",0,,
在消费逐步减慢的阶段，即使公司富有现金，一般情况下也不会去扩大投资。,不管怎样，在消费逐步减慢的阶段，即使公司富有现金，一般情况下也不会去扩大投资。,"In the stage of gradually slowing down consumption, even if the company is rich in cash, it will generally not expand investment.","In any case, when consumption is gradually slowing down, even if the company is rich in cash, it will generally not expand investment.",1,In the stage of,
虽然古巴政府已封堵了该博客所在的网站，但它还是以多种语言在全世界广泛传播，在古巴国内也以光盘为传播途径。,虽然古巴政府已封堵了该博客所在的网站，但它还是以多种语言在全世界广泛传播，在古巴国内也以光盘和闪存为传播途径。,"Although the Cuban government has blocked the website where the blog is located, it is still widely disseminated in multiple languages around the world, and it is also disseminated in CD-ROM in Cuba.","Although the Cuban government has blocked the website where the blog is located, it is still widely disseminated in multiple languages around the world, and it is also disseminated in Cuba via CD-ROM and flash memory.",0,,
美国从世界其他地区净赚取360亿美元左右的金融收入，这是由此前投资在国外的资本产生的。,在此之前的1982年，美国从世界其他地区净赚取360亿美元左右的金融收入，这是由此前投资在国外的资本产生的。,"The U.S. netted around $36 billion in financial income from the rest of the world, generated by capital previously invested abroad.","Prior to that, in 1982, the United States earned a net financial income of around $36 billion from the rest of the world, generated by capital previously invested abroad.",0,,
就像查尔斯·达尔文首先描述的，是对那些最适合生存，尤其是，在已有的条件下制造后代的物种的选择。,其必然的结果，就像查尔斯·达尔文首先描述的，是对那些最适合生存，尤其是，在已有的条件下制造后代的物种的选择。,"As first described by Charles Darwin, it is the selection of those species which are best suited to survive and, above all, to produce offspring under the given conditions.","A corollary of this, as first described by Charles Darwin, is the selection of those species which are best suited to survive and, above all, to produce offspring under the given conditions.",0,,
那时企业被认为是威胁，一个原因就是因为这些公司对资产实行垄断，而这些资产对很多美国大众来说是至关重要的。,那时大型企业被认为是威胁，一个原因就是因为这些公司对资产实行垄断，而这些资产对很多美国大众来说是至关重要的。,One of the reasons corporations were considered a threat at the time was because these companies had a monopoly on assets that were critical to many of the American public.,One of the reasons large corporations were considered a threat at the time was because these companies had a monopoly on assets that were critical to many of the American public.,0,,
印度可以在不用承担不必要风险的情况下做很多事情，以拉詹为首的委员会在几年前便给出了详细的计划。,尽管如此，印度可以在不用承担不必要风险的情况下做很多事情，以拉詹为首的委员会在几年前便给出了详细的计划。,"India can do a lot without taking unnecessary risks, and the committee headed by Rajan gave a detailed plan a few years ago.","Still, India can do a lot without taking unnecessary risks, and the committee headed by Rajan laid out a detailed plan a few years ago.",0,,
瑞士选民以77％比23％的压倒性多数否决了向每个公民发放无条件基本收入的提案。,在6月5日，瑞士选民以77％比23％的压倒性多数否决了向每个公民发放无条件基本收入的提案。,Swiss voters overwhelmingly rejected a proposal to issue an unconditional basic income to every citizen by an overwhelming majority of 77% to 23%.,"On June 5, Swiss voters overwhelmingly rejected a proposal to issue an unconditional basic income to every citizen, 77% to 23%.",1,by an overwhelming majority of,
美国组建了自二战以来最为强大的国际联合部队，并且在一场完全合法的战争中率领这一部队。,在1991年，美国组建了自二战以来最为强大的国际联合部队，并且在一场完全合法的战争中率领这一部队。,The United States has assembled the most powerful international coalition force since World War II and is leading it in a completely legitimate war.,"In 1991, the United States assembled the most powerful international coalition force since World War II and led it in a completely legal war.",0,,
在1968年5月革命过去39年后，法国人渴望的是工作，这一点萨尔科齐看得比如何人都要清楚。,在1968年5月革命过去39年后，法国人渴望的是工作，而不是爱情，这一点萨尔科齐看得比如何人都要清楚。,"Thirty-nine years after the May Revolution of 1968, Sarkozy sees this more clearly than anyone, and what the French crave is work.","Thirty-nine years after the May 1968 revolution, the French crave work, not love, and Sarkozy sees this more clearly than anyone else.",0,,
与超级大国结盟永远是不平等的，因此，从长期看，与美国建立紧密关系的努力对于印度的战略自主传统不利。,顾名思义，与超级大国结盟永远是不平等的，因此，从长期看，与美国建立紧密关系的努力对于印度的战略自主传统不利。,"Alignment with a superpower is never equal, so efforts to forge a close relationship with the United States are detrimental to India's tradition of strategic autonomy in the long run.","By definition, alliances with superpowers are always unequal, so efforts to forge a close relationship with the United States are detrimental to India's tradition of strategic autonomy in the long run.",0,,
随着里约+20签署协议的落实，全球社会应当在今后20年为促进地方、全国的可持续发展采取更大胆的行动。,随着里约+20签署协议的落实，全球社会应当在今后20年为促进地方、全国和国际层面的可持续发展采取更大胆的行动。,"With the implementation of the Rio+20 agreement, the global community should take bolder actions to promote sustainable local and national development in the next 20 years.","With the implementation of the Rio+20 agreement signed, the global community should take bolder actions in the next 20 years to promote sustainable development at the local, national and international levels.",0,,
重要的政治领袖，特别是两个核大国的政治领袖，对今天已有的风险以及明天即将出现的风险有着清楚的认识。,重要的政治领袖，特别是美俄两个核大国的政治领袖，对今天已有的风险以及明天即将出现的风险有着清楚的认识。,"Important political leaders, especially those of the two nuclear powers, have a clear understanding of the risks that exist today and the risks that will arise tomorrow.","Important political leaders, especially those of the two nuclear powers, the United States and Russia, have a clear understanding of the risks that exist today and the risks that will arise tomorrow.",0,,
通过理解并从世界各地引进创新，非洲能够在技术上赶超更加发达的国家，构建生产更先进、价值更高的商品的能力。,通过理解并从世界各地引进有效的创新，非洲能够在技术上赶超更加发达的国家，构建生产更先进、价值更高的商品的能力。,"By understanding and importing innovations from around the world, Africa can technologically catch up with more developed countries and build capabilities to produce more advanced and higher-value goods.","By understanding and importing effective innovations from around the world, Africa can technologically catch up with more developed countries and build capabilities to produce more advanced and higher-value goods.",0,,
这一单位只不过是一个消费者物价指数，名称简单，每天公布，这样人们就可以使用这一单位来以实际价格报价。,这一单位只不过是一个消费者物价指数，名称简单，每天公布，这样人们就可以使用这一单位及名称来以实际价格报价。,"This unit is nothing more than a consumer price index, simply named, and published daily so that people can use this unit to quote real prices.",This unit is nothing more than a consumer price index with a simple name that is published daily so that people can use this unit and name to quote real prices.,0,,
在朝鲜，许多在别的国家最普通的国是，在朝鲜都不容他人染指，特别是身上没有金饰血统的人染指。,换句话说，在朝鲜，许多在别的国家最普通的国是，在朝鲜都不容他人染指，特别是身上没有金饰血统的人染指。,"In North Korea, many of the most common countries in other countries are that others are not allowed to get involved in North Korea, especially those who do not have gold blood.","In other words, in North Korea, many countries that are most common in other countries are not allowed to be touched by others in North Korea, especially those who do not have gold blood.",0,,
当一个国家专门从事于某一个领域之时，资本就会比其他领域更快地流向这一领域。,当一个国家专门从事于某一个领域之时，资本和劳力就会比其他领域更快地流向这一领域。,"When a country specializes in one area, capital flows to that area faster than others.","When a country specializes in one area, capital and labor flow to that area faster than others.",0,,
如果，监管只能适用于年景好的时候，而年景糟糕的时候则由各国的纳税人买单，这个系统必定失败。,如果，在欧洲层面的监管只能适用于年景好的时候，而年景糟糕的时候则由各国的纳税人买单，这个系统必定失败。,"If regulation can only be applied in good times and taxpayers in various countries pay for bad times, the system is bound to fail.","If, at the European level, regulation can only be applied in good times and taxpayers in various countries pay for bad times, the system will surely fail.",0,,
如果我们还需要提醒的话，那么，这一事件让我们回想起来2001年9月11日对纽约的恐怖主义袭击。,如果我们还需要提醒的话，那么，这一事件让我们回想起来2001年9月11日对纽约和华盛顿的恐怖主义袭击。,"If we need any further reminders, this event brings us back to the September 11, 2001, terrorist attacks on New York.","If we need any further reminders, this event brings us back to the terrorist attacks on New York and Washington on September 11, 2001.",0,,
如果科技创新现在能在短短的几年或者几个月内改变主要的产业，长期投资就不会像过去那样有意义。,同样地，如果科技创新现在能在短短的几年或者几个月内改变主要的产业，长期投资就不会像过去那样有意义。,"If technological innovations can now transform major industries in just a few years or months, long-term investments will not make as much sense as they did in the past.","Likewise, if technological innovations can now transform major industries in just a few years or months, long-term investments will not make as much sense as they did in the past.",0,,
如何从这场总统大选中来解读美国，不仅对美国人，对全世界来说，意义都颇为重大。,但是，如何从这场总统大选中来解读美国，不仅对美国人，对全世界来说，意义都颇为重大。,"How to interpret the United States from this presidential election is of great significance not only to Americans, but also to the whole world.","However, how to interpret the United States from this presidential election is of great significance not only to Americans, but also to the whole world.",0,,
这不会发生，因为这些国家缺少能力、经验，最重要的是缺少关于需要做什么、由谁去做的共识。,但在实践中，这不会发生，因为这些国家缺少能力、经验，最重要的是缺少关于需要做什么、由谁去做的共识。,"This will not happen because these countries lack capacity, experience, and most importantly, a consensus on what needs to be done and by whom.","But in practice, this will not happen because these countries lack capacity, experience and most importantly, lack of consensus on what needs to be done and by whom.",0,,
"7月份被记录的数字表明，在2015年4月到2016年3月期间，英格兰发生了5,702起新的割礼案件。","7月份第一批被记录的数字表明，在2015年4月到2016年3月期间，英格兰发生了5,702起新的割礼案件。","Figures recorded in July showed there were 5,702 new circumcisions in England between April 2015 and March 2016.","The first figures recorded in July showed there were 5,702 new circumcision cases in England between April 2015 and March 2016.",0,,
通过她，朋友们彼此接触，或者他们仅仅能够回忆起一些关于她的往事，发现一些克里斯在世时都忽略了的新东西。,通过她，朋友们更容易彼此接触，或者他们仅仅能够回忆起一些关于她的往事，发现一些克里斯在世时都忽略了的新东西。,"Through her, the friends come into contact with each other, or they can simply recall something about her and discover something new that Chris missed while he was alive.","Through her, the friends could more easily come into contact with each other, or they could just recall something about her and discover something new that Chris had overlooked when he was alive.",0,,
英国可以凭借自身力量而非作为欧盟的一部分确保进入市场的优先地位，这一信念也对英国脱欧投票起到了推动作用。,英国可以凭借自身力量而非作为欧盟的一部分确保进入世界市场的优先地位，这一信念也对英国脱欧投票起到了推动作用。,"The belief that Britain can secure market access on its own, rather than as part of the European Union, also played a role in the Brexit vote.","The belief that Britain can secure priority access to world markets on its own, rather than as part of the European Union, also played a role in the Brexit vote.",0,,
无论从27个欧盟国家还是从16个欧元区国家看，都是如此。,至少在表面上，无论从27个欧盟国家还是从16个欧元区国家看，都是如此。,This is true whether you look at the 27 EU countries or the 16 euro zone countries.,"At least on the surface, this is true whether you look at the 27 EU countries or the 16 euro zone countries.",0,,
而从2005年到2014年，数字下降到只有四个百分点。,而从2005年到2014年，这一数字下降到只有四个百分点。,"And from 2005 to 2014, that number dropped to just four percentage points.","From 2005 to 2014, that number dropped to just four percentage points.",0,,
墨西哥最受欢迎的政治信息类电视节目还是早上6点至10点播放的《晨间电视新闻》。,直到几年前，墨西哥最受欢迎的政治信息类电视节目还是早上6点至10点播放的《晨间电视新闻》。,"The most popular political information TV program in Mexico is ""Morning TV News"", which airs from 6 am to 10 am.","Until a few years ago, the most popular political information TV program in Mexico was ""Morning TV News"", which aired from 6 am to 10 am.",0,,
由于石油价格下跌幅度是这一征税额的三倍多，消费者所面临的油价仍将比几个月前低得多。,此外，由于石油价格下跌幅度是这一征税额的三倍多，消费者所面临的油价仍将比几个月前低得多。,"With oil prices falling by more than three times the amount of the tax, consumers will still be facing far lower prices than they were a few months ago.","Plus, with oil prices down more than three times the amount of the tax, consumers will still be facing far lower prices than they were a few months ago.",0,,
正如法国近期对马里的干预所显示的，这一模糊性的根源在于当今世界最紧迫的外交政策问题。,正如法国近期对马里的干预所显示的，这一模糊性的根源在于当今世界最紧迫的外交政策问题。,"As France's recent intervention in Mali shows, this ambiguity has its roots in the most pressing foreign policy issues in the world today.","As France's recent intervention in Mali shows, this ambiguity has its roots in the most pressing foreign policy issues in the world today.",0,,
有些人认为2004年的海啸发挥了作用，数十万人在这次海啸中丧生，为后来的突破打下了基础。,有些人认为2004年的海啸发挥了作用，数十万亚齐人在这次海啸中丧生，为后来的突破打下了基础。,"Some believe the 2004 tsunami, which killed hundreds of thousands of people, played a role in laying the groundwork for the later breakthrough.","Some believe the 2004 tsunami, which killed hundreds of thousands of people in Aceh, played a role in laying the groundwork for the later breakthrough.",0,,
所有的因灾死亡都是一场悲剧，但这一数字没有变得更高这一事实印证了菲律宾的努力成果。,所有的因灾死亡都是一场悲剧，但这一数字没有变得更高这一事实印证了菲律宾在自然灾难准备方面的努力成果。,"All fatalities are a tragedy, but the fact that the numbers are not getting higher is a testament to the Philippines' efforts.","All fatalities are a tragedy, but the fact that the number is not getting higher is a testament to the Philippines' efforts in preparing for natural disasters.",0,,
我们不应把这直觉视同金融文盲，因为很多理应精通公共财政的人也深有同感，当经济在2008年崩溃之后。,我们不应把这直觉视同金融文盲，因为很多理应精通公共财政的人也深有同感，特别是当经济在2008年崩溃之后。,"We should not dismiss this intuition as financial illiteracy, as many who should be well versed in public finance felt it too, after the economy collapsed in 2008.","We should not dismiss this intuition as financial illiteracy, as many who should be well versed in public finance feel it too, especially after the economy collapsed in 2008.",0,,
必须为政治游戏制定公认的特殊规则，并要求所有参与者遵守，任何胆敢违背的党派都将丧失参与的资格。,必须为政治游戏制定公认的特殊规则，并要求所有参与者无一例外地遵守，任何胆敢违背的党派都将丧失参与的资格。,"There must be recognized special rules for political games, and all participants are required to abide by them, and any party that dares to violate them will be disqualified from participating.",It is necessary to formulate recognized special rules for political games and require all participants without exception to abide by them. Any party that dares to violate them will be disqualified from participating.,0,,
这些努力几乎肯定无法在一个合理的时间内替代石油，因为它们不是被市场需求所驱动的，并且需要高额的补贴。,当然，这些努力几乎肯定无法在一个合理的时间内替代石油，因为它们不是被市场需求所驱动的，并且需要高额的补贴。,These efforts will almost certainly fail to replace oil within a reasonable period of time because they are not driven by market demand and require high subsidies.,"Of course, these efforts will almost certainly not be able to replace oil in a reasonable amount of time, since they are not driven by market demand and require high subsidies.",0,,
在气候变化问题上的不确定性使得一些行动在现在看来，并且或许是在很长一段时间内，并不可行。,当然，在气候变化问题上的不确定性使得一些行动在现在看来，并且或许是在很长一段时间内，并不可行。,"Uncertainty over climate change makes some actions not feasible now, and perhaps for a long time to come.","Of course, uncertainty over climate change makes some actions not feasible now, and probably for a long time to come.",0,,
出现这样的情况，即，正是那些追随阴谋论的、在边缘地带挖掘的普通公民，才是报道被主流媒体忽视的新闻的人。,常常出现这样的情况，即，正是那些追随阴谋论的、在边缘地带挖掘的普通公民，才是报道被主流媒体忽视的新闻的人。,"It happens that it is ordinary citizens who follow conspiracy theories, digging in the fringes, who are the ones reporting the news that the mainstream media ignores.","It often happens that it is ordinary citizens who follow conspiracy theories, digging in the fringes, who are the ones reporting news that is ignored by the mainstream media.",0,,
如果在一个公开透明的程序中挑选沃尔福威茨的继任者，那么，这一不幸的大事件还是可以满意地收场。,如果在一个公开透明的程序中挑选沃尔福威茨的继任者，那么，这一不幸、令人难过的大事件还是可以满意地收场。,"If Wolfowitz's successor is selected in an open and transparent process, then this unfortunate event can be satisfactorily ended.","If Wolfowitz's successor is selected in an open and transparent process, then this unfortunate and sad event can be satisfactorily concluded.",0,,
如果你想了解他们的运作方式，合理的方法是从简单的小型设备着手，而后对其进行分拆直到它不再履行任何功能。,如果你想了解他们的运作方式，合理的方法是从简单的小型设备着手，而后对其进行系统性分拆直到它不再履行任何功能。,"If you want to understand how they work, the logical approach is to start with a simple, small device, and then dismantle it until it no longer performs any function.","If you want to understand how they work, the logical approach is to start with a simple, small device and then systematically dismantle it until it no longer performs any function.",0,,
所有这些国家的实际利率几乎都显示着同样下滑的趋势，尤其是自2000以来。,多年来，所有这些国家的实际利率几乎都显示着同样下滑的趋势，尤其是自2000以来。,"Real interest rates in all these countries show almost the same downward trend, especially since 2000.","Real interest rates in all these countries have shown almost the same downward trend over the years, especially since 2000.",0,,
我与美国的其他8位诺贝尔经济学奖获得者一起签署了一封致美国民众的公开信。,在今年8月底，我与美国的其他8位诺贝尔经济学奖获得者一起签署了一封致美国民众的公开信。,I signed an open letter to the American people together with 8 other Nobel laureates in economics in the United States.,"At the end of August this year, I signed an open letter to the American people together with 8 other Nobel laureates in economics in the United States.",0,,
这项税收被废除了，因为人们认识到这对旅游业造成了冲击，而旅游业带来亟需的外汇。,在1973年，这项税收被废除了，因为人们认识到这对旅游业造成了冲击，而旅游业带来亟需的外汇。,"The tax was abolished as it was recognized that it had hit the tourism industry, which brought much-needed foreign exchange.","In 1973, the tax was abolished as it was recognized that it had hit the tourism industry, which brought in much-needed foreign exchange.",0,,
如果去年全球货币供应量增加了 5% 的话，那么在短暂的延迟之后，世界价格也将随之上升 5% 。,因此，如果去年全球货币供应量增加了 5% 的话，那么在短暂的延迟之后，世界价格也将随之上升 5% 。,"If the global money supply increased by 5% last year, after a short delay, world prices would follow suit by 5%.","So if the global money supply increased by 5% last year, world prices would follow suit, after a short delay, by 5%.",0,,
因此当所有人都认为俄国将会过渡的时候，他们却意识到这种转变已经发生，因此在新的较量中赢得了主动。,因此当所有人都认为俄国将会向市场经济过渡的时候，他们却意识到这种转变已经发生，因此在新的较量中赢得了主动。,"Therefore, when everyone thought that Russia would transition, they realized that this transition had already occurred, and thus won the initiative in the new contest.","Therefore, when everyone thought that Russia would transition to a market economy, they realized that this transition had already taken place, and thus won the initiative in the new contest.",0,,
因此对于一次因逊尼派大规模弃权而导致的什叶派占多数票的选举结果，控制权归属哪一方仍然是悬而未决的。,因此对于一次因逊尼派大规模弃权而导致的什叶派占多数票的选举结果，控制权究竟归属哪一方仍然是悬而未决的。,So it's still up in the air which side will take control of an election outcome with a Shia majority that resulted from mass Sunni abstentions.,So it's still up in the air which side will control the outcome of an election with a Shia majority that resulted from massive Sunni abstentions.,0,,
尽管各方各面都对此负有责任，但美国的政策改变使得六方之间的关系在多年里停滞不前。,另外，尽管各方各面都对此负有责任，但美国的政策改变使得六方之间的关系在多年里停滞不前。,"While all sides are responsible for this, U.S. policy changes have brought relations among the six parties to a standstill for years.","Also, despite all parties being responsible for this, the change in US policy has stagnated relations among the six parties for years.",0,,
尽管加沙居民深受战乱不断和由其领导人政策造成的经济崩溃之苦，但是他们还是自得其所。,到目前为止，尽管加沙居民深受战乱不断和由其领导人政策造成的经济崩溃之苦，但是他们还是自得其所。,"Although Gaza's residents suffer from the ongoing war and economic collapse caused by the policies of their leaders, they are at home.","So far, even though Gaza's residents have suffered from ongoing fighting and an economic collapse caused by the policies of their leaders, they are content.",1,at home,content
两国政府之间的沟通要么通过欧盟，要么仅就非常有限的问题通过两国驻巴格达的大使达成。,到目前为止，两国政府之间的沟通要么通过欧盟，要么仅就非常有限的问题通过两国驻巴格达的大使达成。,"Communication between the two governments is either through the EU or, on very limited issues, through the two ambassadors in Baghdad.","So far, communication between the two governments has been through the EU or, on very limited issues, through the two countries' ambassadors in Baghdad.",0,,
其中一个是经济，目前美国对伊阿两国的政策耗资约1500亿美元，占了美国国防支出的20%以上。,其中一个是经济，目前美国对伊阿两国的政策每年耗资约1500亿美元，占了美国国防支出的20%以上。,"One is the economy, with current U.S. policy toward Iraq and Afghanistan costing about $150 billion, more than 20 percent of U.S. defense spending.","One is economics, with current U.S. policy toward Iran and Afghanistan costing about $150 billion a year, more than 20 percent of U.S. defense spending.",0,,
倘若我们不在真正权力归属的问题上自欺欺人，那么就让总统们多如牛毛吧，如果那样能让人们觉得舒服的话。,倘若我们不在真正权力归属的问题上自欺欺人，那么就让总统们和议会们多如牛毛吧，如果那样能让人们觉得舒服的话。,"If we don't kid ourselves about where the real power is, let's have presidents aplenty if that makes people feel comfortable.","If we don't kid ourselves about where the real power is, let's have presidents and parliaments aplenty if that makes people feel comfortable.",0,,
信贷增长的速度因此从2008年9月的14%一举上升到一年后的35%，城市的房价也随之翻番。,信贷增长的速度因此从2008年9月的14%一举上升到一年后的35%，很多城市的房价也随之翻番。,"As a result, the rate of credit growth rose from 14% in September 2008 to 35% a year later, and housing prices in the city also doubled.","As a result, the rate of credit growth rose from 14% in September 2008 to 35% a year later, and housing prices in many cities doubled accordingly.",0,,
