S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
墨西哥总统恩里克·佩尼亚·尼托治下的年经济增长率只有2％，这可是不正常的，如果没法增加外国投资，经济也不能更快地扩张。,墨西哥人恩里克·佩尼亚·尼托治下的年经济增长率只有2％，这可是不正常的，如果没法增加外国投资，经济也不能更快地扩张。,"Mexican President Enrique Peña Nito's annual economic growth rate of only 2% is not normal, and the economy cannot expand faster without increasing foreign investment.","The Mexican Enrique Peña Nito's annual economic growth rate of only 2% is not normal, and the economy cannot expand faster without increasing foreign investment.",0,,
南非企业不能坐等政客为此做些什么，而应该加强深入更加广泛的人口细分。,南非人不能坐等政客为此做些什么，而应该加强深入更加广泛的人口细分。,"South African businesses cannot wait for politicians to do something about it, but should strengthen deeper and broader demographic segmentation.","South Africans cannot wait for politicians to do something about it, but should strengthen deeper and broader demographic segmentation.",0,,
但最近也取得了一些正面发展，那就是建立了一些强大的公共机构。,但最近也取得了一些新发展，那就是建立了一些强大的公共机构。,"But there have also been some positive developments recently, namely the establishment of some strong public institutions.","But there have also been some new developments recently, namely the establishment of some strong public institutions.",0,,
但是，如今的埃及充满着不确定性，今天选举出来的政府能否在哪怕一年时间里保持有同样的支持率都是个问题。,但是，如今的埃及充满着火，今天选举出来的政府能否在哪怕一年时间里保持有同样的支持率都是个问题。,"But Egypt today is fraught with uncertainty, and it is questionable whether the government elected today will maintain the same approval rating for even a year.","But Egypt is on fire today, and it's a question whether today's elected government can maintain the same approval ratings for even a year.",0,,
但是，在大多数情况下，他们甚至根本就不考虑这一可能性。,但是，在大多数情况下，他们甚至根本就不考虑这一点。,"However, in most cases, they do not even consider this possibility at all.","However, in most cases, they don't even think about this at all.",0,,
但是，在国家之间，即便是核威慑也比乍看上去更复杂，在网络空间中的威慑更是如此。,但是，在人之间，即便是核威慑也比乍看上去更复杂，在网络空间中的威慑更是如此。,"But even nuclear deterrence between states is more complex than it may seem at first glance, especially in cyberspace.","But even nuclear deterrence is more complex than it may seem at first glance, especially in cyberspace.",0,,
但是在目前这种情况下，最重要的是人们普遍认为俄罗斯人尚未准备好履行公民的责任。,但是在目前这种情况下，最重要的是人们普遍认为俄罗斯人尚未准备好履行公民的权。,"But in the current situation, the most important thing is the widespread belief that Russians are not ready to fulfill their responsibilities as citizens.","But in the current situation, the most important thing is the widespread belief that Russians are not ready to fulfill their rights as citizens.",0,,
传统看法认为所有的网络供水和公共卫生系统都是好的投资，就像传统看法可能犯错误一样，认定所有水坝都是不好的投资同样也可能出现偏差。,传统看法认为所有的水供水和公共卫生系统都是好的投资，就像传统看法可能犯错误一样，认定所有水坝都是不好的投资同样也可能出现偏差。,"Just as the conventional view that all networked water and sanitation systems are good investments can be wrong, so too can the conventional view that all dams are bad investments.","Just as the conventional view that all water supply and sanitation systems are good investments can be wrong, so too can the conventional view that all dams are bad investments.",0,,
虽然古巴政府已封堵了该博客所在的网站，但它还是以多种语言在全世界广泛传播，在古巴国内也以光盘和闪存为传播途径。,虽然古巴政府已封堵了该歌所在的网站，但它还是以多种语言在全世界广泛传播，在古巴国内也以光盘和闪存为传播途径。,"Although the Cuban government has blocked the website on which the blog is located, it is widely distributed around the world in multiple languages, as well as through CD-ROMs and flash memory in Cuba.","Although the Cuban government has blocked the website on which the song is located, it is widely distributed around the world in multiple languages, as well as through CD-ROMs and flash memory in Cuba.",0,,
尽管如此，印度可以在不用承担不必要风险的情况下做很多事情，以拉詹为首的委员会在几年前便给出了详细的计划。,尽管如此，印度可以在不用承担不必要税的情况下做很多事情，以拉詹为首的委员会在几年前便给出了详细的计划。,"Still, India can do a lot without taking unnecessary risks, and the committee headed by Rajan gave a detailed plan several years ago.","Still, India can do a lot without incurring unnecessary taxes, with a committee led by Rajan giving detailed plans a few years ago.",0,,
重要的政治领袖，特别是美俄两个核大国的政治领袖，对今天已有的风险以及明天即将出现的风险有着清楚的认识。,重要的核领袖，特别是美俄两个核大国的政治领袖，对今天已有的风险以及明天即将出现的风险有着清楚的认识。,"Important political leaders, especially those of the two nuclear powers of the United States and Russia, have a clear understanding of the risks that exist today and those that will arise tomorrow.","Important nuclear leaders, especially the political leaders of the two nuclear powers of the United States and Russia, have a clear understanding of the risks that exist today and those that will arise tomorrow.",0,,
通过理解并从世界各地引进有效的创新，非洲能够在技术上赶超更加发达的国家，构建生产更先进、价值更高的商品的能力。,通过理解并从世界各地引进有效的人，非洲能够在技术上赶超更加发达的国家，构建生产更先进、价值更高的商品的能力。,"By understanding and introducing effective innovations from around the world, Africa can catch up technologically with more developed countries and build the capacity to produce more advanced and higher-value goods.","By understanding and bringing in effective people from around the world, Africa can technologically catch up with more developed countries and build the capacity to produce more advanced and higher-value goods.",0,,
这一单位只不过是一个消费者物价指数，名称简单，每天公布，这样人们就可以使用这一单位及名称来以实际价格报价。,这一点只不过是一个消费者物价指数，名称简单，每天公布，这样人们就可以使用这一单位及名称来以实际价格报价。,"This unit is nothing more than a consumer price index, with a simple name, published daily so that people can use the unit and its name to quote at real prices.","This is nothing more than a consumer price index, simply named, published daily so that people can use the unit and name to quote at real prices.",0,,
当一个国家专门从事于某一个领域之时，资本和劳力就会比其他领域更快地流向这一领域。,当一个人专门从事于某一个领域之时，资本和劳力就会比其他领域更快地流向这一领域。,"When a country specializes in one area, capital and labor flow to that area more quickly than others.","When a person specializes in one field, capital and labor flow to that area faster than others.",0,,
如果我们还需要提醒的话，那么，这一事件让我们回想起来2001年9月11日对纽约和华盛顿的恐怖主义袭击。,如果我们还需要提醒的话，那么，这一幕让我们回想起来2001年9月11日对纽约和华盛顿的恐怖主义袭击。,"If we need to be reminded, this incident reminds us of the terrorist attacks on New York and Washington on 11 September 2001.","If we need to be reminded, this scene reminds us of the terrorist attacks on New York and Washington on 11 September 2001.",0,,
但是，如何从这场总统大选中来解读美国，不仅对美国人，对全世界来说，意义都颇为重大。,但是，如何从这场戏中来解读美国，不仅对美国人，对全世界来说，意义都颇为重大。,"However, how to interpret the United States from this presidential election is of great significance not only to Americans, but also to the world.","However, how to interpret the United States from this drama is of great significance not only to Americans, but also to the world.",0,,
但在实践中，这不会发生，因为这些国家缺少能力、经验，最重要的是缺少关于需要做什么、由谁去做的共识。,但在实践中，这不会发生，因为这些人缺少能力、经验，最重要的是缺少关于需要做什么、由谁去做的共识。,"But in practice, this does not happen because these countries lack the capacity, the experience and, most importantly, a consensus on what needs to be done and by whom.","But in practice, this does not happen because these people lack the ability, experience and, most importantly, a lack of consensus on what needs to be done and by whom.",0,,
通过她，朋友们更容易彼此接触，或者他们仅仅能够回忆起一些关于她的往事，发现一些克里斯在世时都忽略了的新东西。,通过她，人们更容易彼此接触，或者他们仅仅能够回忆起一些关于她的往事，发现一些克里斯在世时都忽略了的新东西。,"Through her, friends are more likely to touch each other, or they are simply able to recall a few things about her and discover new things that Chris overlooked when he was alive.","Through her, people are more likely to contact each other, or they are simply able to recall a few things about her and discover new things that Chris ignored when he was alive.",0,,
此外，由于石油价格下跌幅度是这一征税额的三倍多，消费者所面临的油价仍将比几个月前低得多。,此外，由于石油价格降幅度是这一征税额的三倍多，消费者所面临的油价仍将比几个月前低得多。,"Moreover, because oil prices have fallen more than three times as much as this tax, consumers will still face much lower oil prices than they did a few months ago.","Moreover, because oil prices have fallen by more than three times that tax, consumers will still face much lower oil prices than they did a few months ago.",0,,
我们不应把这直觉视同金融文盲，因为很多理应精通公共财政的人也深有同感，特别是当经济在2008年崩溃之后。,我们不应把这直觉视同金融业，因为很多理应精通公共财政的人也深有同感，特别是当经济在2008年崩溃之后。,"We should not dismiss this intuition as financial illiteracy, as is shared by many people who should be well-versed in public finance, especially after the economy collapsed in 2008.","We should not equate this intuition with the financial industry, as is shared by many people who should be well-versed in public finance, especially after the collapse of the economy in 2008.",0,,
当然，这些努力几乎肯定无法在一个合理的时间内替代石油，因为它们不是被市场需求所驱动的，并且需要高额的补贴。,当然，这些油几乎肯定无法在一个合理的时间内替代石油，因为它们不是被市场需求所驱动的，并且需要高额的补贴。,"Of course, these efforts will almost certainly not be able to replace oil in a reasonable period of time, because they are not driven by market demand and require high subsidies.","Of course, these oils will almost certainly not be able to replace oil in a reasonable amount of time, as they are not driven by market demand and require high subsidies.",0,,
当然，在气候变化问题上的不确定性使得一些行动在现在看来，并且或许是在很长一段时间内，并不可行。,当然，在气候变化史上的不确定性使得一些行动在现在看来，并且或许是在很长一段时间内，并不可行。,"Of course, uncertainty over climate change makes some actions unfeasible now, and perhaps for a long time.","Of course, the uncertainties in the history of climate change make some actions seem unfeasible now, and perhaps for a long time.",1,,seem
如果在一个公开透明的程序中挑选沃尔福威茨的继任者，那么，这一不幸、令人难过的大事件还是可以满意地收场。,如果在一个公开透明的党中挑选沃尔福威茨的继任者，那么，这一不幸、令人难过的大事件还是可以满意地收场。,"If Wolfowitz's successor is selected in an open and transparent process, this unfortunate and sad event can still end satisfactorily.","If Wolfowitz's successor is chosen in an open and transparent party, this unfortunate and sad event can still end satisfactorily.",0,,
多年来，所有这些国家的实际利率几乎都显示着同样下滑的趋势，尤其是自2000以来。,多年来，所有这些州的实际利率几乎都显示着同样下滑的趋势，尤其是自2000以来。,"Real interest rates in all of these countries have shown almost the same downward trend over the years, especially since 2000.","Real interest rates in all of these states have shown the same downward trend for years, especially since 2000.",1,almost,
因此，如果去年全球货币供应量增加了5%的话，那么在短暂的延迟之后，世界价格也将随之上升5%。,因此，如果去年全球铜供应量增加了5%的话，那么在短暂的延迟之后，世界价格也将随之上升5%。,"So if the global money supply had increased by 5% last year, after a short delay, world prices would have risen by 5%.","So if global copper supply increased by 5% last year, world prices would have risen by 5% after a short delay.",0,,
到目前为止，尽管加沙居民深受战乱不断和由其领导人政策造成的经济崩溃之苦，但是他们还是自得其所。,到目前为止，尽管加沙人深受战乱不断和由其领导人政策造成的经济崩溃之苦，但是他们还是自得其所。,"So far, the inhabitants of Gaza have enjoyed themselves, despite the continuing fighting and the economic collapse caused by the policies of its leaders.","So far, Gazans have enjoyed themselves, despite the ongoing war and the economic collapse caused by the policies of their leaders.",0,,
到目前为止，两国政府之间的沟通要么通过欧盟，要么仅就非常有限的问题通过两国驻巴格达的大使达成。,到目前为止，两国政府之间的话要么通过欧盟，要么仅就非常有限的问题通过两国驻巴格达的大使达成。,"So far, communication between the two governments has been achieved either through the European Union or, on very limited issues, through the ambassadors of the two countries in Baghdad.","So far, words between the two Governments have been reached either through the European Union or, on very limited issues, through their ambassadors in Baghdad.",1,the two countries,
其中一个是经济，目前美国对伊阿两国的政策每年耗资约1500亿美元，占了美国国防支出的20%以上。,其中一个是经济，目前美国对伊阿两国的核每年耗资约1500亿美元，占了美国国防支出的20%以上。,"One is the economy, where U.S. policy toward Iraq and Argentina currently costs about $150 billion a year, or more than 20 percent of U.S. defense spending.","One is the economy, where U.S. nuclear weapons in Iraq and Argentina currently cost about $150 billion a year, accounting for more than 20 percent of U.S. defense spending.",1,,
倘若我们不在真正权力归属的问题上自欺欺人，那么就让总统们和议会们多如牛毛吧，如果那样能让人们觉得舒服的话。,倘若我们不在真正权力归属的事上自欺欺人，那么就让总统们和议会们多如牛毛吧，如果那样能让人们觉得舒服的话。,"If we don't fool ourselves about the real ownership of power, let the presidents and parliaments be as many as they are, if that makes people feel comfortable.","If we don't fool ourselves about the real ownership of power, let the presidents and parliaments be as many as they are, if that makes people feel comfortable.",0,,
这种得到西欧支持并为东欧所采纳的增长模式，建立在资本应该从资本充裕的国家流向资本缺乏的国家的理念之上。,这种得到西欧支持并为东欧所采纳的增长点，建立在资本应该从资本充裕的国家流向资本缺乏的国家的理念之上。,"This growth model, supported by and adopted by Western Europe, is based on the idea that capital should flow from capital-rich to capital-poor countries.","This point of growth, supported by and adopted by Western Europe, is based on the idea that capital should flow from capital-rich countries to capital-poor countries.",0,,
这在今天尤其重要，如果美国没有成为两国制的热情支持者，它就会落后于形势的发展，并损害其自身在中东的利益。,这在今天尤其重要，如果美国没有成为两国制的新支持者，它就会落后于形势的发展，并损害其自身在中东的利益。,"This is especially important today, when the United States does not become an ardent supporter of the two-state system, it will fall behind and undermine its own interests in the Middle East.","This is especially important today, when the United States does not become a new supporter of the two-state system, it will fall behind and undermine its own interests in the Middle East.",0,,
这一部分是因为欧盟对待这些国家没有象对以前加入的成员国那样慷慨。,这一部分是因为欧盟对待这些人没有象对以前加入的成员国那样慷慨。,This is partly because the EU has not treated these countries as much generously as it has been to previously acceded member States.,This is partly because the EU has not treated these people as generously as it has been to previously acceded member States.,0,,
这一策略旨在说服朝鲜冻结一切导弹和核试验，作为交换，一年一度的美韩联合军演将会缩减规模、推迟时间。,这一举旨在说服朝鲜冻结一切导弹和核试验，作为交换，一年一度的美韩联合军演将会缩减规模、推迟时间。,The strategy is aimed at persuading North Korea to freeze all missile and nuclear tests in exchange for scaling back and delaying the annual U.S.-South Korea military exercises.,The move was aimed at persuading North Korea to freeze all missile and nuclear tests in exchange for scaling back and delaying the annual U.S.-South Korea military exercises.,0,,
近一个世纪前，一战结束时，凯恩斯曾经发出过直至今日仍有重大意义的警告。,近一个月前，一战结束时，凯恩斯曾经发出过直至今日仍有重大意义的警告。,"Nearly a century ago, at the end of World War I, Keynes warned that it is still relevant today.","Nearly a month ago, at the end of World War I, Keynes issued a warning that still has great significance today.",1,relevant,great significance
虽然有人为极端主义在欧洲的崛起而忧虑，但这些极端党派的政纲其实千差万别，并非铁板一块，大可不必担心。,虽然有人为党在欧洲的崛起而忧虑，但这些极端党派的政纲其实千差万别，并非铁板一块，大可不必担心。,"Although there are concerns about the rise of extremism in Europe, the platforms of these extremist parties are very different and not monolithic, so there is no need to worry.","Although some people worry about the rise of the party in Europe, the platforms of these extreme parties are very different and not monolithic, so there is no need to worry.",1,,some people
美国为实现要求的预算进程改革，应当在劝说安理会其他常任理事国在该进程中赋予联合国大会更大的作用上起主导作用。,美国为实现要求的预算法改革，应当在劝说安理会其他常任理事国在该进程中赋予联合国大会更大的作用上起主导作用。,The United States should play a leading role in persuading other permanent members of the Security Council to give the General Assembly a greater role in the process in order to achieve the required reform of the budget process.,The United States should play a leading role in persuading other permanent members of the Security Council to give the General Assembly a greater role in the process in order to achieve the required budget law reforms.,0,,
然而其他国家对2012和2013年增长放缓所做出的反应则是回到老做法上，以牺牲未来的增长为代价来获取短期扩张。,然而其他人对2012和2013年增长放缓所做出的反应则是回到老做法上，以牺牲未来的增长为代价来获取短期扩张。,"Other countries, however, responded to the slowdown in 2012 and 2013 by returning to the old practice of pursuing short-term expansion at the expense of future growth.","Others, however, responded to the slowdown in 2012 and 2013 by returning to the old ways of pursuing short-term expansion at the expense of future growth.",0,,
此人还同俄罗斯，乌克兰以及白俄罗斯方面签订了大量军火协议，最近就订购了一批坦克、军用飞机以及一艘潜艇。,此人还同俄罗斯，乌克兰以及白俄罗斯方面签订了大量军火案，最近就订购了一批坦克、军用飞机以及一艘潜艇。,"He has also signed extensive arms agreements with Russia, Ukraine and Belarus, and recently ordered a batch of tanks, military aircraft and a submarine.","He has also signed a large number of arms contracts with Russia, Ukraine and Belarus, and recently ordered a batch of tanks, military aircraft and a submarine.",0,,
正如我大多数的同胞一样，他们靠每日不足1美元存活，这就意味着他们无法享受自来水，卫生条件以及生活用电。,正如我大多数的人一样，他们靠每日不足1美元存活，这就意味着他们无法享受自来水，卫生条件以及生活用电。,"Like most of my fellow citizens, they survive on less than $1 a day, which means they don't have access to running water, sanitation, and electricity.","Like most of me, they survive on less than $1 a day, which means they don't have access to running water, sanitation, or electricity.",0,,
正如埃及和其他地区的事件所表明的，对于本世纪信息革命对实力的影响，我们的理解才刚刚开始。,正如埃及和其他国的事件所表明的，对于本世纪信息革命对实力的影响，我们的理解才刚刚开始。,"As events in Egypt and elsewhere have shown, our understanding of the impact of this century's information revolution on power is only just beginning.","As events in Egypt and elsewhere have shown, our understanding of the impact of this century's information revolution on power is only beginning.",0,,
无论如何，就新晋美国毕业生对债务的看法而言，你必须置身于偿还学生贷款的背景看待这一问题。,无论如何，就新晋美国人对债务的看法而言，你必须置身于偿还学生贷款的背景看待这一问题。,"In any case, in terms of how new U.S. graduates view debt, you have to put it in the context of paying off student loans.","In any case, in terms of how new Americans think about debt, you have to put it in the context of paying off student loans.",0,,
无论如何，如果不存在任何这样的机制，最终导致上一次经济危机的趋势，很有可能还会导致新的危机。,无论如何，如果不存在任何这样的事，最终导致上一次经济危机的趋势，很有可能还会导致新的危机。,"In any case, if no such mechanism exists, the trend that eventually led to the last economic crisis is likely to lead to a new one.","In any case, if nothing such is the case, the trend that eventually led to the last economic crisis is likely to lead to a new one.",0,,
我们去年又在上述两个城市进行了相同的问卷调查，并在今年一月召开的美国经济学会年会上发表了研究成果。,我们去年又在上述两个月进行了相同的问卷调查，并在今年一月召开的美国经济学会年会上发表了研究成果。,We conducted the same survey in both cities last year and presented the results at the annual meeting of the American Economic Association in January.,We conducted the same survey last two months and presented the results at the annual meeting of the American Economic Association in January.,0,,
当然，其中不少是包括这个国家厚重的历史、丰富的考古遗址、碧蓝的天空和水晶般的海水的。,当然，其中不少是包括这个岛厚重的历史、丰富的考古遗址、碧蓝的天空和水晶般的海水的。,"Of course, many of them include the country's rich history, rich archaeological sites, blue skies and crystal waters.","Of course, many of them include the island's rich history, rich archaeological sites, turquoise skies and crystal waters.",0,,
当他向阿富汗和伊拉克部署士兵时，他坚信他与英国主要的历史性盟国美国肩并肩的时候，他在道义和政治上都是正确的。,当他向阿富汗和伊拉克部署军时，他坚信他与英国主要的历史性盟国美国肩并肩的时候，他在道义和政治上都是正确的。,"When he deployed his soldiers to Afghanistan and Iraq, he was convinced that he was morally and politically right when he stood shoulder to shoulder with the United States, Britain's main historic ally.","When he deployed troops to Afghanistan and Iraq, he was convinced that he was morally and politically right when he stood shoulder to shoulder with Britain's main historic ally, the United States.",0,,
尽管导致收入不断集中的链条并没有改变，但现在借钱越来越困难了，因此，再出现一次枯荣循环的可能性很低。,尽管导致钱不断集中的链条并没有改变，但现在借钱越来越困难了，因此，再出现一次枯荣循环的可能性很低。,"Although the chain that leads to the constant concentration of income has not changed, it is now increasingly difficult to borrow money, so the probability of another cycle of prosperity is low.","Although the chain that leads to the constant concentration of money has not changed, it is now increasingly difficult to borrow money, so the probability of another cycle of prosperity is low.",0,,
就在上个月，一名澳大利亚橄榄球运动员被处以罚款，禁赛，同时在媒体的广泛负面报道下承受了巨大的公众压力。,就在上个月，一名澳大利亚籍运动员被处以罚款，禁赛，同时在媒体的广泛负面报道下承受了巨大的公众压力。,"Just last month, an Australian rugby player was fined and suspended while coming under intense public pressure amid widespread negative media coverage.","Just last month, an Australian athlete was fined and suspended while coming under intense public pressure amid widespread negative media coverage.",0,,
对某些参与者来说，与老一辈金融家相比，收藏当代艺术品展示了融资是如何成为更具有创造性的过程。,对某些人来说，与老一辈金融家相比，收藏当代艺术品展示了融资是如何成为更具有创造性的过程。,"For some participants, collecting contemporary art shows how financing can become a more creative process than older financiers.","For some, collecting contemporary art shows how financing can become a more creative process than older financiers.",0,,
对于那些现在的日收入不足2美金的人而言，这几乎是他们年收入的一半了。,对于那些现在的年收入不足2美金的人而言，这几乎是他们年收入的一半了。,"For those who now earn less than $2 a day, that's almost half of their annual income.","For those who now earn less than $2 a year, that's almost half of their annual income.",0,,
如果金钱本身是中立的，这个问题便只是一个使用这笔钱所带来的好处是否大于财务上的开支的问题。,如果钱本身是中立的，这个问题便只是一个使用这笔钱所带来的好处是否大于财务上的开支的问题。,"If money itself is neutral, the question is simply whether the benefits of using it outweigh the financial expenses.","If the money itself is neutral, the question is simply whether the benefits of using the money outweigh the financial expenses.",0,,
如果欧盟希望继续其在巴勒斯坦的建国努力，为和平解决危机贡献一份力量，就必须找到与当选政府对话与合作的方法。,如果欧盟希望继续其在巴勒斯坦的建国梦，为和平解决危机贡献一份力量，就必须找到与当选政府对话与合作的方法。,"If the EU wished to continue its state-building efforts in Palestine and contribute to a peaceful solution to the crisis, it must find ways to engage in dialogue and cooperation with the elected Government.","If the EU wished to continue its dream of statehood in Palestine and contribute to a peaceful solution to the crisis, it must find ways to engage in dialogue and cooperation with elected governments.",0,,
如果我们认识到事情的轻重缓急，就会从这次令人毛骨悚然的水灾中吸取教训，以环境上可持续的方式实现城市化。,如果我们认识到水的轻重缓急，就会从这次令人毛骨悚然的水灾中吸取教训，以环境上可持续的方式实现城市化。,"If we recognize priorities, we will learn from this gruesome flood and urbanize in an environmentally sustainable way.","If we recognize water priorities, we will learn from this gruesome flood and urbanize in an environmentally sustainable way.",0,,
在欧洲，白俄罗斯是最后一个独裁国家，集体农庄在那里依然存在，其元首卢卡申科当年就是某集体农庄的领导。,在欧洲，白俄罗斯是最后一个小国家，集体农庄在那里依然存在，其元首卢卡申科当年就是某集体农庄的领导。,"In Europe, Belarus was the last dictatorship, where collective farms still existed, and its head Lukashenko was the head of a collective farm.","In Europe, Belarus is the last small country, where collective farms still exist, and its head Lukashenko was the head of a collective farm.",0,,
在欧洲银行家和某些政府看来，美国当前修改对外国银行附属机构在美经营态度的做法凸显了上述趋势的势在必行。,在欧洲人和某些政府看来，美国当前修改对外国银行附属机构在美经营态度的做法凸显了上述趋势的势在必行。,"In the eyes of European bankers and some governments, the current revision of the US attitude towards foreign bank subsidiaries operating in the United States underscores the imperative of this trend.","In the eyes of Europeans and some governments, the current revision of the U.S. attitude toward foreign banking subsidiaries underscores the urgency of these trends.",0,,
在某种程度上，这是一个生死攸关的问题，在更普遍意义上，它决定了我们是否能实现生活中的成就与满足。,在某种程度上，这是一个生死攸关的事，在更普遍意义上，它决定了我们是否能实现生活中的成就与满足。,"In a way, it's a matter of life and death, and more generally, it determines whether we can achieve fulfillment and fulfillment in life.","In a way, it's a matter of life and death, and more generally, it determines whether we achieve fulfillment and fulfillment in life.",0,,
在与新教竞争这个问题上，过去两任教皇的一个重要特征是他们宣福的人的地理分布重心开始移出传统重镇欧洲。,在与新教竞争这个点上，过去两任教皇的一个重要特征是他们宣福的人的地理分布重心开始移出传统重镇欧洲。,An important feature of the past two popes in competition with Protestantism was that the geographical distribution of their ordination began to shift away from the traditional cities of Europe.,An important feature of the last two popes in competition with Protestantism was that the geographical distribution of their ordination began to shift away from the traditional cities of Europe.,0,,
全世界，每四名五岁以下儿童就有一人发育不良，这表明长期营养不良造成了常常是不可逆转的生理和认知伤害。,全世界，每四名五岁以下人就有一人发育不良，这表明长期营养不良造成了常常是不可逆转的生理和认知伤害。,"Worldwide, one in four children under the age of five is stunted, demonstrating the often irreversible physical and cognitive damage caused by chronic malnutrition.","Worldwide, one in four people under the age of five is stunted, demonstrating the often irreversible physical and cognitive damage caused by chronic malnutrition.",0,,
光是在欧洲，就至少有40个潜在的苏格兰寻求以某种方式从现在所处的国家独立。,光是在欧洲，就至少有40个潜在的苏格兰寻求以某种方式从现在所处的州独立。,"In Europe alone, there are at least 40 potential Scotlandians seeking some sort of independence from the country they are now in.","In Europe alone, there are at least 40 potential Scotlandish seeking some sort of independence from the state in which it is now.",0,,
健全的国家利用这一空间来掩埋过去的痛苦，如果不是掩埋过去自身的话。,健全的人利用这一空间来掩埋过去的痛苦，如果不是掩埋过去自身的话。,"Able-bodied nations use this space to bury the sufferings of the past, if not the past itself.","Able-bodied people use this space to bury the pain of the past, if not the past itself.",0,,
以色列指责哈马斯需对此事负责，在约旦河西岸抓捕了数百名哈马斯成员，但从未解释这一指控的理由。,以色列指责哈马斯需对此事负责，在约旦河西岸抓捕了数百名哈马斯人，但从未解释这一指控的理由。,"Israel has accused Hamas of being responsible for the incident, arresting hundreds of Hamas members in the West Bank, but has never explained the reasons for the allegation.","Israel has accused Hamas of being responsible for the incident, arresting hundreds of Hamas in the West Bank, but has never explained the reason for the allegation.",0,,
他的年薪是430万欧元，退休奖金1300万欧元，养老金220万欧元，还有价值大约1亿730万欧元的期权。,他的钱是430万欧元，退休奖金1300万欧元，养老金220万欧元，还有价值大约1亿730万欧元的期权。,"His annual salary is €4.3 million, a retirement bonus of €13 million, a pension of €2.2 million and options worth around €107.3 million.","His money is 4.3 million euros, a retirement bonus of 13 million euros, a pension of 2.2 million euros and options worth about 107.3 million euros.",0,,
