S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
墨西哥总统恩里克·佩尼亚·尼托治下的年经济增长率只有2％，这可是不正常的，如果没法增加外国投资，经济也不能更快地扩张。,墨西哥人恩里克·佩尼亚·尼托治下的年经济增长率只有2％，这可是不正常的，如果没法增加外国投资，经济也不能更快地扩张。,"Mexican President Enrique Peña Nieto's annual economic growth rate of only 2 percent is anomalous, and the economy cannot expand faster without increased foreign investment.","The Mexican Enrique Peña Nieto's annual economic growth rate of only 2% is abnormal, and the economy cannot expand faster without increasing foreign investment.",0,,
南非企业不能坐等政客为此做些什么，而应该加强深入更加广泛的人口细分。,南非人不能坐等政客为此做些什么，而应该加强深入更加广泛的人口细分。,"Instead of waiting for politicians to do something about it, South African businesses should step up their efforts to reach a wider segment of the population.","South Africans cannot sit back and wait for politicians to do something about it, but step up their efforts to reach a wider segment of the population.",1,,sit back
但最近也取得了一些正面发展，那就是建立了一些强大的公共机构。,但最近也取得了一些新发展，那就是建立了一些强大的公共机构。,But there have also been some positive developments of late in the creation of some strong public institutions.,"But there have also been some recent developments, and that's the creation of some strong public institutions.",0,,
但是，如今的埃及充满着不确定性，今天选举出来的政府能否在哪怕一年时间里保持有同样的支持率都是个问题。,但是，如今的埃及充满着火，今天选举出来的政府能否在哪怕一年时间里保持有同样的支持率都是个问题。,"However, today's Egypt is full of uncertainties, and it is questionable whether the government elected today can maintain the same approval rating even for a year.","But Egypt is on fire today, and it's questionable whether the government elected today will maintain the same approval ratings for even a year.",0,,
但是，在大多数情况下，他们甚至根本就不考虑这一可能性。,但是，在大多数情况下，他们甚至根本就不考虑这一点。,"However, in most cases, they don't even consider this possibility at all.","However, in most cases, they don't even think about that at all.",0,,
但是，在国家之间，即便是核威慑也比乍看上去更复杂，在网络空间中的威慑更是如此。,但是，在人之间，即便是核威慑也比乍看上去更复杂，在网络空间中的威慑更是如此。,"But between nations, even nuclear deterrence is more complex than it first appears, and even more so in cyberspace.","But among humans, even nuclear deterrence is more complex than it first appears, and even more so in cyberspace.",0,,
但是在目前这种情况下，最重要的是人们普遍认为俄罗斯人尚未准备好履行公民的责任。,但是在目前这种情况下，最重要的是人们普遍认为俄罗斯人尚未准备好履行公民的权。,But what matters most in this current situation is the widespread perception that Russians are not ready to fulfill their responsibilities as citizens.,"But in this case, what matters most is the widespread perception that Russians are not yet ready to fulfill their citizenship rights.",1,current,yet
传统看法认为所有的网络供水和公共卫生系统都是好的投资，就像传统看法可能犯错误一样，认定所有水坝都是不好的投资同样也可能出现偏差。,传统看法认为所有的水供水和公共卫生系统都是好的投资，就像传统看法可能犯错误一样，认定所有水坝都是不好的投资同样也可能出现偏差。,"Just as the conventional wisdom that all networked water and sanitation systems are good investments can be wrong, so can all dams be bad investments.","Just as the conventional wisdom that all water supplies and sanitation systems are good investments can be wrong, so can all dams be bad investments.",0,,
虽然古巴政府已封堵了该博客所在的网站，但它还是以多种语言在全世界广泛传播，在古巴国内也以光盘和闪存为传播途径。,虽然古巴政府已封堵了该歌所在的网站，但它还是以多种语言在全世界广泛传播，在古巴国内也以光盘和闪存为传播途径。,"Although the Cuban government has blocked the website where the blog is located, it is still widely disseminated in multiple languages around the world, and it is also disseminated in Cuba via CD-ROM and flash memory.","Although the Cuban government has blocked the website where the song is located, it is still widely disseminated in multiple languages around the world, and it is also disseminated in CD-ROM and flash memory in Cuba.",0,,
尽管如此，印度可以在不用承担不必要风险的情况下做很多事情，以拉詹为首的委员会在几年前便给出了详细的计划。,尽管如此，印度可以在不用承担不必要税的情况下做很多事情，以拉詹为首的委员会在几年前便给出了详细的计划。,"Still, India can do a lot without taking unnecessary risks, and the committee headed by Rajan laid out a detailed plan a few years ago.","Still, India can do a lot without incurring unnecessary taxes, and a committee headed by Rajan laid out a detailed plan a few years ago.",0,,
重要的政治领袖，特别是美俄两个核大国的政治领袖，对今天已有的风险以及明天即将出现的风险有着清楚的认识。,重要的核领袖，特别是美俄两个核大国的政治领袖，对今天已有的风险以及明天即将出现的风险有着清楚的认识。,"Important political leaders, especially those of the two nuclear powers, the United States and Russia, have a clear understanding of the risks that exist today and the risks that will arise tomorrow.","Important nuclear leaders, especially the political leaders of the two major nuclear powers, the United States and Russia, have a clear understanding of the risks that exist today and the risks that will arise tomorrow.",0,,
通过理解并从世界各地引进有效的创新，非洲能够在技术上赶超更加发达的国家，构建生产更先进、价值更高的商品的能力。,通过理解并从世界各地引进有效的人，非洲能够在技术上赶超更加发达的国家，构建生产更先进、价值更高的商品的能力。,"By understanding and importing effective innovations from around the world, Africa can technologically catch up with more developed countries and build capabilities to produce more advanced and higher-value goods.","By understanding and bringing in effective people from around the world, Africa can technologically catch up with more developed countries and build the capacity to produce more advanced and higher value goods.",0,,
这一单位只不过是一个消费者物价指数，名称简单，每天公布，这样人们就可以使用这一单位及名称来以实际价格报价。,这一点只不过是一个消费者物价指数，名称简单，每天公布，这样人们就可以使用这一单位及名称来以实际价格报价。,This unit is nothing more than a consumer price index with a simple name that is published daily so that people can use this unit and name to quote real prices.,"This point is nothing more than a consumer price index, simply named, published daily so that people can use the unit and name to quote real prices.",0,,
当一个国家专门从事于某一个领域之时，资本和劳力就会比其他领域更快地流向这一领域。,当一个人专门从事于某一个领域之时，资本和劳力就会比其他领域更快地流向这一领域。,"When a country specializes in one area, capital and labor flow to that area faster than others.","When a person specializes in one field, capital and labor flow to that field faster than others.",0,,
如果我们还需要提醒的话，那么，这一事件让我们回想起来2001年9月11日对纽约和华盛顿的恐怖主义袭击。,如果我们还需要提醒的话，那么，这一幕让我们回想起来2001年9月11日对纽约和华盛顿的恐怖主义袭击。,"If we need any further reminders, this event brings us back to the terrorist attacks on New York and Washington on September 11, 2001.","If we need any further reminders, this scene brings back memories of the terrorist attacks on New York and Washington on September 11, 2001.",1,,memories of
但是，如何从这场总统大选中来解读美国，不仅对美国人，对全世界来说，意义都颇为重大。,但是，如何从这场戏中来解读美国，不仅对美国人，对全世界来说，意义都颇为重大。,"However, how to interpret the United States from this presidential election is of great significance not only to Americans, but also to the whole world.","However, how to interpret the United States from this scene is of great significance not only to Americans, but also to the whole world.",0,,
但在实践中，这不会发生，因为这些国家缺少能力、经验，最重要的是缺少关于需要做什么、由谁去做的共识。,但在实践中，这不会发生，因为这些人缺少能力、经验，最重要的是缺少关于需要做什么、由谁去做的共识。,"But in practice, this will not happen because these countries lack capacity, experience and most importantly, lack of consensus on what needs to be done and by whom.","But in practice, this doesn't happen because these people lack the ability, experience, and most importantly, a consensus on what needs to be done and by whom.",0,,
通过她，朋友们更容易彼此接触，或者他们仅仅能够回忆起一些关于她的往事，发现一些克里斯在世时都忽略了的新东西。,通过她，人们更容易彼此接触，或者他们仅仅能够回忆起一些关于她的往事，发现一些克里斯在世时都忽略了的新东西。,"Through her, the friends could more easily come into contact with each other, or they could just recall something about her and discover something new that Chris had overlooked when he was alive.","Through her, people come into contact with each other more easily, or they can just recall some things about her, and discover some new things that Chris ignored when he was alive.",0,,
此外，由于石油价格下跌幅度是这一征税额的三倍多，消费者所面临的油价仍将比几个月前低得多。,此外，由于石油价格降幅度是这一征税额的三倍多，消费者所面临的油价仍将比几个月前低得多。,"Plus, with oil prices down more than three times the amount of the tax, consumers will still be facing far lower prices than they were a few months ago.","Moreover, with oil prices falling by more than three times the amount of the tax, consumers will still be facing far lower prices than they were a few months ago.",0,,
我们不应把这直觉视同金融文盲，因为很多理应精通公共财政的人也深有同感，特别是当经济在2008年崩溃之后。,我们不应把这直觉视同金融业，因为很多理应精通公共财政的人也深有同感，特别是当经济在2008年崩溃之后。,"We should not dismiss this intuition as financial illiteracy, as many who should be well versed in public finance feel it too, especially after the economy collapsed in 2008.","We should not mistake this intuition for the financial industry, as many who should be well versed in public finance feel the same way, especially after the economy collapsed in 2008.",0,,
当然，这些努力几乎肯定无法在一个合理的时间内替代石油，因为它们不是被市场需求所驱动的，并且需要高额的补贴。,当然，这些油几乎肯定无法在一个合理的时间内替代石油，因为它们不是被市场需求所驱动的，并且需要高额的补贴。,"Of course, these efforts will almost certainly not be able to replace oil in a reasonable amount of time, since they are not driven by market demand and require high subsidies.","Of course, these oils will almost certainly not be able to replace oil in a reasonable amount of time, since they are not driven by market demand and require high subsidies.",0,,
当然，在气候变化问题上的不确定性使得一些行动在现在看来，并且或许是在很长一段时间内，并不可行。,当然，在气候变化史上的不确定性使得一些行动在现在看来，并且或许是在很长一段时间内，并不可行。,"Of course, uncertainty over climate change makes some actions not feasible now, and probably for a long time to come.","Of course, uncertainties in the history of climate change make some actions not feasible now, and perhaps for a long time to come.",0,,
如果在一个公开透明的程序中挑选沃尔福威茨的继任者，那么，这一不幸、令人难过的大事件还是可以满意地收场。,如果在一个公开透明的党中挑选沃尔福威茨的继任者，那么，这一不幸、令人难过的大事件还是可以满意地收场。,"If Wolfowitz's successor is selected in an open and transparent process, then this unfortunate and sad event can be satisfactorily concluded.","If Wolfowitz's successor is chosen in an open and transparent party, then this unfortunate and sad event can be satisfactorily concluded.",0,,
多年来，所有这些国家的实际利率几乎都显示着同样下滑的趋势，尤其是自2000以来。,多年来，所有这些州的实际利率几乎都显示着同样下滑的趋势，尤其是自2000以来。,"Real interest rates in all these countries have shown almost the same downward trend over the years, especially since 2000.","Real interest rates in nearly all of these states have shown the same downward trend over the years, especially since 2000.",0,,
因此，如果去年全球货币供应量增加了5%的话，那么在短暂的延迟之后，世界价格也将随之上升5%。,因此，如果去年全球铜供应量增加了5%的话，那么在短暂的延迟之后，世界价格也将随之上升5%。,"So if the global money supply increased by 5% last year, world prices would follow, after a short delay, by 5%.","So if global copper supply increased by 5% last year, world prices would follow, after a short delay, by 5%.",0,,
到目前为止，尽管加沙居民深受战乱不断和由其领导人政策造成的经济崩溃之苦，但是他们还是自得其所。,到目前为止，尽管加沙人深受战乱不断和由其领导人政策造成的经济崩溃之苦，但是他们还是自得其所。,"So far, even though Gaza's residents have suffered from ongoing fighting and an economic collapse caused by the policies of their leaders, they are content.","So far, Gazans are content with their lives, even as they suffer from ongoing fighting and an economic collapse caused by their leaders' policies.",1,,their lives
到目前为止，两国政府之间的沟通要么通过欧盟，要么仅就非常有限的问题通过两国驻巴格达的大使达成。,到目前为止，两国政府之间的话要么通过欧盟，要么仅就非常有限的问题通过两国驻巴格达的大使达成。,"So far, communication between the two governments has been through the EU or, on very limited issues, through the two countries' ambassadors in Baghdad.","So far, words between the two governments have been negotiated either through the EU or, on very limited issues, their ambassadors in Baghdad.",1,,negotiated
其中一个是经济，目前美国对伊阿两国的政策每年耗资约1500亿美元，占了美国国防支出的20%以上。,其中一个是经济，目前美国对伊阿两国的核每年耗资约1500亿美元，占了美国国防支出的20%以上。,"One is economics, with current U.S. policy toward Iran and Afghanistan costing about $150 billion a year, more than 20 percent of U.S. defense spending.","One of them is the economy. At present, the United States spends about 150 billion U.S. dollars on nuclear projects in Iran and Afghanistan every year, accounting for more than 20% of the US defense expenditure.",1,,accounting for
倘若我们不在真正权力归属的问题上自欺欺人，那么就让总统们和议会们多如牛毛吧，如果那样能让人们觉得舒服的话。,倘若我们不在真正权力归属的事上自欺欺人，那么就让总统们和议会们多如牛毛吧，如果那样能让人们觉得舒服的话。,"If we don't kid ourselves about where the real power is, let's have presidents and parliaments aplenty if that makes people feel comfortable.","If we don't kid ourselves about where the real power is, let's have presidents and congresses aplenty, if that makes people feel comfortable.",0,,
这种得到西欧支持并为东欧所采纳的增长模式，建立在资本应该从资本充裕的国家流向资本缺乏的国家的理念之上。,这种得到西欧支持并为东欧所采纳的增长点，建立在资本应该从资本充裕的国家流向资本缺乏的国家的理念之上。,"This growth model, supported by Western Europe and adopted by Eastern Europe, was based on the idea that capital should flow from capital-abundant to capital-poor countries.","This type of growth, supported by Western Europe and adopted by Eastern Europe, was based on the idea that capital should flow from capital-abundant to capital-poor countries.",0,,
这在今天尤其重要，如果美国没有成为两国制的热情支持者，它就会落后于形势的发展，并损害其自身在中东的利益。,这在今天尤其重要，如果美国没有成为两国制的新支持者，它就会落后于形势的发展，并损害其自身在中东的利益。,"This is especially important today, if the United States does not become an enthusiastic supporter of the two-state system, it will fall behind the development of the situation and damage its own interests in the Middle East.","This is especially important today, if the United States does not become the new supporter of the two-state system, it will fall behind the development of the situation and damage its own interests in the Middle East.",0,,
这一部分是因为欧盟对待这些国家没有象对以前加入的成员国那样慷慨。,这一部分是因为欧盟对待这些人没有象对以前加入的成员国那样慷慨。,This is partly because the EU has not treated these countries as generously as it has been to its former member states.,This is partly because the EU has not treated these people as generously as it has been to its former member states.,0,,
这一策略旨在说服朝鲜冻结一切导弹和核试验，作为交换，一年一度的美韩联合军演将会缩减规模、推迟时间。,这一举旨在说服朝鲜冻结一切导弹和核试验，作为交换，一年一度的美韩联合军演将会缩减规模、推迟时间。,The tactic is aimed at persuading North Korea to freeze all missile and nuclear tests in exchange for a scaled-down and delayed annual U.S.-South Korea joint military exercise.,The move is aimed at persuading North Korea to freeze all missile and nuclear tests in exchange for a scaled-back and delayed annual U.S.-South Korea joint military exercise.,0,,
近一个世纪前，一战结束时，凯恩斯曾经发出过直至今日仍有重大意义的警告。,近一个月前，一战结束时，凯恩斯曾经发出过直至今日仍有重大意义的警告。,"Nearly a century ago, at the end of the First World War, Keynes issued a warning that is still relevant today.","Nearly a month earlier, at the end of the First World War, Keynes had issued a warning that is still relevant today.",0,,
虽然有人为极端主义在欧洲的崛起而忧虑，但这些极端党派的政纲其实千差万别，并非铁板一块，大可不必担心。,虽然有人为党在欧洲的崛起而忧虑，但这些极端党派的政纲其实千差万别，并非铁板一块，大可不必担心。,"Although some people are worried about the rise of extremism in Europe, the political platforms of these extremist parties are actually very different and not monolithic, so there is nothing to worry about.","Although some people are worried about the rise of the party in Europe, the political platforms of these extreme parties are actually very different, and they are not monolithic, so there is nothing to worry about.",0,,
美国为实现要求的预算进程改革，应当在劝说安理会其他常任理事国在该进程中赋予联合国大会更大的作用上起主导作用。,美国为实现要求的预算法改革，应当在劝说安理会其他常任理事国在该进程中赋予联合国大会更大的作用上起主导作用。,"To achieve the requested reform of the budget process, the United States should take the lead in persuading the other permanent members of the Security Council to give the UN General Assembly a greater role in the process.",The United States should take the lead in persuading the other permanent members of the Security Council to give the General Assembly a greater role in the process in order to achieve the requested budget law reform.,0,,
然而其他国家对2012和2013年增长放缓所做出的反应则是回到老做法上，以牺牲未来的增长为代价来获取短期扩张。,然而其他人对2012和2013年增长放缓所做出的反应则是回到老做法上，以牺牲未来的增长为代价来获取短期扩张。,"Other countries, however, responded to the slowdown in growth in 2012 and 2013 by reverting to old ways of gaining short-term expansion at the expense of future growth.","Others, however, responded to the slowdown in growth in 2012 and 2013 by reverting to old ways of gaining short-term expansion at the expense of future growth.",0,,
此人还同俄罗斯，乌克兰以及白俄罗斯方面签订了大量军火协议，最近就订购了一批坦克、军用飞机以及一艘潜艇。,此人还同俄罗斯，乌克兰以及白俄罗斯方面签订了大量军火案，最近就订购了一批坦克、军用飞机以及一艘潜艇。,"This person has also signed a large number of arms agreements with Russia, Ukraine and Belarus, and recently ordered a batch of tanks, military aircraft and a submarine.","This person has also signed a large number of arms deals with Russia, Ukraine and Belarus, and recently ordered a batch of tanks, military aircraft and a submarine.",0,,
正如我大多数的同胞一样，他们靠每日不足1美元存活，这就意味着他们无法享受自来水，卫生条件以及生活用电。,正如我大多数的人一样，他们靠每日不足1美元存活，这就意味着他们无法享受自来水，卫生条件以及生活用电。,"Like most of my countrymen, they survive on less than $1 a day, which means they don't have running water, sanitation, or electricity.","Like most of my people, they survive on less than $1 a day, which means they don't have running water, sanitation, or electricity.",0,,
正如埃及和其他地区的事件所表明的，对于本世纪信息革命对实力的影响，我们的理解才刚刚开始。,正如埃及和其他国的事件所表明的，对于本世纪信息革命对实力的影响，我们的理解才刚刚开始。,"As events in Egypt and elsewhere demonstrate, our understanding of the impact of the information revolution on power in this century is only just beginning.","As events in Egypt and elsewhere show, our understanding of the power implications of the information revolution in this century is only just beginning.",0,,
无论如何，就新晋美国毕业生对债务的看法而言，你必须置身于偿还学生贷款的背景看待这一问题。,无论如何，就新晋美国人对债务的看法而言，你必须置身于偿还学生贷款的背景看待这一问题。,"In any case, as far as new American grads think about debt, you have to put it in the context of paying off your student loans.","In any case, as far as emerging Americans think about debt, you have to put it in the context of paying off student loans.",0,,
无论如何，如果不存在任何这样的机制，最终导致上一次经济危机的趋势，很有可能还会导致新的危机。,无论如何，如果不存在任何这样的事，最终导致上一次经济危机的趋势，很有可能还会导致新的危机。,"In any case, if no such mechanism exists, the trends that ultimately led to the last economic crisis will likely lead to new ones.","In any case, if nothing of the sort exists, the trends that ultimately led to the last economic crisis will likely lead to new ones.",0,,
我们去年又在上述两个城市进行了相同的问卷调查，并在今年一月召开的美国经济学会年会上发表了研究成果。,我们去年又在上述两个月进行了相同的问卷调查，并在今年一月召开的美国经济学会年会上发表了研究成果。,We conducted the same survey in the above two cities last year and presented the research results at the annual meeting of the American Economic Association held in January this year.,We conducted the same survey last year for the two months mentioned above and presented the findings at the American Economic Association's annual meeting in January this year.,1,,mentioned
当然，其中不少是包括这个国家厚重的历史、丰富的考古遗址、碧蓝的天空和水晶般的海水的。,当然，其中不少是包括这个岛厚重的历史、丰富的考古遗址、碧蓝的天空和水晶般的海水的。,"Of course, many of these include the country's rich history, rich archaeological sites, blue skies and crystal waters.","Of course, many of them include the island's rich history, rich archaeological sites, blue skies and crystal waters.",0,,
当他向阿富汗和伊拉克部署士兵时，他坚信他与英国主要的历史性盟国美国肩并肩的时候，他在道义和政治上都是正确的。,当他向阿富汗和伊拉克部署军时，他坚信他与英国主要的历史性盟国美国肩并肩的时候，他在道义和政治上都是正确的。,"As he deployed troops to Afghanistan and Iraq, he firmly believed he was morally and politically right when he stood shoulder to shoulder with Britain's main historic ally, the United States.","As he deployed troops to Afghanistan and Iraq, he firmly believed that he was morally and politically right when he stood shoulder to shoulder with Britain's main historic ally, the United States.",0,,
尽管导致收入不断集中的链条并没有改变，但现在借钱越来越困难了，因此，再出现一次枯荣循环的可能性很低。,尽管导致钱不断集中的链条并没有改变，但现在借钱越来越困难了，因此，再出现一次枯荣循环的可能性很低。,"While the chains leading to the continued concentration of income have not changed, it is now increasingly difficult to borrow money, so the likelihood of another boom-and-bust cycle is low.","While the chain that led to the concentration of money has not changed, it is now increasingly difficult to borrow money, so the chances of another dry-boom cycle are low.",1,continued,
就在上个月，一名澳大利亚橄榄球运动员被处以罚款，禁赛，同时在媒体的广泛负面报道下承受了巨大的公众压力。,就在上个月，一名澳大利亚籍运动员被处以罚款，禁赛，同时在媒体的广泛负面报道下承受了巨大的公众压力。,"Just last month, an Australian rugby player was fined, banned and under intense public pressure amid widespread negative media coverage.","Just last month, an Australian athlete was fined, banned from competitions and under intense public pressure amid widespread negative media coverage.",1,,from competitions
对某些参与者来说，与老一辈金融家相比，收藏当代艺术品展示了融资是如何成为更具有创造性的过程。,对某些人来说，与老一辈金融家相比，收藏当代艺术品展示了融资是如何成为更具有创造性的过程。,"For some participants, collecting contemporary art demonstrates how financing can be a more creative process than older financiers.","For some, collecting contemporary art demonstrates how financing can be a more creative process than older financiers.",0,,
对于那些现在的日收入不足2美金的人而言，这几乎是他们年收入的一半了。,对于那些现在的年收入不足2美金的人而言，这几乎是他们年收入的一半了。,"For those who now earn less than $2 a day, that's almost half their annual income.","For those who currently make less than $2 a year, that's almost half of their annual income.",0,,
如果金钱本身是中立的，这个问题便只是一个使用这笔钱所带来的好处是否大于财务上的开支的问题。,如果钱本身是中立的，这个问题便只是一个使用这笔钱所带来的好处是否大于财务上的开支的问题。,"If money itself is neutral, the question is simply one of whether the benefits of using the money outweigh the financial costs.","If money itself is neutral, the question is simply one of whether the benefits of using the money outweigh the financial costs.",0,,
如果欧盟希望继续其在巴勒斯坦的建国努力，为和平解决危机贡献一份力量，就必须找到与当选政府对话与合作的方法。,如果欧盟希望继续其在巴勒斯坦的建国梦，为和平解决危机贡献一份力量，就必须找到与当选政府对话与合作的方法。,"If the EU wishes to continue its state-building efforts in Palestine and contribute to a peaceful resolution of the crisis, it must find ways to dialogue and cooperate with the elected government.","If the EU wishes to continue its dream of statehood in Palestine and contribute to a peaceful solution to the crisis, it must find ways to dialogue and cooperate with the elected government.",0,,
如果我们认识到事情的轻重缓急，就会从这次令人毛骨悚然的水灾中吸取教训，以环境上可持续的方式实现城市化。,如果我们认识到水的轻重缓急，就会从这次令人毛骨悚然的水灾中吸取教训，以环境上可持续的方式实现城市化。,"If we recognize our priorities, we will learn from this horrific flood to urbanize in an environmentally sustainable way.","If we recognize the importance of water, we will learn from this horrific flood to urbanize in an environmentally sustainable manner.",0,,
在欧洲，白俄罗斯是最后一个独裁国家，集体农庄在那里依然存在，其元首卢卡申科当年就是某集体农庄的领导。,在欧洲，白俄罗斯是最后一个小国家，集体农庄在那里依然存在，其元首卢卡申科当年就是某集体农庄的领导。,"In Europe, Belarus is the last dictatorship, where collective farms still exist, and its head of state, Lukashenko, was the leader of a certain collective farm.","In Europe, Belarus is the last small country where collective farms still exist, and its head of state, Lukashenko, was the leader of a certain collective farm.",0,,
在欧洲银行家和某些政府看来，美国当前修改对外国银行附属机构在美经营态度的做法凸显了上述趋势的势在必行。,在欧洲人和某些政府看来，美国当前修改对外国银行附属机构在美经营态度的做法凸显了上述趋势的势在必行。,"In the eyes of European bankers and some governments, the current move by the United States to revise its attitude towards foreign bank affiliates operating in the United States underscores the imperative of the trend.","In the eyes of Europeans and some governments, the current move by the United States to revise its attitude towards foreign bank affiliates operating in the United States underscores the imperative of this trend.",0,,
在某种程度上，这是一个生死攸关的问题，在更普遍意义上，它决定了我们是否能实现生活中的成就与满足。,在某种程度上，这是一个生死攸关的事，在更普遍意义上，它决定了我们是否能实现生活中的成就与满足。,"In a way, this is a matter of life and death, and in a more general sense, it determines whether we can achieve fulfillment and satisfaction in life.","In a way, it's a matter of life and death, and in a more general sense, it determines whether we can achieve fulfillment and fulfillment in life.",0,,
在与新教竞争这个问题上，过去两任教皇的一个重要特征是他们宣福的人的地理分布重心开始移出传统重镇欧洲。,在与新教竞争这个点上，过去两任教皇的一个重要特征是他们宣福的人的地理分布重心开始移出传统重镇欧洲。,"On the issue of competing with Protestantism, an important feature of the past two popes is that the geographical distribution of the people they beatified began to move away from the traditional center of Europe.","On the point of competing with Protestantism, an important feature of the past two popes is that the geographical distribution of the people they beatified began to move away from the traditional center of Europe.",0,,
全世界，每四名五岁以下儿童就有一人发育不良，这表明长期营养不良造成了常常是不可逆转的生理和认知伤害。,全世界，每四名五岁以下人就有一人发育不良，这表明长期营养不良造成了常常是不可逆转的生理和认知伤害。,"Worldwide, one in four children under the age of five is stunted, suggesting that long-term undernutrition causes often irreversible physical and cognitive damage.","Worldwide, one in four people under the age of five is stunted, suggesting that long-term undernutrition causes often irreversible physical and cognitive damage.",0,,
光是在欧洲，就至少有40个潜在的苏格兰寻求以某种方式从现在所处的国家独立。,光是在欧洲，就至少有40个潜在的苏格兰寻求以某种方式从现在所处的州独立。,"In Europe alone, there are at least 40 potential Scotlands seeking independence in some way from where they are now.","In Europe alone, there are at least 40 potential Scotlands seeking independence in some way from the states in which they are now.",0,,
健全的国家利用这一空间来掩埋过去的痛苦，如果不是掩埋过去自身的话。,健全的人利用这一空间来掩埋过去的痛苦，如果不是掩埋过去自身的话。,"Healthy nations use this space to bury the pain of the past, if not the past itself.","The sane person uses this space to bury the pain of the past, if not the past itself.",0,,
以色列指责哈马斯需对此事负责，在约旦河西岸抓捕了数百名哈马斯成员，但从未解释这一指控的理由。,以色列指责哈马斯需对此事负责，在约旦河西岸抓捕了数百名哈马斯人，但从未解释这一指控的理由。,"Israel has accused Hamas of responsibility, capturing hundreds of Hamas members in the West Bank, but has never explained the reasons for the charge.","Israel has accused Hamas of responsibility, capturing hundreds of Hamas in the West Bank, but has never explained the reasons for the charge.",0,,
他的年薪是430万欧元，退休奖金1300万欧元，养老金220万欧元，还有价值大约1亿730万欧元的期权。,他的钱是430万欧元，退休奖金1300万欧元，养老金220万欧元，还有价值大约1亿730万欧元的期权。,"His annual salary is 4.3 million euros, his retirement bonus is 13 million euros, his pension is 2.2 million euros, and there are options worth about 107.3 million euros.","His money is 4.3 million euros, a retirement bonus of 13 million euros, a pension of 2.2 million euros, and options worth about 107.3 million euros.",0,,
