S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
如果回国已经安全，那些尚未获得永久居留权或公民权的人就应该回国。,如果回国已经安全，那些还未获得永久居留权或公民权的人就应该回国。,"If it is safe to return, those who have not yet been granted permanent residency or citizenship should do so.","If it is safe to return, those who have not yet been granted permanent residency or citizenship should do so.",0,,
如果冒着过度概括的微小风险的话，我们可以说第一个阵营主要由北欧人组成，而第二个阵营则是南欧人做主角。,如果冒着过度概括的微小风险的话，我们可以说第一个阵营主要由北欧人组成，而第二个阵营则是东欧人做主角。,"If we risk overgeneralizing, we can say that the first camp is mainly composed of northern Europeans, while the second camp is dominated by southern Europeans.","If we risk overgeneralizing, we can say that the first camp is mainly composed of Nordics, while the second camp is dominated by Eastern Europeans.",0,,
如果他要向欧盟各国领导人保证他们应该重新任命他的话，那么他就需要表明他的第二个任期会给人以新的希望。,如果他要向欧盟各国领导人保证他们应该重新任命他的话，那么他还需要表明他的第二个任期会给人以新的希望。,"If he is to assure EU leaders that they should reappoint him, he needs to show that his second term offers new hope.","If he is to assure EU leaders that they should reappoint him, he also needs to show that his second term offers new hope.",0,,
墨西哥总统恩里克·佩尼亚·尼托治下的年经济增长率只有2％，这可是不正常的，如果没法增加外国投资，经济也不能更快地扩张。,墨西哥总统恩里克·佩尼亚·尼托治下的年经济增长率只有3％，这可是不正常的，如果没法增加外国投资，经济也不能更快地扩张。,"Mexican President Enrique Pe?a Nito's annual economic growth rate of only 2% is not normal, and the economy cannot expand faster without increasing foreign investment.","Mexican President Enrique Pe?a Nito's annual economic growth rate of only 3% is not normal, and the economy cannot expand faster without increasing foreign investment.",0,,
在俄罗斯法律和民主制度的表面隐藏的同样专横的暴君统治。,在俄罗斯法律和民主制度的表面隐藏的同样蛮横的暴君统治。,The same tyrannical rule is hidden on the surface of Russian law and democracy.,The same tyrannical tyrants hide on the surface of Russian law and democracy.,0,,
南非企业不能坐等政客为此做些什么，而应该加强深入更加广泛的人口细分。,南非企业不能坐等政客对此做些什么，而应该加强深入更加广泛的人口细分。,"South African businesses cannot wait for politicians to do something about it, but should strengthen deeper and broader demographic segmentation.","South African businesses cannot wait for politicians to do something about this, but should step up deeper and broader demographic segmentation.",0,,
军人统治集团一面在残酷地对待缅甸的民众，一面却在对世界隐瞒它的暴行。,军人统治集团一面在冷酷地对待缅甸的民众，一面却在对世界隐瞒它的暴行。,The military ruling clique is brutalizing the people of Myanmar while hiding its atrocities from the world.,The military ruling clique is treating Myanmar's people coldly while hiding its atrocities from the world.,0,,
例如，德国计划仿效其他国家的做法，实行法定最低工资。,例如，德国计划仿效其它国家的做法，实行法定最低工资。,"Germany, for example, plans to follow the example of other countries and introduce a statutory minimum wage.","Germany, for example, plans to follow the example of other countries and introduce a statutory minimum wage.",0,,
但最近也取得了一些正面发展，那就是建立了一些强大的公共机构。,但最近也取得了一些正面发展，那就是设立了一些强大的公共机构。,"But there have also been some positive developments recently, namely the establishment of some strong public institutions.","However, there have also been some positive developments recently, namely the establishment of some strong public institutions.",0,,
但是，如今的埃及充满着不确定性，今天选举出来的政府能否在哪怕一年时间里保持有同样的支持率都是个问题。,但是，如今的埃及充满着不确定性，今天选举出来的政府能否在哪怕一年时间里保持有同样的支持率也是个问题。,"But Egypt today is fraught with uncertainty, and it is questionable whether the government elected today will maintain the same approval rating for even a year.","But Egypt today is fraught with uncertainty, and it is a question whether the government elected today will be able to maintain the same approval rating for even a year.",1,,be able to
但是，在大多数情况下，他们甚至根本就不考虑这一可能性。,可是，在大多数情况下，他们甚至根本就不考虑这一可能性。,"However, in most cases, they do not even consider this possibility at all.","In most cases, however, they don't even consider this possibility.",1,,at all
但是，在国家之间，即便是核威慑也比乍看上去更复杂，在网络空间中的威慑更是如此。,但是，在国家之间，即便是核威慑都比乍看上去更复杂，在网络空间中的威慑更是如此。,"But even nuclear deterrence between states is more complex than it may seem at first glance, especially in cyberspace.","But even nuclear deterrence between states is more complex than it might seem at first glance, and deterrence in cyberspace is even more so.",0,,
但是在目前这种情况下，最重要的是人们普遍认为俄罗斯人尚未准备好履行公民的责任。,但是在目前这种情况下，最重要的是人们普遍认为俄罗斯人还未准备好履行公民的责任。,"But in the current situation, the most important thing is the widespread belief that Russians are not ready to fulfill their responsibilities as citizens.","But in the current situation, the most important thing is the widespread belief that Russians are not ready to fulfill their civic responsibilities.",0,,
但接下来的两年中，飓风造成的损失远低于平均情况，几乎在2006年彻底消失。,但接下来的两年中，飓风造成的损失均低于平均情况，几乎在2006年彻底消失。,"But over the next two years, hurricanes caused far less than average damage, almost disappearing in 2006.","But over the next two years, hurricanes caused below-average damage and almost disappeared in 2006.",0,,
传统看法认为所有的网络供水和公共卫生系统都是好的投资，就像传统看法可能犯错误一样，认定所有水坝都是不好的投资同样也可能出现偏差。,传统看法认为所有的网络供水和公共卫生系统都是好的投资，就像传统看法可能犯错误一样，认定所有堤坝都是不好的投资同样也可能出现偏差。,"Just as the conventional view that all networked water and sanitation systems are good investments can be wrong, so too can the conventional view that all dams are bad investments.","Just as conventional wisdom holds that all network water and sanitation systems are good investments, so too can the conventional wisdom that all are bad investments.",1,,wisdom
不过欧洲人则偏重用更加系统的法治手段来解决问题，也就是所谓的全球公共物品模式。,不过欧洲人则偏重用更加系统的法治手段去解决问题，也就是所谓的全球公共物品模式。,"But Europeans prefer to use a more systematic approach to the rule of law, the so-called global public goods model.","But Europeans prefer to use a more systematic approach to the rule of law, the so-called global public goods model.",0,,
不管怎样，在消费逐步减慢的阶段，即使公司富有现金，一般情况下也不会去扩大投资。,不管怎样，在消费逐步减慢的阶段，即使公司富有现金，一般情况下都不会去扩大投资。,"In any case, during the gradual slowdown of consumption, even if the company has cash, it generally does not expand investment.","In any case, during the gradual slowdown of consumption, even if companies are rich in cash, they generally do not expand their investment.",1,,rich
虽然古巴政府已封堵了该博客所在的网站，但它还是以多种语言在全世界广泛传播，在古巴国内也以光盘和闪存为传播途径。,虽然古巴政府已封堵了该博客所在的网站，但它还是以多种语言在全世界广泛传播，在古巴国内也以光盘或闪存为传播途径。,"Although the Cuban government has blocked the website on which the blog is located, it is widely distributed around the world in multiple languages, as well as through CD-ROMs and flash memory in Cuba.","Although the Cuban government has blocked the website on which the blog is located, it is widely distributed around the world in multiple languages, and also through CD-ROMs or flash memory in Cuba.",0,,
在此之前的1982年，美国从世界其他地区净赚取360亿美元左右的金融收入，这是由此前投资在国外的资本产生的。,在此之前的1982年，美国从世界其他地区净赚取10亿美元左右的金融收入，这是由此前投资在国外的资本产生的。,"Prior to that, in 1982, the United States earned a net financial income of about $36 billion from the rest of the world, generated by capital previously invested abroad.","Prior to that, in 1982, the United States earned a net financial income of about $1 billion from the rest of the world, generated by capital previously invested abroad.",0,,
其必然的结果，就像查尔斯·达尔文首先描述的，是对那些最适合生存，尤其是，在已有的条件下制造后代的物种的选择。,其必然的结果，就像查尔斯·达尔文首先描述的，是对那些最适合生存，尤其是，在已有的条件下创造后代的物种的选择。,"The inevitable result, as Charles Darwin first described, is the selection of species that are best suited to survive, especially to produce offspring under existing conditions.","The inevitable result, as Charles Darwin first described, is the selection of species that are best suited to survive, especially to create offspring under pre-existing conditions.",0,,
那时大型企业被认为是威胁，一个原因就是因为这些公司对资产实行垄断，而这些资产对很多美国大众来说是至关重要的。,那时大型企业被认为是威胁，一个原因就是因为这些公司对资产实行垄断，而这些资产对许多美国大众来说是至关重要的。,Big business was considered a threat in part because they had a monopoly on assets that were vital to much of the American public.,"Big business was considered a threat at the time, in part because they had a monopoly on assets that were vital to many Americans.",1,,at the time
尽管如此，印度可以在不用承担不必要风险的情况下做很多事情，以拉詹为首的委员会在几年前便给出了详细的计划。,尽管如此，印度可以在不用承担不必要风险的情况下做很多事情，以拉詹为首的委员会在几年前便提出了详细的计划。,"Still, India can do a lot without taking unnecessary risks, and the committee headed by Rajan gave a detailed plan several years ago.","Still, India can do much without taking unnecessary risks, and the committee headed by Rajan came up with a detailed plan several years ago.",0,,
在6月5日，瑞士选民以77％比23％的压倒性多数否决了向每个公民发放无条件基本收入的提案。,在5月5日，瑞士选民以77％比23％的压倒性多数否决了向每个公民发放无条件基本收入的提案。,"On June 5, Swiss voters rejected an overwhelming 77% to 23% proposal to distribute an unconditional basic income to every citizen.","On May 5, Swiss voters rejected an overwhelming 77% to 23% proposal to distribute an unconditional basic income to every citizen.",0,,
在1991年，美国组建了自二战以来最为强大的国际联合部队，并且在一场完全合法的战争中率领这一部队。,在1946年，美国组建了自二战以来最为强大的国际联合部队，并且在一场完全合法的战争中率领这一部队。,"In 1991, the United States formed the most powerful joint international force since World War II and led it in a perfectly legitimate war.","In 1946, the United States formed the most powerful international coalition force since World War II and led it in a completely legitimate war.",0,,
在1968年5月革命过去39年后，法国人渴望的是工作，而不是爱情，这一点萨尔科齐看得比如何人都要清楚。,在1968年5月革命过去39年后，法国人渴望的是工作，而不是爱情，这一点马尔科齐看得比如何人都要清楚。,"Thirty-nine years after the May 1968 revolution, the French yearn for work, not love, as Sarkozy sees better than anyone.","Thirty-nine years after the May 1968 revolution, the French yearn for work, not love, as Markozy knows better than anyone.",0,,
顾名思义，与超级大国结盟永远是不平等的，因此，从长期看，与美国建立紧密关系的努力对于印度的战略自主传统不利。,顾名思义，与超级大国结盟永远是不平等的，因此，从长期看，同美国建立紧密关系的努力对于印度的战略自主传统不利。,"By definition, alliances with superpowers will always be unequal, so efforts to forge closer ties with the United States are detrimental to India's tradition of strategic autonomy in the long run.","By definition, alliances with superpowers will always be unequal, so efforts to forge a closer relationship with the United States are detrimental to India's tradition of strategic autonomy in the long run.",0,,
随着里约+20签署协议的落实，全球社会应当在今后20年为促进地方、全国和国际层面的可持续发展采取更大胆的行动。,随着北约+20签署协议的落实，全球社会应当在今后20年为促进地方、全国和国际层面的可持续发展采取更大胆的行动。,"With the implementation of the Rio+20 agreement, the global community should take bolder actions over the next 20 years to promote sustainable development at the local, national and international levels.","With the implementation of the NATO+20 agreement, the global community should take bolder actions over the next 20 years to promote sustainable development at the local, national and international levels.",0,,
重要的政治领袖，特别是美俄两个核大国的政治领袖，对今天已有的风险以及明天即将出现的风险有着清楚的认识。,重要的政治领袖，特别是美俄两个核大国的政治领袖，对昨天已有的风险以及明天即将出现的风险有着清楚的认识。,"Important political leaders, especially those of the two nuclear powers of the United States and Russia, have a clear understanding of the risks that exist today and those that will arise tomorrow.","Important political leaders, especially those of the two nuclear powers of the United States and Russia, have a clear understanding of the risks that existed yesterday and those that will arise tomorrow.",0,,
通过理解并从世界各地引进有效的创新，非洲能够在技术上赶超更加发达的国家，构建生产更先进、价值更高的商品的能力。,通过理解并从世界各地引进有效的创新，非洲能够从技术上赶超更加发达的国家，构建生产更先进、价值更高的商品的能力。,"By understanding and introducing effective innovations from around the world, Africa can catch up technologically with more developed countries and build the capacity to produce more advanced and higher-value goods.","By understanding and importing effective innovations from around the world, Africa can technologically catch up with more developed countries and build the capacity to produce more advanced and valuable goods.",0,,
这一单位只不过是一个消费者物价指数，名称简单，每天公布，这样人们就可以使用这一单位及名称来以实际价格报价。,这个单位只不过是一个消费者物价指数，名称简单，每天公布，这样人们就可以使用这一单位及名称来以实际价格报价。,"This unit is nothing more than a consumer price index, with a simple name, published daily so that people can use the unit and its name to quote at real prices.","This unit is nothing more than a consumer price index, with a simple name, published daily, so that people can use the unit and name to quote at the actual price.",0,,
当一个国家专门从事于某一个领域之时，资本和劳力就会比其他领域更快地流向这一领域。,当一个国家专门从事于某一个领域之时，资本和劳力便会比其他领域更快地流向这一领域。,"When a country specializes in one area, capital and labor flow to that area more quickly than others.","When a country specializes in one area, capital and labor flow to that area more quickly than others.",0,,
如果，在欧洲层面的监管只能适用于年景好的时候，而年景糟糕的时候则由各国的纳税人买单，这个系统必定失败。,如果，在欧洲层面的监管只能适用于年景好的时候，而年景糟糕的时候则由各国的纳税人买单，这个系统肯定失败。,"If regulation at the European level can only be applied in good times and taxpayers in bad times are paid for by countries, the system is bound to fail.","If regulation at the European level can only be applied in good times, and taxpayers in various countries pay for bad times, the system will surely fail.",0,,
如果我们还需要提醒的话，那么，这一事件让我们回想起来2001年9月11日对纽约和华盛顿的恐怖主义袭击。,如果我们还需要提醒的话，那么，这一事件让我们回想起来2001年8月11日对纽约和华盛顿的恐怖主义袭击。,"If we need to be reminded, this incident reminds us of the terrorist attacks on New York and Washington on 11 September 2001.","If we need to be reminded, this incident reminds us of the terrorist attacks on New York and Washington on 11 August 2001.",0,,
同样地，如果科技创新现在能在短短的几年或者几个月内改变主要的产业，长期投资就不会像过去那样有意义。,同样地，如果科技创新现在能在短短的几年或者几个月内改变主要的产业，长期投资也不会像过去那样有意义。,"Similarly, if technological innovation can transform major industries in just a few years or months, long-term investment will not make as much sense as it once was.","Similarly, if technological innovation can transform major industries in just a few years or months, long-term investment will not make as much sense as it once did.",0,,
但是，如何从这场总统大选中来解读美国，不仅对美国人，对全世界来说，意义都颇为重大。,但是，如何从这场总统大选中来解读美国，不仅对美国人，对全世界来说，意义也颇为重大。,"However, how to interpret the United States from this presidential election is of great significance not only to Americans, but also to the world.","However, how to interpret the United States from this presidential election is of great significance not only to Americans but also to the world.",0,,
但在实践中，这不会发生，因为这些国家缺少能力、经验，最重要的是缺少关于需要做什么、由谁去做的共识。,但在实践中，这不会发生，因为这些国家缺少能力、经验，更重要的是缺少关于需要做什么、由谁去做的共识。,"But in practice, this does not happen because these countries lack the capacity, the experience and, most importantly, a consensus on what needs to be done and by whom.","But in practice, this does not happen because these countries lack the capacity, experience and, more importantly, a common understanding of what needs to be done and by whom.",0,,
"7月份第一批被记录的数字表明，在2015年4月到2016年3月期间，英格兰发生了5,702起新的割礼案件。","7月份第一批被记录的数字表明，在2015年4月到2016年3月期间，英格兰发生了3,702起新的割礼案件。","The first recorded figures in July showed 5,702 new cases of circumcision in England between April 2015 and March 2016.","The first recorded figures in July indicate 3,702 new cases of circumcision in England between April 2015 and March 2016.",0,,
通过她，朋友们更容易彼此接触，或者他们仅仅能够回忆起一些关于她的往事，发现一些克里斯在世时都忽略了的新东西。,通过她，朋友们更容易彼此接触，或者他们仅仅能够回忆起一些关于她的往事，发现一些莫里斯在世时都忽略了的新东西。,"Through her, friends are more likely to touch each other, or they are simply able to recall a few things about her and discover new things that Chris overlooked when he was alive.","Through her, friends are more likely to contact each other, or they are simply able to recall a few things about her and discover new things that Morris overlooked when he was alive.",0,,
英国可以凭借自身力量而非作为欧盟的一部分确保进入世界市场的优先地位，这一信念也对英国脱欧投票起到了推动作用。,英国可以凭借自身力量而非作为欧盟的一部分确保进入世界市场的优先地位，这一信念也为英国脱欧投票起到了推动作用。,"The belief that Britain can secure priority access to world markets on its own, rather than as part of the European Union, also contributed to the Brexit vote.","The belief that Britain can secure priority access to world markets on its own, rather than as part of the EU, also contributed to the Brexit vote.",0,,
至少在表面上，无论从27个欧盟国家还是从16个欧元区国家看，都是如此。,至少在表面上，不论从27个欧盟国家还是从16个欧元区国家看，都是如此。,"At least on the surface, this is true in terms of the 27 EU countries and the 16 eurozone countries.","At least on the surface, this is true in terms of the 27 EU countries and the 16 eurozone countries.",0,,
而从2005年到2014年，这一数字下降到只有四个百分点。,而从2005年到2013年，这一数字下降到只有四个百分点。,"From 2005 to 2014, that number dropped to just four percentage points.","From 2005 to 2013, that number dropped to just four percentage points.",0,,
直到几年前，墨西哥最受欢迎的政治信息类电视节目还是早上6点至10点播放的《晨间电视新闻》。,直到几年前，墨西哥最受欢迎的政治信息类电视节目还是早上7点至10点播放的《晨间电视新闻》。,"Until a few years ago, Mexico's most popular political information television program was Morning TV News, which aired from 6 to 10 a.m.","Until a few years ago, Mexico's most popular political information television program was Morning TV News, which aired from 7 to 10 a.m.",0,,
此外，由于石油价格下跌幅度是这一征税额的三倍多，消费者所面临的油价仍将比几个月前低得多。,此外，由于原油价格下跌幅度是这一征税额的三倍多，消费者所面临的油价仍将比几个月前低得多。,"Moreover, because oil prices have fallen more than three times as much as this tax, consumers will still face much lower oil prices than they did a few months ago.","Moreover, because crude oil prices have fallen more than three times as much as this tax, consumers will still face much lower oil prices than they did a few months ago.",0,,
正如法国近期对马里的干预所显示的，这一模糊性的根源在于当今世界最紧迫的外交政策问题。,正如美国近期对马里的干预所显示的，这一模糊性的根源在于当今世界最紧迫的外交政策问题。,"As France's recent intervention in Mali demonstrates, this ambiguity is rooted in the world's most pressing foreign policy issues today.","As the recent U.S. intervention in Mali demonstrates, this ambiguity has its roots in the world's most pressing foreign policy issues today.",0,,
有些人认为2004年的海啸发挥了作用，数十万亚齐人在这次海啸中丧生，为后来的突破打下了基础。,一些人认为2004年的海啸发挥了作用，数十万亚齐人在这次海啸中丧生，为后来的突破打下了基础。,"Some believe the 2004 tsunami, in which hundreds of thousands of Acehnese were killed, laid the groundwork for subsequent breakthroughs.","Some believe the 2004 tsunami, in which hundreds of thousands of Acehnese were killed, laid the groundwork for subsequent breakthroughs.",0,,
所有的因灾死亡都是一场悲剧，但这一数字没有变得更高这一事实印证了菲律宾在自然灾难准备方面的努力成果。,所有的因灾死亡都是一场悲剧，而这一数字没有变得更高这一事实印证了菲律宾在自然灾难准备方面的努力成果。,"All deaths are tragedies, but the fact that the number has not gotten higher is a testament to the results of the Philippines' efforts in natural disaster preparedness.",The fact that all deaths due to disasters is a tragedy and that the number has not gotten higher is testament to the results of the Philippines' efforts in preparing for natural disasters.,1,,due to disasters
我们不应把这直觉视同金融文盲，因为很多理应精通公共财政的人也深有同感，特别是当经济在2008年崩溃之后。,我们不应将这直觉视同金融文盲，因为很多理应精通公共财政的人也深有同感，特别是当经济在2008年崩溃之后。,"We should not dismiss this intuition as financial illiteracy, as is shared by many people who should be well-versed in public finance, especially after the economy collapsed in 2008.","We should not dismiss this intuition as financial illiteracy, as is shared by many people who should be well-versed in public finance, especially after the economy collapsed in 2008.",0,,
当然，这些努力几乎肯定无法在一个合理的时间内替代石油，因为它们不是被市场需求所驱动的，并且需要高额的补贴。,当然，这些努力几乎肯定无法在一个合理的时间内替代石油，因为它们不是被市场需求所驱动的，而且需要高额的补贴。,"Of course, these efforts will almost certainly not be able to replace oil in a reasonable period of time, because they are not driven by market demand and require high subsidies.","Of course, these efforts will almost certainly not be able to replace oil in a reasonable amount of time, because they are not driven by market demand and require high subsidies.",0,,
当然，在气候变化问题上的不确定性使得一些行动在现在看来，并且或许是在很长一段时间内，并不可行。,当然，在气候变化问题上的不确定性使得一些行动在现在看来，而且或许是在很长一段时间内，并不可行。,"Of course, uncertainty over climate change makes some actions unfeasible now, and perhaps for a long time.","Of course, uncertainty over climate change makes some actions unfeasible now, and perhaps for a long time.",0,,
常常出现这样的情况，即，正是那些追随阴谋论的、在边缘地带挖掘的普通公民，才是报道被主流媒体忽视的新闻的人。,经常出现这样的情况，即，正是那些追随阴谋论的、在边缘地带挖掘的普通公民，才是报道被主流媒体忽视的新闻的人。,It is often the case that it is the ordinary citizens who follow conspiracy theories and dig on the margins who are the ones who report news that is ignored by the mainstream media.,It is often the case that it is the ordinary citizens who follow conspiracy theories and dig on the margins who are the ones who report news that is ignored by the mainstream media.,0,,
如果在一个公开透明的程序中挑选沃尔福威茨的继任者，那么，这一不幸、令人难过的大事件还是可以满意地收场。,如果在一个公开透明的程序中挑选希尔福威茨的继任者，那么，这一不幸、令人难过的大事件还是可以满意地收场。,"If Wolfowitz's successor is selected in an open and transparent process, this unfortunate and sad event can still end satisfactorily.","If Hilfowitz's successor is selected in an open and transparent process, this unfortunate and sad event can still end satisfactorily.",0,,
如果你想了解他们的运作方式，合理的方法是从简单的小型设备着手，而后对其进行系统性分拆直到它不再履行任何功能。,如果你想了解他们的运作方式，合理的方法是从简单的小型设备着手，然后对其进行系统性分拆直到它不再履行任何功能。,"If you want to understand how they work, it makes sense to start with a simple small device and systematically break it up until it no longer performs any function.","If you want to understand how they work, the logical approach is to start with a simple small device and systematically break it apart until it no longer performs any function.",1,,approach
多年来，所有这些国家的实际利率几乎都显示着同样下滑的趋势，尤其是自2000以来。,多年来，所有这些国家的实际利率似乎都显示着同样下滑的趋势，尤其是自2000以来。,"Real interest rates in all of these countries have shown almost the same downward trend over the years, especially since 2000.","Real interest rates in all of these countries seem to show the same downward trend over the years, especially since 2000.",0,,
在今年8月底，我与美国的其他8位诺贝尔经济学奖获得者一起签署了一封致美国民众的公开信。,在今年7月底，我与美国的其他8位诺贝尔经济学奖获得者一起签署了一封致美国民众的公开信。,"At the end of August, I joined eight other Nobel laureates in economics in the United States in signing an open letter to the American people.","At the end of July, I joined eight other Nobel laureates in economics in the United States in signing an open letter to the American people.",0,,
在1973年，这项税收被废除了，因为人们认识到这对旅游业造成了冲击，而旅游业带来亟需的外汇。,在1973年，这项税收被废除了，因为人们认识到这对旅游业构成了冲击，而旅游业带来亟需的外汇。,"In 1973, the tax was abolished because it was recognized as an impact on tourism, which brought much-needed foreign exchange.","In 1973, the tax was abolished because it was recognized as an impact on tourism, which brought much-needed foreign exchange.",0,,
因此，如果去年全球货币供应量增加了5%的话，那么在短暂的延迟之后，世界价格也将随之上升5%。,因此，如果去年全球货币供应量增加了4%的话，那么在短暂的延迟之后，世界价格也将随之上升5%。,"So if the global money supply had increased by 5% last year, after a short delay, world prices would have risen by 5%.","Thus, if the global money supply had increased by 4% last year, after a short delay, world prices would have risen by 5%.",0,,
因此当所有人都认为俄国将会向市场经济过渡的时候，他们却意识到这种转变已经发生，因此在新的较量中赢得了主动。,因此当所有人都认为美国将会向市场经济过渡的时候，他们却意识到这种转变已经发生，因此在新的较量中赢得了主动。,"So while everyone thought that Russia would transition to a market economy, they realized that this shift had already taken place and won the initiative in a new contest.","So while everyone thought that the United States would transition to a market economy, they realized that this shift had already taken place and won the initiative in the new contest.",0,,
因此对于一次因逊尼派大规模弃权而导致的什叶派占多数票的选举结果，控制权究竟归属哪一方仍然是悬而未决的。,因此对于一次因逊尼派大规模弃权而导致的什叶派占多数票的选举结果，控制权究竟归属哪一方依然是悬而未决的。,"As a result, control of the outcome of an election in which Shia majorities resulted from mass Sunni abstention remains up in the air.","As a result, control of the outcome of an election in which Shia majorities resulted from mass Sunni abstention remains up in the air.",0,,
另外，尽管各方各面都对此负有责任，但美国的政策改变使得六方之间的关系在多年里停滞不前。,此外，尽管各方各面都对此负有责任，但美国的政策改变使得六方之间的关系在多年里停滞不前。,"Moreover, while all parties were responsible, changes in U.S. policy had stalled relations between the six parties for years.","Moreover, while all parties are responsible, changes in U.S. policy have stalled relations between the six parties for years.",0,,
到目前为止，尽管加沙居民深受战乱不断和由其领导人政策造成的经济崩溃之苦，但是他们还是自得其所。,到目前为止，尽管加沙居民深受内乱不断和由其领导人政策造成的经济崩溃之苦，但是他们还是自得其所。,"So far, the inhabitants of Gaza have enjoyed themselves, despite the continuing fighting and the economic collapse caused by the policies of its leaders.","So far, the inhabitants of Gaza have enjoyed themselves, despite the continuing civil strife and the economic collapse caused by the policies of its leaders.",0,,
其中一个是经济，目前美国对伊阿两国的政策每年耗资约1500亿美元，占了美国国防支出的20%以上。,其中一个是经济，目前美国对伊阿两国的政策每年耗资约1500亿美元，占了美国国防支出的30%以上。,"One is the economy, where U.S. policy toward Iraq and Argentina currently costs about $150 billion a year, or more than 20 percent of U.S. defense spending.","One is the economy, where U.S. policy toward Iraq and Argentina currently costs about $150 billion a year, or more than 30 percent of U.S. defense spending.",0,,
倘若我们不在真正权力归属的问题上自欺欺人，那么就让总统们和议会们多如牛毛吧，如果那样能让人们觉得舒服的话。,假若我们不在真正权力归属的问题上自欺欺人，那么就让总统们和议会们多如牛毛吧，如果那样能让人们觉得舒服的话。,"If we don't fool ourselves about the real ownership of power, let the presidents and parliaments be as many as they are, if that makes people feel comfortable.","If we don't fool ourselves about the real ownership of power, let the presidents and parliaments be as many as they are, if that makes people feel comfortable.",0,,
信贷增长的速度因此从2008年9月的14%一举上升到一年后的35%，很多城市的房价也随之翻番。,信贷增长的速度因此从2009年9月的14%一举上升到一年后的35%，很多城市的房价也随之翻番。,"As a result, the pace of credit growth rose from 14% in September 2008 to 35% a year later, and housing prices in many cities doubled.","As a result, the pace of credit growth rose from 14% in September 2009 to 35% a year later, and housing prices in many cities doubled.",0,,
