S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
顾名思义，与超级大国结盟永远是不平等的，因此，从长期看，与美国建立紧密关系的努力对于印度的战略自主传统不利。,印度的战略自主传统,"By definition, alliances with superpowers will always be unequal, so efforts to forge closer ties with the United States are detrimental to India's tradition of strategic autonomy in the long run.",India's tradition of strategic autonomy,0,,
随着里约+20签署协议的落实，全球社会应当在今后20年为促进地方、全国和国际层面的可持续发展采取更大胆的行动。,地方、全国和国际层面,"With the implementation of the Rio+20 agreement, the global community should take bolder actions over the next 20 years to promote sustainable development at the local, national and international levels.","Local, national and international levels",0,,
更先进、价值更高的商品的能力,价值更高的商品,The ability to be more advanced and higher-value goods,Higher value goods,0,,
这一单位只不过是一个消费者物价指数，名称简单，每天公布，这样人们就可以使用这一单位及名称来以实际价格报价。,实际价格报价,"This unit is nothing more than a consumer price index, with a simple name, published daily so that people can use the unit and its name to quote at real prices.",Actual price quote,0,,
换句话说，在朝鲜，许多在别的国家最普通的国是，在朝鲜都不容他人染指，特别是身上没有金饰血统的人染指。,身上没有金饰血统的人,"In other words, in North Korea, many of the most common in other countries, no one else is allowed to interfere with North Korea, especially those who do not have gold ornament blood.",People who do not have gold ornament blood on their bodies,1,,on their bodies
如果，在欧洲层面的监管只能适用于年景好的时候，而年景糟糕的时候则由各国的纳税人买单，这个系统必定失败。,年景糟糕的时候,"If regulation at the European level can only be applied in good times and taxpayers in bad times are paid for by countries, the system is bound to fail.",When the year is bad,0,,
2001年9月11日对纽约和华盛顿的恐怖主义袭击,2001年9月11日,Terrorist attacks on New York and Washington on 11 September 2001,11 September 2001,0,,
同样地，如果科技创新现在能在短短的几年或者几个月内改变主要的产业，长期投资就不会像过去那样有意义。,短短的几年或者几个月,"Similarly, if technological innovation can transform major industries in just a few years or months, long-term investment will not make as much sense as it once was.",Just a few years or months,0,,
但是，如何从这场总统大选中来解读美国，不仅对美国人，对全世界来说，意义都颇为重大。,这场总统大选,"However, how to interpret the United States from this presidential election is of great significance not only to Americans, but also to the world.",This presidential election,0,,
但在实践中，这不会发生，因为这些国家缺少能力、经验，最重要的是缺少关于需要做什么、由谁去做的共识。,能力、经验,"But in practice, this does not happen because these countries lack the capacity, the experience and, most importantly, a consensus on what needs to be done and by whom.","Competence, experience",0,,
"7月份第一批被记录的数字表明，在2015年4月到2016年3月期间，英格兰发生了5,702起新的割礼案件。",2015年4月到2016年3月,"The first recorded figures in July showed 5,702 new cases of circumcision in England between April 2015 and March 2016.",April 2015 to March 2016,0,,
通过她，朋友们更容易彼此接触，或者他们仅仅能够回忆起一些关于她的往事，发现一些克里斯在世时都忽略了的新东西。,一些关于她的往事,"Through her, friends are more likely to touch each other, or they are simply able to recall a few things about her and discover new things that Chris overlooked when he was alive.",Some past stories about her,1,things,past stories
英国可以凭借自身力量而非作为欧盟的一部分确保进入世界市场的优先地位，这一信念也对英国脱欧投票起到了推动作用。,进入世界市场的优先地位,"The belief that Britain can secure priority access to world markets on its own, rather than as part of the European Union, also contributed to the Brexit vote.",Priority in entering the world market,0,,
至少在表面上，无论从27个欧盟国家还是从16个欧元区国家看，都是如此。,27个欧盟国家,"At least on the surface, this is true in terms of the 27 EU countries and the 16 eurozone countries.",27 EU countries,0,,
而从2005年到2014年，这一数字下降到只有四个百分点。,只有四个百分点,"From 2005 to 2014, that number dropped to just four percentage points.",Only four percentage points,0,,
墨西哥最受欢迎的政治信息类电视节目,政治信息类,Mexico's most popular political information TV show,Political information class,1,,class
此外，由于石油价格下跌幅度是这一征税额的三倍多，消费者所面临的油价仍将比几个月前低得多。,石油价格下跌幅度,"Moreover, because oil prices have fallen more than three times as much as this tax, consumers will still face much lower oil prices than they did a few months ago.",The magnitude of the decline in oil prices,1,,magnitude
当今世界最紧迫的外交政策问题,外交政策问题,The most pressing foreign policy issue in the world today,Foreign policy issues,0,,
所有的因灾死亡都是一场悲剧，但这一数字没有变得更高这一事实印证了菲律宾在自然灾难准备方面的努力成果。,菲律宾在自然灾难准备方面的努力成果,"All deaths are tragedies, but the fact that the number has not gotten higher is a testament to the results of the Philippines' efforts in natural disaster preparedness.",The results of the Philippines' efforts in natural disaster preparedness,0,,
我们不应把这直觉视同金融文盲，因为很多理应精通公共财政的人也深有同感，特别是当经济在2008年崩溃之后。,很多理应精通公共财政的人,"We should not dismiss this intuition as financial illiteracy, as is shared by many people who should be well-versed in public finance, especially after the economy collapsed in 2008.",Many people who should be well-versed in public finance,0,,
必须为政治游戏制定公认的特殊规则，并要求所有参与者无一例外地遵守，任何胆敢违背的党派都将丧失参与的资格。,公认的特殊规则,"Universally accepted special rules for political games must be established and required to be followed by all participants without exception, and any party that dares to go against them will be disqualified from participating.",Recognized special rules,1,Universally accepted,Recognized
当然，在气候变化问题上的不确定性使得一些行动在现在看来，并且或许是在很长一段时间内，并不可行。,在气候变化问题上的不确定性,"Of course, uncertainty over climate change makes some actions unfeasible now, and perhaps for a long time.",Uncertainty on climate change,0,,
常常出现这样的情况，即，正是那些追随阴谋论的、在边缘地带挖掘的普通公民，才是报道被主流媒体忽视的新闻的人。,主流媒体忽视的新闻,It is often the case that it is the ordinary citizens who follow conspiracy theories and dig on the margins who are the ones who report news that is ignored by the mainstream media.,News ignored by the mainstream media,0,,
如果在一个公开透明的程序中挑选沃尔福威茨的继任者，那么，这一不幸、令人难过的大事件还是可以满意地收场。,一个公开透明的程序,"If Wolfowitz's successor is selected in an open and transparent process, this unfortunate and sad event can still end satisfactorily.",An open and transparent program,0,,
如果你想了解他们的运作方式，合理的方法是从简单的小型设备着手，而后对其进行系统性分拆直到它不再履行任何功能。,他们的运作方式,"If you want to understand how they work, it makes sense to start with a simple small device and systematically break it up until it no longer performs any function.",How they operate,0,,
多年来，所有这些国家的实际利率几乎都显示着同样下滑的趋势，尤其是自2000以来。,所有这些国家的实际利率,"Real interest rates in all of these countries have shown almost the same downward trend over the years, especially since 2000.",Real interest rates in all these countries,0,,
在今年8月底，我与美国的其他8位诺贝尔经济学奖获得者一起签署了一封致美国民众的公开信。,美国的其他8位诺贝尔经济学奖,"At the end of August, I joined eight other Nobel laureates in economics in the United States in signing an open letter to the American people.",The other 8 Nobel Prizes in Economics in the United States,0,,
在1973年，这项税收被废除了，因为人们认识到这对旅游业造成了冲击，而旅游业带来亟需的外汇。,亟需的外汇,"In 1973, the tax was abolished because it was recognized as an impact on tourism, which brought much-needed foreign exchange.",Much-needed foreign exchange,0,,
因此，如果去年全球货币供应量增加了5%的话，那么在短暂的延迟之后，世界价格也将随之上升5%。,全球货币供应量,"So if the global money supply had increased by 5% last year, after a short delay, world prices would have risen by 5%.",Global money supply,0,,
因此对于一次因逊尼派大规模弃权而导致的什叶派占多数票的选举结果，控制权究竟归属哪一方仍然是悬而未决的。,多数票的选举结果,"As a result, control of the outcome of an election in which Shia majorities resulted from mass Sunni abstention remains up in the air.",The result of the election with a majority of votes,1,,votes
另外，尽管各方各面都对此负有责任，但美国的政策改变使得六方之间的关系在多年里停滞不前。,美国的政策改变,"Moreover, while all parties were responsible, changes in U.S. policy had stalled relations between the six parties for years.",U.S. policy changes,0,,
到目前为止，两国政府之间的沟通要么通过欧盟，要么仅就非常有限的问题通过两国驻巴格达的大使达成。,两国政府,"So far, communication between the two governments has been achieved either through the European Union or, on very limited issues, through the ambassadors of the two countries in Baghdad.",Both Governments,0,,
美国对伊阿两国的政策,伊阿两国,U.S. policy toward Iran and Argentina,Iraq and Argentina,0,,
倘若我们不在真正权力归属的问题上自欺欺人，那么就让总统们和议会们多如牛毛吧，如果那样能让人们觉得舒服的话。,真正权力归属的问题,"If we don't fool ourselves about the real ownership of power, let the presidents and parliaments be as many as they are, if that makes people feel comfortable.",The question of real power ownership,1,,question
信贷增长的速度因此从2008年9月的14%一举上升到一年后的35%，很多城市的房价也随之翻番。,很多城市的房价,"As a result, the pace of credit growth rose from 14% in September 2008 to 35% a year later, and housing prices in many cities doubled.",House prices in many cities,0,,
但是，欧洲外围国家证明，这种形式的经济调控是讨厌的，痛苦的，也是政治上不受欢迎的。,这种形式的经济调控,"But the European periphery proved that this form of economic regulation was nasty, painful, and politically unpopular.",This form of economic regulation,0,,
与此同时，虽然合理应对危机的机制非常重要，但仅凭这一项还是不够的。,合理应对危机的机制,"At the same time, while mechanisms for responding appropriately to the crisis are important, they alone are not enough.",Mechanisms for rational response to crises,0,,
不过从长远来看，或许更为重要的是，若世界要达成一项更大的全球气候协议，这种伙伴关系将创建必需的合作与信任框架。,必需的合作与信任框架,"But perhaps more importantly in the long run, such partnerships will create the necessary framework of cooperation and trust if the world is to reach a larger global climate agreement.",Required framework of cooperation and trust,0,,
一种方式是采纳我去年提出的一项建议，为研发迫切需要类型抗生素的企业提供10亿美元或者更高的奖金。,我去年提出的一项建议,One way is to take a proposal I made last year to offer $1 billion or more in bonuses to companies that develop types of antibiotics that desperately need them.,A proposal I made last year,0,,
2012年6月，执政意大利的是紧缩派政府，政府首脑是德高望重的经济学家蒙蒂，此时的利差为536个基点。,德高望重的经济学家蒙蒂,"In June 2012, Italy was ruled by an austerity government headed by the respected economist Monti, with spreads of 536 basis points.",The respected economist Monty,0,,
首先，共和及民主两党必须谈判两党协议，从2013年1月1日起削减开支并增加税收。,2013年1月1日,"First, Republicans and Democrats must negotiate a bipartisan agreement to cut spending and raise taxes starting January 1, 2013.","January 1, 2013",0,,
这样一个巨大的变化会对法国在广泛领域的政策产生深远的影响，从欧盟的内部事务和经济到外交政策和欧洲的世界角色。,内部事务和经济,"Such a dramatic change would have profound implications for French policy in a wide range of areas, from the EU's internal affairs and economy to foreign policy and Europe's role in the world.",Internal affairs and economy,0,,
这在今天尤其重要，如果美国没有成为两国制的热情支持者，它就会落后于形势的发展，并损害其自身在中东的利益。,两国制,"This is especially important today, when the United States does not become an ardent supporter of the two-state system, it will fall behind and undermine its own interests in the Middle East.",Two-state system,0,,
这一部分是因为欧盟对待这些国家没有象对以前加入的成员国那样慷慨。,对以前加入的成员国,This is partly because the EU has not treated these countries as much generously as it has been to previously acceded member States.,For previously acceded Member States,0,,
一年一度的美韩联合军演,美韩联合军演,Annual joint U.S.-South Korea military exercises,U.S.-South Korea joint military exercise,0,,
近一个世纪前，一战结束时，凯恩斯曾经发出过直至今日仍有重大意义的警告。,今日仍有重大意义的警告,"Nearly a century ago, at the end of World War I, Keynes warned that it is still relevant today.",There are still significant warnings today,1,relevant,significant
该国如此活跃值得注意，因为在沙特等其他海湾国家，对移民的政策通常是相当愚昧保守的。,沙特等其他海湾国家,"It's noteworthy that the country is so active, because in other Gulf states, such as Saudi Arabia, policies toward immigration are often rather ignorant and conservative.",Saudi Arabia and other Gulf countries,0,,
认为汇率升值会减少一国贸易盈余的观点是错误的，因为在全球一体化的经济中，国内投资会随汇率的升值而下降。,全球一体化的经济,"It is a mistake to think that exchange rate appreciation reduces a country's trade surplus, because in a globally integrated economy, domestic investment declines with exchange rate appreciation.",A globally integrated economy,0,,
这些极端党派的政纲,这些极端党派,The platforms of these extreme parties,These extreme parties,0,,
自从那场危机爆发以来，机遇接踵而至，以政府无法给出结论及做出决定的形式呈现，减少了人们对未来前景的忧虑。,人们对未来前景的忧虑,"Since the onset of that crisis, opportunities have arisen in the form of government failures to draw conclusions and decisions, reducing worries about the future.",People's worries about the future prospects,1,,People;prospects
自2月履新以来，他赢得了令人瞩目的41%的支持率，是最接近的对手的两倍。,令人瞩目的41%的支持率,"Since taking office in February, he has won a staggering 41 percent of the vote, twice as much as his closest rival.",An impressive 41% approval rating,0,,
而欧盟也自顾不暇，因为它们既头痛于如何处理竞争力下降的问题，又为如何支付那些人们自以为应得的福利而苦恼。,竞争力下降的问题,And the EU struggles with how to deal with declining competitiveness and how to pay for the benefits that people think they deserve.,The problem of declining competitiveness,1,,The problem of
目前的知识产权制度是不可持续的，因为二十一世纪的全球经济至少在两个关键方面与二十世纪经济有所不同。,二十一世纪的全球经济,"The current IP system was unsustainable, as the twenty-first century global economy differed from the twentieth-century economy in at least two key ways.",The global economy of the twenty-first century,0,,
法国制度的捍卫者用劳动力成本统计数字为依据为这一行为开脱，以证明法国于其主要欧洲贸易伙伴并没有什么区别。,法国制度的捍卫者,Defenders of the French system justify this action on the basis of labor cost statistics to prove that France is no different from its main European trading partner.,Defender of the French system,0,,
此人还同俄罗斯，乌克兰以及白俄罗斯方面签订了大量军火协议，最近就订购了一批坦克、军用飞机以及一艘潜艇。,坦克、军用飞机以及一艘潜艇,"He has also signed extensive arms agreements with Russia, Ukraine and Belarus, and recently ordered a batch of tanks, military aircraft and a submarine.","Tanks, military aircraft, and a submarine",0,,
正如我大多数的同胞一样，他们靠每日不足1美元存活，这就意味着他们无法享受自来水，卫生条件以及生活用电。,卫生条件以及生活用电,"Like most of my fellow citizens, they survive on less than $1 a day, which means they don't have access to running water, sanitation, and electricity.",Sanitary conditions and household electricity,1,,conditions;household
正如埃及和其他地区的事件所表明的，对于本世纪信息革命对实力的影响，我们的理解才刚刚开始。,本世纪信息革命,"As events in Egypt and elsewhere have shown, our understanding of the impact of this century's information revolution on power is only just beginning.",The information revolution of this century,0,,
所有可能的情形中最糟糕的情形,所有可能的情形,The worst of all possible scenarios,All possible scenarios,0,,
无论如何，就新晋美国毕业生对债务的看法而言，你必须置身于偿还学生贷款的背景,新晋美国毕业生对债务的看法,"In any case, in terms of how new U.S. graduates view debt, you have to put yourself in the context of paying off student loans",Views of new U.S. graduates on debt,0,,
无论如何，如果不存在任何这样的机制，最终导致上一次经济危机的趋势，很有可能还会导致新的危机。,上一次经济危机的趋势,"In any case, if no such mechanism exists, the trend that eventually led to the last economic crisis is likely to lead to a new one.",Trends from the last economic crisis,0,,
承认信用质量的多样性是退回19世纪一步，与此同时，也是迈向更多市场导向、更少扭曲的货币政策的一步。,信用质量的多样性,"Acknowledging the diversity of credit quality is a step back in 19th century, and at the same time a step toward a more market-oriented, less distorted monetary policy.",Diversity of credit quality,0,,
所以，当伊朗与西方的争议加剧之时，认识到伊朗不透明的政治制度内部正在进行的权力转移是重要的。,伊朗不透明的政治制度内部,"So, as Iran's dispute with the West intensifies, it is important to recognize the ongoing power shift within Iran's opaque political system.",Inside Iran's opaque political system,0,,
我们去年又在上述两个城市进行了相同的问卷调查，并在今年一月召开的美国经济学会年会上发表了研究成果。,今年一月召开的美国经济学会年会,We conducted the same survey in both cities last year and presented the results at the annual meeting of the American Economic Association in January.,The annual meeting of the American Economic Association held in January this year,1,,this year
当然，其中不少是包括这个国家厚重的历史、丰富的考古遗址、碧蓝的天空和水晶般的海水的。,碧蓝的天空和水晶般的海水,"Of course, many of them include the country's rich history, rich archaeological sites, blue skies and crystal waters.",Turquoise skies and crystal waters,0,,
当法国在2001年制定法律，要求上市公司披露其主管的薪金报酬以来，各个报纸就大肆谴责那些贪得无厌的老板们。,那些贪得无厌的老板们,"When France enacted a law in 2001 requiring listed companies to disclose the salaries of their executives, newspapers denounced insatiable bosses.",Those insatiable bosses,0,,
希腊的欧元区伙伴国可以如此行事数十年，甚至援助西班牙，但若更大的经济体出现问题，这一系统必将崩溃。,希腊的欧元区伙伴国,"Greece's eurozone partners can do this for decades, even bailing out Spain, but if something goes wrong in the larger economy, the system is bound to collapse.",Greece's eurozone partner,0,,
尽管导致收入不断集中的链条并没有改变，但现在借钱越来越困难了，因此，再出现一次枯荣循环的可能性很低。,收入不断集中的链条,"Although the chain that leads to the constant concentration of income has not changed, it is now increasingly difficult to borrow money, so the probability of another cycle of prosperity is low.",A chain of continuous concentration of income,0,,
就在上个月，一名澳大利亚橄榄球运动员被处以罚款，禁赛，同时在媒体的广泛负面报道下承受了巨大的公众压力。,媒体的广泛负面报道,"Just last month, an Australian rugby player was fined and suspended while coming under intense public pressure amid widespread negative media coverage.",Widespread negative media coverage,0,,
对某些参与者来说，与老一辈金融家相比，收藏当代艺术品展示了融资是如何成为更具有创造性的过程。,老一辈金融家,"For some participants, collecting contemporary art shows how financing can become a more creative process than older financiers.",Older financiers,0,,
那些现在的日收入不足2美金的人,那些现在的日收入,Those who now earn less than $2 a day,Those are now daily income,0,,
恰当的的教育、技能和就业机会,教育、技能和就业机会,"Appropriate education, skills and employment opportunities","Education, skills and employment opportunities",0,,
如果我们认识到事情的轻重缓急，就会从这次令人毛骨悚然的水灾中吸取教训，以环境上可持续的方式实现城市化。,这次令人毛骨悚然的水灾,"If we recognize priorities, we will learn from this gruesome flood and urbanize in an environmentally sustainable way.",This gruesome flood,0,,
在欧洲，白俄罗斯是最后一个独裁国家，集体农庄在那里依然存在，其元首卢卡申科当年就是某集体农庄的领导。,某集体农庄的领导,"In Europe, Belarus was the last dictatorship, where collective farms still existed, and its head Lukashenko was the head of a collective farm.",The leader of a collective farm,0,,
在欧洲银行家和某些政府看来，美国当前修改对外国银行附属机构在美经营态度的做法凸显了上述趋势的势在必行。,欧洲银行家和某些政府,"In the eyes of European bankers and some governments, the current revision of the US attitude towards foreign bank subsidiaries operating in the United States underscores the imperative of this trend.",European bankers and certain governments,0,,
在某种程度上，这是一个生死攸关的问题，在更普遍意义上，它决定了我们是否能实现生活中的成就与满足。,一个生死攸关的问题,"In a way, it's a matter of life and death, and more generally, it determines whether we can achieve fulfillment and fulfillment in life.",A matter of life and death,0,,
在政治上，欧盟和英国都将从紧密合作中受益，因为任何一方都无法摆脱困扰本地区的众多问题。,本地区的众多问题,"Politically, both the EU and the UK stand to benefit from close cooperation, as neither side can escape the many problems plaguing the region.",Numerous problems in the region,0,,
在接下来的日子里，成千上万的突尼斯人聚集在市中心，庆祝突尼斯终于摆脱了老态龙钟的布尔吉巴导致的经济停滞和动荡。,老态龙钟的布尔吉巴导致的经济,"In the days that followed, thousands of Tunisians gathered in the city center to celebrate the economic stagnation and turmoil caused by Tunisia's burguiba, which is finally emerging from its aging bell.",The economy led by the aging Bulguiba,0,,
在与新教竞争这个问题上，过去两任教皇的一个重要特征是他们宣福的人的地理分布重心开始移出传统重镇欧洲。,他们宣福的人的地理,An important feature of the past two popes in competition with Protestantism was that the geographical distribution of their ordination began to shift away from the traditional cities of Europe.,The geography of the people they preach,0,,
在2009年2月实施刺激计划后，市场下滑的趋势开始减速，价格在3月份稳定下来。,市场下滑的趋势,"After the stimulus package was implemented in February 2009, the downward trend in the market began to decelerate and prices stabilized in March.",The downward trend in the market,0,,
印度在20世纪五六十年代经历过大量专业人员的外流，当时，印度的工作环境相当恶劣。,20世纪五六十年代,"India experienced a large exodus of professionals in the fifties and sixties of the 20th century, when the working environment in India was quite harsh.",Fifties and sixties of the 20th century,0,,
几千年来食盐一直是一种战略物资，很多国家为争夺盐矿而交战，因为盐是保存肉类的唯一方法。,保存肉类的唯一方法,"Salt has been a strategic commodity for thousands of years, and many countries are at war over salt mines because salt is the only way to preserve meat.",The only way to preserve meat,0,,
全世界，每四名五岁以下儿童就有一人发育不良，这表明长期营养不良造成了常常是不可逆转的生理和认知伤害。,生理和认知伤害,"Worldwide, one in four children under the age of five is stunted, demonstrating the often irreversible physical and cognitive damage caused by chronic malnutrition.",Physiological and cognitive impairment,0,,
光是在欧洲，就至少有40个潜在的苏格兰寻求以某种方式从现在所处的国家独立。,现在所处的国家,"In Europe alone, there are at least 40 potential Scotlandians seeking some sort of independence from the country they are now in.",The country in which it is now,0,,
但在这种情况下，你会被一大堆看似合理的解释淹没，陷入选择困难，最终消磨掉了所有决心。,一大堆看似合理的解释,"But in this case, you'll be overwhelmed by a bunch of plausible explanations, get stuck in choices, and eventually wear down all determination.",A whole bunch of plausible explanations,0,,
以色列指责哈马斯需对此事负责，在约旦河西岸抓捕了数百名哈马斯成员，但从未解释这一指控的理由。,数百名哈马斯成员,"Israel has accused Hamas of being responsible for the incident, arresting hundreds of Hamas members in the West Bank, but has never explained the reasons for the allegation.",Hundreds of Hamas members,0,,
他的年薪是430万欧元，退休奖金1300万欧元，养老金220万欧元，还有价值大约1亿730万欧元的期权。,价值大约1亿730万欧元的期权,"His annual salary is €4.3 million, a retirement bonus of €13 million, a pension of €2.2 million and options worth around €107.3 million.",Options worth approximately €107.3 million,0,,
他是一位知名的新保守派人物，对于其远景设计合理性具有坚定不移的信心，在我看来就像是一个民主的布尔什维克。,其远景设计合理性,"He was a well-known neoconservative figure with unwavering confidence in the rationality of his vision, and seemed to me like a democratic Bolshevik.",Its vision design makes sense,1,,design
他3岁的孩子虽然和其他30万名儿童一样在饮用了掺假奶粉后得病，但经过治疗后幸运地迅速痊愈了。,他3岁的孩子,"His 3-year-old, who, like 300,000 other children, fell ill after drinking adulterated milk powder, but was fortunate to recover quickly after treatment.",His 3-year-old child,0,,
从现在起到明年1月20日就职，他需要磨砺他的政策。,明年1月20日,"Between now and his inauguration on Jan. 20, he needs to sharpen his policies.",January 20 next year,1,,next year
今年，被迫流离失所的人数达到了历史新高，联合国也将在9月19日召开峰会讨论这个问题。,被迫流离失所的人数,"This year, the number of forcibly displaced people is at an all-time high, and the United Nations will convene a summit on 19 September to discuss the issue.",Number of forcibly displaced persons,0,,
于是，在这个夭折的解决方案提出十天后，欧元集团改变思路，采取了他们此前竭力避免的方法。,这个夭折的解决方案,"So, ten days after the premature solution was proposed, the Eurogroup changed its mind and took the approach it had previously avoided.",This premature solution,0,,
"事实上，研究表明如果所有育龄妇女都能接受中学教育，那么五岁以前死亡的儿童人数每年将下降约350,000人。",所有育龄妇女,"In fact, studies show that if all women of childbearing age had access to secondary education, the number of children dying before their fifth birthday would drop by about 350,000 a year.",All women of childbearing age,0,,
中印两国一直在全球各地往返奔波，签署在经济上和政治上都是成本巨大的协议来试图锁定新的产油国的产油。,中印两国,"China and India have been traveling back and forth around the world, signing costly economic and political agreements to try to lock in new producers.",China and India,0,,
两者相加，拥有远超600欧元的借贷能力，而这一能力将随着对葡萄牙和爱尔兰贷款得到偿还而逐年增加。,葡萄牙和爱尔兰贷款,"Combined, they have a borrowing capacity of well over €600, which will increase year by year as loans to Portugal and Ireland are repaid.",Portuguese and Irish loans,0,,
不幸的是，近几年来全权委托资金已经在很大程度上接管了整个系统，已经占到了几大机构资金来源的90％以上。,几大机构资金来源,"Unfortunately, discretionary funding has largely taken over the system in recent years, accounting for more than 90% of the funding sources of several major institutions.",Several major institutional sources of funding,0,,
下一步是评估我们应该期望这一新现实带来哪些东西，以及形成哪些衡量成功的新指标。,哪些衡量成功的新指标,The next step is to assess what we should expect from this new reality and what new metrics to measure success will emerge.,Which new metrics measure success,0,,
9%，这按照过去的标准而言是软弱的，但是对于受伤的德国情绪而言却是大有希望的宽慰。,受伤的德国情绪,"9% is weak by past standards, but a promising relief for the wounded German mood.",Wounded German mood,0,,
在一个免税账户中的投资每十年实际价值,在一个免税账户中的投资,The actual value of an investment in a tax-free account for each ten years,Investments in a tax-free account,0,,
19世纪，伴随欧洲人口从世界总人口的1/5增长到1/4，数百万人离开自己的祖国奔赴其他大陆。,世界总人口,"In the 19th century, as the population of Europe grew from 1/5 to 1/4 of the world's population, millions of people left their homelands for other continents.",Total population of the world,0,,
