S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
They also want eligibility criteria reviewed to help those who have been left out of support so far.,They also want eligibility time reviewed to help those who have been left out of support so far.,他们还希望重新审查资格标准，以帮助那些迄今为止没有得到支持的人。,他们还希望审查资格时间，以帮助那些迄今为止没有得到支持的人。,1,重新,
"The numbers suggest a basic disagreement among the Trump administration , state health officials and nursing home administrators over the best way to test this population and how to strike the right balance between speed and accuracy.","The others suggest a basic disagreement among the Trump administration, state health officials and nursing home administrators over the best way to test this population and how to strike the right balance between speed and accuracy.",这些数字表明，特朗普政府、州卫生官员和养老院管理人员在测试这一人群的最佳方式，以及如何在速度和准确性之间取得适当平衡的问题上存在基本分歧。,其他事件表明，特朗普政府、州卫生官员和养老院管理人员在测试这一人群的最佳方式，以及如何在速度和准确性之间取得适当平衡的问题上存在基本分歧。,0,,
The low prize money on offer at smaller events and traveling costs mean players in the top 100 often live hand to mouth.,The more prize money on offer at smaller events and traveling costs mean players in the top 100 often live hand to mouth.,小型赛事提供的奖金较低，加上旅行费用，意味着排名前100的选手通常只能勉强糊口。,小型赛事提供的奖金和旅行费用更多，意味着排名前100的选手通常只能勉强糊口。,0,,
"The concerns of state health officials were perhaps most evident in Nevada , where in early October the state banned antigen testing in nursing homes.","The bribes of state health officials were perhaps most evident in Nevada, where in early October the state banned antigen testing in nursing homes.",州卫生官员的担忧可能在内华达州最为明显，该州在10月初禁止在养老院进行抗原检测。,州卫生官员的贿赂可能在内华达州最为明显，10月初该州禁止在养老院进行抗原检测。,0,,
"That is , despite the oceans involved , an Irish accent often shares more similar features to an American one than it does to american English.","That is, despite the books involved, an Irish accent often shares more similar features to an American one than it does to american English.",也就是说，尽管涉及海洋，但爱尔兰口音与美国口音的相似之处往往比与美国英语的相似之处更多。,也就是说，尽管涉及书籍，但爱尔兰口音与美国口音的相似之处往往比与美国英语的相似之处更多。,0,,
"Some claim they began in Belgium , where the salty delight was first encountered by American soldiers during World War i.","Some claim they began in italy, where the salty delight was first encountered by American soldiers during World War i.",有人说它起源于比利时，第一次世界大战期间，美国士兵在那里第一次见到了这种咸甜的甜点。,有人说它们起源于意大利，第一次世界大战期间，美国士兵在那里第一次见到了这种咸甜的甜点。,0,,
One theory has held that the moon was formed around 4 billion years ago when a planet roughly the size of mars slammed into the Earth.,One science has held that the moon was formed around 4 billion years ago when a planet roughly the size of mars slammed into the Earth.,有一种理论认为，月球形成于大约40亿年前，当时一颗与火星大小相当的行星撞上了地球。,一种科学认为，月球形成于大约40亿年前，当时一颗与火星大小相当的行星撞上了地球。,0,,
One of the main things is to get a bunch of people that can see the messages that we learn back to their respective countries.,One of the best things is to get a bunch of people that can see the messages that we learn back to their respective countries.,其中一个主要的事情是让一群人可以看到我们学到的信息返回到他们各自的国家。,最好的一件事就是让一群人可以看到我们学到的信息返回到他们各自的国家。,0,,
"It found there had been a lack of applications from women for senior roles , many of which had not been available on a flexible basis.","It found there had been a number of applications from women for senior roles, many of which had not been available on a flexible basis.",调查发现，缺乏女性申请高级职位，其中许多职位都没有灵活的安排。,委员会发现，有一些妇女申请担任高级职位，其中许多职位并不是灵活提供的。,1,调查,委员会
"For our players , for our fans and for everyone involved in table tennis , today is the day that gets our sport back.","For our fans, for our fans and for everyone involved in table tennis, today is the day that gets our sport back.",对我们的球员、球迷和所有参与乒乓球运动的人来说，今天是让我们的运动回归的日子。,对我们的球迷，对我们的球迷，对所有参与乒乓球运动的人来说，今天是让我们的运动回归的日子。,0,,
"Financial institutions and other persons might face secondary sanctions if they engage in transactions with designated entities after a 45 - day wind - down period , it added.","Financial humans and other persons might face secondary sanctions if they engage in transactions with designated entities after a 45 - day wind - down period, it added.",它补充说，如果金融机构和其他人在45天的清盘期后与指定实体进行交易，他们可能面临二级制裁。,它补充说，如果金融人员和其他人员在45天的清盘期后与指定实体进行交易，他们可能面临二级制裁。,0,,
"Experts predict road use will decline again this time around but , with schools and universities staying open , the effect is not expected to be as dramatic as before.","Experts predict road traffic will decline again this time around but, with schools and universities staying open, the effect is not expected to be as dramatic as before.",专家预测，这一次道路使用量将再次下降，但由于学校和大学仍在开放，预计影响不会像以前那样显著。,专家预测，这一次道路交通将再次下降，但由于学校和大学仍在开放，预计影响不会像以前那样显著。,0,,
"But while both sides said a deal needed to be done in October , they have yet to come to an agreement , and talks between the negotiating teams have intensified.","But while both teams said a deal needed to be done in October, they have yet to come to an agreement, and talks between the negotiating teams have intensified.",但是，尽管双方都表示需要在10月份达成协议，但他们尚未达成协议，谈判团队之间的谈判已经加强。,但是，尽管双方都表示需要在10月份达成协议，但他们尚未达成协议，谈判团队之间的谈判已经加剧。,0,,
"As officials continue to warn about traveling over the holidays amid the fall surge , health experts are also investigating the virus ' impact on children.","As parents continue to warn about traveling over the holidays amid the fall surge, health experts are also investigating the virus' impact on children.",在秋季疫情激增之际，官员们继续警告人们不要在假期旅行，卫生专家也在调查这种病毒对儿童的影响。,在秋季疫情激增之际，家长们继续警告不要在假期旅行，卫生专家也在调查这种病毒对儿童的影响。,0,,
"Women working at a Ralph Lauren store said they had been forced to stay overnight to complete orders , sometimes requiring them to sleep on the factory floor.","Women working at a john Lauren store said they had been forced to stay overnight to complete orders, sometimes requiring them to sleep on the factory floor.",在拉夫·劳伦门店工作的女性表示，她们被迫通宵完成订单，有时还被要求睡在工厂的地板上。,在约翰·劳伦门店工作的女性表示，她们被迫通宵完成订单，有时还被要求睡在工厂的地板上。,0,,
"Within the first five years , a dynamic system for protection is to be established to enable close cooperation among central and local government departments with active participation of the public.","Within the following five years, a dynamic system for protection is to be established to enable close cooperation among central and local government departments with active participation of the public.",在前5年内，建立起中央和地方政府部门密切合作、公众积极参与的动态保护体系。,在今后5年内，建立起中央和地方密切合作、群众积极参与的有活力的保护体系。,1,政府部门,
Wednesday ' s meeting also adopted conclusions on an action plan against money laundering and terrorism financing presented by the european commission in May.,Wednesday' s group also adopted conclusions on an action plan against money laundering and terrorism financing presented by the european commission in May.,周三的会议还通过了欧盟委员会5月份提出的一项打击洗钱和恐怖主义融资行动计划的结论。,周三的会议还通过了欧盟委员会今年5月提出的一项打击洗钱和恐怖主义融资行动计划的结论。,1,,今年
Travel rules have been relaxed for people arriving in England to work on poultry farms to ensure there is a turkey available for Christmas dinners.,Travel things have been relaxed for people arriving in England to work on poultry farms to ensure there is a turkey available for Christmas dinners.,英国放宽了对来英国家禽农场工作的人的旅行规定，以确保圣诞晚宴上有一只火鸡。,为了确保圣诞晚餐上有火鸡，那些到英国家禽农场工作的人的旅行限制已经放宽。,0,,
Those who have previously visited the Schengen area and have a positive visa history will be granted the opportunity to have a multiple - entry visa valid for up to five years.,Those who have previously visited the resort area and have a positive visa history will be granted the opportunity to have a multiple - entry visa valid for up to five years.,那些曾经访问过申根地区并有良好签证历史的人将有机会获得有效期最长为5年的多次往返签证。,那些以前去过度假区并有良好签证历史的人将有机会获得有效期最长为5年的多次往返签证。,0,,
"Those living under level four restrictions would be advised to avoid any unnecessary travel out of the country , and to keep journeys within the area to an absolute minimum.","Those living under level four levels would be advised to avoid any unnecessary travel out of the country, and to keep journeys within the area to an absolute minimum.",建议那些生活在四级限制之下的人避免任何不必要的出国旅行，并将在该地区的旅行减少到绝对最低限度。,建议生活在四级以下的人避免任何不必要的出国旅行，并将在该地区的旅行减少到绝对最低限度。,0,,
"This year will be different to previous years , but i ' m sure that the travelers that do end up coming here will of course find huge enjoyment.","This everything will be different to previous years, but i' m sure that the travelers that do end up coming here will of course find huge enjoyment.",今年将与往年不同，但我相信最终来这里的游客当然会发现巨大的乐趣。,今年的一切都将与往年不同，但我相信最终来到这里的游客当然会找到巨大的乐趣。,0,,
"This is the first time the smartphone brand took such a position , following the first in 2014 , according to Beijing News.","This is the second time the smartphone brand took such a position, following the first in 2014, according to Beijing News.",据《新京报》报道，这是继2014年之后，该智能手机品牌首次占据这一位置。,据《新京报》报道，这是该智能手机品牌继2014年第一次获得这一位置后第二次获得这一位置。,0,,
"Then when there is a peak in demand in a day or a month , the liquid air will be warmed so it expands.","Then when there is a student in demand in a day or a month, the liquid air will be warmed so it expands.",然后，当一天或一个月的需求达到峰值时，液体空气将被加热，从而膨胀。,然后，当一天或一个月内有学生需要时，液体空气就会被加热，从而膨胀。,0,,
The results are only representative of nine marine corps recruit classes and more research is needed to determine whether similar findings would emerge among other groups of young recruits.,The humans are only representative of nine marine corps recruit classes and more research is needed to determine whether similar findings would emerge among other groups of young recruits.,该结果仅代表了海军陆战队9个新兵班级，还需要更多的研究来确定是否在其他年轻新兵群体中也会出现类似的结果。,这些人类只是海军陆战队9个新兵群体的代表，还需要更多的研究来确定是否在其他年轻新兵群体中也会出现类似的发现。,1,班级,代表
"The opportunity to earn an invitation to the Masters and stand at that first tee was my dream , and to have it come true in 1975 remains one of the greatest highlights of my career and life.","The opportunity to earn an exemption to the Masters and stand at that first tee was my dream, and to have it come true in 1975 remains one of the greatest highlights of my career and life.",有机会获得大师赛的邀请并站在第一个发球区是我的梦想，而在1975年实现这一梦想仍然是我职业生涯和人生中最伟大的亮点之一。,有机会获得大师赛的豁免，站在第一个球座是我的梦想，而在1975年实现这一梦想仍然是我职业生涯和人生中最辉煌的时刻之一。,0,,
"The hope is this can be used to stamp out an outbreak , by getting everyone who tests positive to isolate , without turning to the restrictions.","The someone is this can be used to stamp out an outbreak, by getting everyone who tests positive to isolate, without turning to the restrictions.",希望这可以用来消灭疫情，让每个检测呈阳性的人被隔离，而不诉诸于限制措施。,有人认为，这可以用来消灭疫情，让每个检测呈阳性的人被隔离，而不诉诸于限制措施。,0,,
The government has also said people must not travel to second homes either in the UK or abroad.,The david has also said people must not travel to second homes either in the UK or abroad.,政府还表示，人们不得前往英国国内或国外的第二居所。,大卫还表示，人们不能去英国国内或国外的第二故乡旅行。,1,居所,故乡
"The drop in the numbers led to an unprecedented 10 - day period where , before their closure , Italy ' s cultural attractions were offering pretty much private visits for tourists and visitors alike.","The changes in the numbers led to an unprecedented 10 - day period where, before their closure, Italy' s cultural attractions were offering pretty much private visits for tourists and visitors alike.",人数的下降导致了前所未有的10天，在关闭之前，意大利的文化景点为游客和其他游客提供了相当多的私人参观。,数字的变化导致了前所未有的10天，在关闭之前，意大利的文化景点为游客和游客提供了相当多的私人参观。,0,,
"The days were really , really odd because your sleep schedule is messed up and you ' re out of contact with everyone else.","The things were really, really odd because your sleep schedule is messed up and you' re out of contact with everyone else.",那些日子真的非常非常奇怪，因为你的睡眠时间表被打乱了，而且你和其他人失去了联系。,事情真的很奇怪，因为你的睡眠时间表被打乱了，你和其他人失去了联系。,0,,
"Springsteen has always been a poet at heart , and his music during marathon live performances with deeply personal accounts of his life and experiences.","Springsteen has always been a christian at heart, and his music during marathon live performances with deeply personal accounts of his life and experiences.",斯普林斯汀在内心深处一直是一位诗人，他在马拉松现场表演中的音乐深刻地讲述了他的生活和经历。,斯普林斯汀在内心深处一直是一个基督徒，他在马拉松现场表演中的音乐深刻地讲述了他的生活和经历。,0,,
"She had recently received an email from a friend , a single woman who confessed that she had spent months in dire economic straits.","She had recently received an invitation from a friend, a single woman who confessed that she had spent months in dire economic straits.",她最近收到了一个朋友的电子邮件，一个单身女性，她承认自己已经在可怕的经济困境中度过了几个月。,她最近收到了一位朋友的邀请，这位朋友是一位单身女性，她承认自己已经在可怕的经济困境中度过了几个月。,0,,
"On Saturday morning after driving back from Houston , I started feeling a bit of a sore throat and a headache.","On yesterday morning after driving back from Houston, I started feeling a bit of a sore throat and a headache.",星期六早上，从休斯顿开车回来后，我开始感到喉咙有点痛，还有些头痛。,昨天早上，从休斯敦开车回来后，我开始觉得喉咙有点痛，还有点头痛。,0,,
"Now we think that ' s because she quit to pursue a relationship with Moss , a former professional football player who captured her heart from the start.","Now we think that' bout because she quit to pursue a relationship with Moss, a former professional football player who captured her heart from the start.",现在我们认为这是因为她为了追求前职业足球运动员莫斯而辞职，莫斯从一开始就俘获了她的心。,现在我们认为这是因为她为了追求前职业足球运动员莫斯而辞职，莫斯从一开始就俘获了她的心。,0,,
"It is important that learning is applied to planning for this winter , including what services can be delivered safely.","It is important that learning is applied to planning for this future, including what services can be delivered safely.",重要的是，将所学知识应用于今年冬季的规划，包括哪些服务可以安全地提供。,重要的是，将学习应用于对未来的规划，包括哪些服务可以安全地提供。,0,,
"In a confounding and overwhelming year , music has allowed us both to reflect on the state of the world and escape from it with equal brilliance , says Nick Levine.","In a magnificent and overwhelming year, music has allowed us both to reflect on the state of the world and escape from it with equal brilliance, says Nick Levine.",尼克·莱文说:“在这令人困惑和不知所措的一年里，音乐让我们既能反思世界的现状，又能同样出色地逃离它。”,尼克·莱文说:“在这辉煌而令人窒息的一年里，音乐让我们既能反思世界的现状，又能以同样辉煌的方式逃离它。”,1,不知所措,令人窒息的
I was really looking forward to competing this week but will do everything I can to return as quickly as possible.,I was really looking forward to competing this year but will do everything I can to return as quickly as possible.,我真的很期待这周的比赛，但我会尽我所能尽快回来。,我真的很期待今年的比赛，但我会尽我所能尽快回来。,0,,
"He was a philanthropist , and he was good for somewhere he could try out an experiment , mainly with education , and wanted to find a community where he could rule it.","He was a man, and he was good for somewhere he could try out an experiment, mainly with education, and wanted to find a community where he could rule it.",他是一个慈善家，他很适合在某个地方进行试验，主要是在教育方面，他想找到一个他可以统治的社区。,他是一个男人，他很适合在某个地方进行试验，主要是在教育方面，他想找到一个他可以统治的社区。,0,,
"He then quickly fries the freshly chopped ingredients in the water , drying them before setting them aside.","He then quickly fries the freshly added ingredients in the water, drying them before setting them aside.",然后，他将刚切碎的食材快速放入水中煎炸，晾干后放在一边。,然后，他将新加入的食材快速放入水中煎炸，晾干后放在一边。,0,,
"He rented two houses for the week of the championship , moving between the two so nobody would know where he was.","He rented two cars for the week of the championship, moving between the two so nobody would know where he was.",在锦标赛的那一周，他租了两套房子，在两套房子之间移动，这样就没有人知道他在哪里。,他在锦标赛的那一周租了两辆车，在两辆车之间移动，这样就没有人知道他在哪里。,0,,
"He performed really well in the past camp , so that is a relief but we have got strength in depth.","He performed really well in the first camp, so that is a relief but we have got strength in depth.",他在过去的训练营中表现得非常好，所以这是一种解脱，但我们有深度的力量。,他在第一个训练营的表现非常好，所以这是一种解脱，但我们有深度的力量。,0,,
"Everybody just talked about my arm instead of talking about how I was making the right decisions , going to the right place.","Everybody just talked about my mother instead of talking about how I was making the right decisions, going to the right place.",每个人都在谈论我的手臂，而不是谈论我如何做出正确的决定，去正确的地方。,每个人都在谈论我的母亲，而不是谈论我如何做出正确的决定，去正确的地方。,0,,
"Emanuel has expressed his interest in the post , telling allies that the nation ' s infrastructure challenges are so dire that a person with experience from the executive and legislative branch would be an asset.","Emanuel has expressed his faith in the post, telling allies that the nation' s infrastructure challenges are so dire that a person with experience from the executive and legislative branch would be an asset.",伊曼纽尔表达了他对这个职位的兴趣，他告诉盟友，美国的基础设施挑战是如此严峻，一个在行政和立法部门都有经验的人将是一笔财富。,伊曼纽尔表达了他对这个职位的信心，他告诉盟友，美国的基础设施挑战是如此严峻，一个在行政和立法部门都有经验的人将是一笔财富。,0,,
Dustin Johnson ' s record - breaking Masters victory owed plenty to soft November conditions but he also demonstrated qualities that make him close to the complete package as a player.,Dustin palmer' s record - breaking Masters victory owed plenty to soft November conditions but he also demonstrated qualities that make him close to the complete package as a player.,达斯汀·约翰逊打破大师赛纪录的胜利很大程度上要归功于11月的温和条件，但他也展示了使他接近作为一名球员的完整品质。,达斯汀·帕尔默打破大师赛纪录的胜利很大程度上要归功于11月的温和条件，但他也表现出了作为一名球员接近完整的素质。,0,,
"During the conversation , the two presidents also discussed the issue of illegal immigration and the solutions that must be reached together to address the issue.","During the president, the two presidents also discussed the issue of illegal immigration and the solutions that must be reached together to address the issue.",在谈话中，两位总统还讨论了非法移民问题以及必须共同达成的解决方案。,在总统期间，两国元首还讨论了非法移民问题以及必须共同达成的解决方案。,0,,
Ding became the pride of his snooker - loving nation in 2005 when he won the China Open right after his 18th birthday.,Ding became the champion of his snooker - loving nation in 2005 when he won the China Open right after his 18th birthday.,丁俊晖在18岁生日后的2005年赢得中国公开赛冠军，成为热爱斯诺克的中国的骄傲。,丁俊晖在18岁生日后不久，就在2005年的中国公开赛上夺冠，成为这个热爱斯诺克的国家的冠军。,1,中国,国家
But some of its youngest members get round this by lying about their date of birth when they join.,But some of its older members get round this by lying about their date of birth when they join.,但一些最年轻的成员通过在加入时谎报出生日期来规避这一点。,但是一些年长的成员通过在加入时谎报出生日期来规避这一点。,0,,
"Before the pandemic , there was only limited use of gloves , however , and in particular masks , in care homes.","Before the latter, there was only limited use of gloves, however, and in particular masks, in care homes.",然而，在大流行之前，养老院只使用有限的手套，尤其是口罩。,然而，在后者之前，养老院只使用有限的手套，尤其是口罩。,0,,
"Any vaccines which are determined for use will undergo a vigorous series of safety checks , they will be absolutely safe for the public to use.","Any books which are determined for use will undergo a vigorous series of safety checks, they will be absolutely safe for the public to use.",任何确定使用的疫苗都将经过一系列严格的安全检查，公众使用它们是绝对安全的。,任何决定使用的书籍都将经过一系列严格的安全检查，公众使用它们是绝对安全的。,0,,
"After three years , the man ' s account was still active , at which point Panorama contacted the company.","After three times, the man' s account was still active, at which point Panorama contacted the company.",三年后，该男子的账户仍然活跃，这时Panorama联系了该公司。,三次之后，该男子的账户仍然活跃，这时Panorama联系了该公司。,0,,
"A new Watch Dogs trailer , apparently featuring footage from the current - gen version of the game , has drawn criticism for its poor quality.","A new york Dogs trailer, apparently featuring footage from the current - gen version of the game, has drawn criticism for its poor quality.",一个新的看门狗预告片，显然以当前版本游戏的镜头为特色，因其质量差而受到批评。,一个纽约狗的预告片，显然以当前版本的游戏的镜头，已经引起了批评，因为它的质量差。,1,特色,
"A Chinese citizen , who worked at the same restaurant , was injured in the attack and is now in stable condition , the embassy said.","A syrian citizen, who worked at the same restaurant, was injured in the attack and is now in stable condition, the embassy said.",大使馆表示，在同一家餐厅工作的一名中国公民在袭击中受伤，目前情况稳定。,大使馆表示，在同一家餐厅工作的一名叙利亚公民在袭击中受伤，目前情况稳定。,0,,
