S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
多年来，所有这些国家的实际利率几乎都显示着同样下滑的趋势，尤其是自2000以来。,多年来，所有这些月的实际利率几乎都显示着同样下滑的趋势，尤其是自2000以来。,"Real interest rates in all these countries have shown almost the same downward trend over the years, especially since 2000.","Over the years, real rates in all of these months have shown nearly the same downward trend, especially since 2000.",0,,
因此，如果去年全球货币供应量增加了5%的话，那么在短暂的延迟之后，世界价格也将随之上升5%。,因此，如果去年全球铜供应量增加了5%的话，那么在短暂的延迟之后，世界价格也将随之上升5%。,"So if the global money supply increased by 5% last year, world prices would follow, after a short delay, by 5%.","So if global copper supply increased by 5% last year, world prices would follow, after a short delay, by 5%.",0,,
但是，欧洲外围国家证明，这种形式的经济调控是讨厌的，痛苦的，也是政治上不受欢迎的。,但是，欧洲外围国家证明，这种形式的经济学是讨厌的，痛苦的，也是政治上不受欢迎的。,"But countries on the European periphery proved that this form of economic regulation was nasty, painful and politically unpopular.","But the countries of the European periphery proved that this form of economics was nasty, painful and politically unpopular.",0,,
近一个世纪前，一战结束时，凯恩斯曾经发出过直至今日仍有重大意义的警告。,近一个世纪前，一战结束时，凯恩斯曾经发出过直至今日仍有重大意义的信。,"Nearly a century ago, at the end of the First World War, Keynes issued a warning that is still relevant today.","Nearly a century ago, at the end of the First World War, Keynes sent a letter that remains relevant today.",0,,
我们去年又在上述两个城市进行了相同的问卷调查，并在今年一月召开的美国经济学会年会上发表了研究成果。,我们去年又在上述两个城市进行了相同的课，并在今年一月召开的美国经济学会年会上发表了研究成果。,We conducted the same survey in the above two cities last year and presented the research results at the annual meeting of the American Economic Association held in January this year.,"We conducted the same class last year in the two cities mentioned above, and published the research results at the annual meeting of the American Economic Association held in January this year.",1,,mentioned
在某种程度上，这是一个生死攸关的问题，在更普遍意义上，它决定了我们是否能实现生活中的成就与满足。,在某种程度上，这是一个生死攸关的梦，在更普遍意义上，它决定了我们是否能实现生活中的成就与满足。,"In a way, this is a matter of life and death, and in a more general sense, it determines whether we can achieve fulfillment and satisfaction in life.","In a way, it's a life-and-death dream, and in a more general sense, it determines our ability to achieve fulfillment and fulfillment in life.",0,,
健全的国家利用这一空间来掩埋过去的痛苦，如果不是掩埋过去自身的话。,健全的国家利用这一点来掩埋过去的痛苦，如果不是掩埋过去自身的话。,"Healthy nations use this space to bury the pain of the past, if not the past itself.","Healthy states use this to bury the pain of the past, if not the past itself.",0,,
他的年薪是430万欧元，退休奖金1300万欧元，养老金220万欧元，还有价值大约1亿730万欧元的期权。,他的年薪是430万欧元，退休奖金1300万欧元，养老金220万欧元，还有价值大约1亿730万欧元的书。,"His annual salary is 4.3 million euros, his retirement bonus is 13 million euros, his pension is 2.2 million euros, and there are options worth about 107.3 million euros.","His annual salary is 4.3 million euros, his retirement bonus is 13 million euros, his pension is 2.2 million euros, and he has books worth about 107.3 million euros.",0,,
下一步是评估我们应该期望这一新现实带来哪些东西，以及形成哪些衡量成功的新指标。,下一步是评估我们应该期望这一新闻带来哪些东西，以及形成哪些衡量成功的新指标。,The next step is to assess what we should expect from this new reality and what new measures of success will emerge.,The next step is to assess what we should expect from this news and what new measures of success will emerge.,0,,
9%，加上再投资和分红，这意味着在一个免税账户中的投资每十年实际价值就翻一番。,9%，加上再投资和分红，这意味着在一个新账户中的投资每十年实际价值就翻一番。,"9%, plus reinvestments and dividends, means that an investment in a tax-free account doubles in real value every ten years.","9%, plus reinvestments and dividends, means that an investment in a new account doubles in real terms every ten years.",0,,
这两个国家都是它的邻国，而且至少在理论上，两国的领导人都是他在意识形态方面的同路人。,这两个国家都是它的党，而且至少在理论上，两国的领导人都是他在意识形态方面的同路人。,"Both countries are its neighbours, and the leaders of both are, at least in theory, his ideological fellow-travelers.","Both countries are its party, and the leaders of both are, at least in theory, his ideological fellow travelers.",0,,
这一规划貌不惊人，因为它基本上只是让各国承诺进行更多的会谈而非确实的行动。,这一规划貌不惊人，因为它基本上只是让各国承诺进行更多的事而非确实的行动。,"The plan is unremarkable, since it basically promises more talks rather than concrete action.","The plan is unremarkable, as it basically involves countries promising more than actual action.",1,,countries
近数十年来，多数阿拉伯国家都在以某种方式从中东丰富的石油和天然气储备中得到好处。,近数十年来，多数阿拉伯国家都在以某种方式从中东丰富的石油和天然气储备中得到铀。,"In recent decades, most Arab countries have benefited in some way from the Middle East's rich oil and gas reserves.","In recent decades, most Arab countries have obtained uranium in some form from the rich oil and gas reserves in the Middle East.",0,,
近年来虽然一直谣传穆巴拉克的身体状况十分糟糕，但直到2003年11月再也无法隐瞒的时候官方才予以证实。,近年来虽然一直谣传穆巴拉克的事十分糟糕，但直到2003年11月再也无法隐瞒的时候官方才予以证实。,"Although there have been rumors in recent years that Mubarak's physical condition is very bad, it was not officially confirmed until November 2003 when it could no longer be concealed.","Rumors had swirled in recent years that things were going badly for Mubarak, but it wasn't officially confirmed until November 2003, when it could no longer be concealed.",0,,
第一项令人瞩目的成功发生在年初，吉尼斯世界纪录为24小时最大规模药物捐赠设立了一条记录。,第一项令人瞩目的成功发生在年初，吉尼斯世界纪录为24小时最大规模药物量设立了一条记录。,"The first notable success came at the beginning of the year, when the Guinness Book of World Records set a record for the largest drug donation in 24 hours.","The first notable success came at the beginning of the year, when the Guinness Book of World Records set a record for the largest 24-hour drug delivery.",0,,
然而如今，日本驾校却正受到生源减少的困扰，这种现象并不能单从人口减少的角度得到解释。,然而如今，日本人却正受到生源减少的困扰，这种现象并不能单从人口减少的角度得到解释。,"Today, however, driving schools in Japan are suffering from a decrease in the number of students. This phenomenon cannot be explained solely from the perspective of population decline.","Today, however, the Japanese are suffering from a decline in their source of birth, a phenomenon that cannot be explained solely from the perspective of population decline.",1,the number of students,their source of birth
此外，巴斯德研究所即将进行为期五个月的停产翻修，在此期间将无法生产更多疫苗。,此外，巴斯德研究所即将进行为期五个月的停产翻修，在此期间将无法生产更多车。,"In addition, the Institut Pasteur is about to undergo a five-month shutdown for renovations, during which time it will not be able to produce any more vaccines.","In addition, the Institut Pasteur is about to undergo a five-month shutdown for renovations, during which time no more cars will be produced.",0,,
明天，同一片森林可以被连根拔起，因为有公司要开采作为气候变化问题根源的化石燃料。,明天，同一片森林可以被连根拔起，因为有公司要开采作为核问题根源的化石燃料。,"Tomorrow, that same forest could be uprooted as companies extract the fossil fuels that are at the root of the climate change problem.","Tomorrow, the same forest could be uprooted as companies mine the fossil fuels that are the source of the nuclear problem.",0,,
尽管这种观点可能有点夸张，但对于相信经济和社会进步的人来说，它也不无可取之处。,尽管这种观点可能有点夸张，但对于相信党和社会进步的人来说，它也不无可取之处。,"While this view may be exaggerated, it is not without merit for those who believe in economic and social progress.","While this view may be exaggerated, it is not without merit for those who believe in the progress of the party and society.",0,,
尽管在这些领域表现出众的日本企业不少，但大部分仍严重缺乏这方面的能力。,尽管在这些领域表现出众的日本人不少，但大部分仍严重缺乏这方面的能力。,"Although there are many Japanese companies that are outstanding in these fields, most of them still lack the ability in this area.","Although there are many Japanese who are outstanding in these fields, most of them still seriously lack the ability in this area.",1,,seriously
对欧洲其他的大国来说，2008年1月份到2009年1月份的年化需求情况有所不同。,对欧洲其他的州来说，2008年1月份到2009年1月份的年化需求情况有所不同。,"For other major European countries, the annualized demand situation from January 2008 to January 2009 was different.","For the rest of Europe, the annualized demand for January 2008 to January 2009 was different.",1,situation,
它由里根在1984年引入，此后便一直是一个政治皮球，民主党总统取消，共和党总统再找回。,它由里根在1984年引入，此后便一直是一个政治党，民主党总统取消，共和党总统再找回。,"It was introduced by Ronald Reagan in 1984 and has been a political rubber ball ever since, removed by Democratic presidents and reintroduced by Republicans.","It was introduced by Reagan in 1984 and has been a political party ever since, abolished by Democratic presidents and reintroduced by Republicans.",1,Ronald,
如果欧盟要制定一项针对新兴大国的成功政策，那么它必须用这些国家能理解的战略性语言进行交流。,如果欧盟要制定一项针对新兴大国的成功奖，那么它必须用这些国家能理解的战略性语言进行交流。,"If the EU is to develop a successful policy against emerging powers, it must communicate in a strategic language that these countries understand.","If the EU is to develop a success prize for emerging powers, it must communicate in a strategic language these countries understand.",0,,
如有必要，政府还能处理地方政府在中央当局的鼓励下在2008和2009年增加的过多债务。,如有必要，政府还能处理地方政府在中央当局的鼓励下在2008和2009年增加的过多税。,"The government can also, if necessary, deal with the excessive debt that local governments increased in 2008 and 2009 with the encouragement of the central authorities.","If necessary, the government can also deal with excessive tax increases by local governments in 2008 and 2009, encouraged by central authorities.",0,,
在此过程中，这一概念获得了一些新的标签。,在此过程中，这一词获得了一些新的标签。,"Along the way, the concept has acquired some new labels.","In the process, the term has acquired some new labels.",0,,
在巴勒斯坦，一个由民主选举产生的总统给新的和平机会带来了希望。,在巴勒斯坦，一个由民主选举产生的党给新的和平机会带来了希望。,"In Palestine, a democratically elected president offers hope for a new chance for peace.","In Palestine, a democratically elected party offers hope for a new chance for peace.",0,,
同样，另一个经常被提到的战略则是公私伙伴关系，但这可能也不会像标榜的那样有益。,同样，另一个经常被提到的规则是公私伙伴关系，但这可能也不会像标榜的那样有益。,"Likewise, another oft-cited strategy is public-private partnerships, but this too may not be as beneficial as advertised.","Likewise, another oft-cited rule is public-private partnerships, but this too may not be as beneficial as advertised.",0,,
另一个一直存在的额外论据则在当今贫穷国家尤为吃香，认为无条件基本收入有助于妇女解放。,另一个一直存在的额外论据则在当今贫穷国家尤为吃香，认为无条件基本法有助于妇女解放。,"An additional argument that persists, especially in poor countries today, is that a UBI can help emancipate women.","An additional argument that persists, especially in poor countries today, is that unconditional basic laws help women's emancipation.",0,,
典型的有职业意识的经济学家不会有偏离这一方向的激励，从而会强化这一过程。,典型的有限意识的经济学家不会有偏离这一方向的激励，从而会强化这一过程。,"A typical career-minded economist would have no incentive to deviate in this direction, thereby reinforcing the process.","A typical limited-conscious economist would have no incentive to deviate in this direction, thereby reinforcing the process.",0,,
但是，到目前为止，用公平和适当的方式分担全球安全责任的事情还没有发生过。,但是，到目前为止，用公平和适当的方式分担核安全责任的事情还没有发生过。,"But, so far, a fair and appropriate sharing of global security responsibilities has not happened.","But, so far, sharing responsibility for nuclear security in a fair and appropriate manner has not happened.",1,,manner
乌克兰人是位于分水岭的人民，那就是说，我们生活在一个大分水岭的其中一端。,乌克兰人是位于分水岭的人民，那就是说，我们生活在一个大陆的其中一端。,"Ukrainians are a people on a divide, that is to say, we live on one side of a great divide.","Ukrainians are a people of the divide, that is to say, we live at one end of a continent.",0,,
与世界两大名人名企合作，致力于地球的进步，这个机会并不是每天都有的。,与世界两大名人名企合作，致力于地球的爱，这个机会并不是每天都有的。,The opportunity to work with two of the world's biggest names and companies dedicated to the advancement of the planet doesn't come along every day.,The opportunity to partner with two of the world's biggest names and companies dedicated to the love of the planet doesn't come along every day.,0,,
通过这一程序，增长合作战略的各个部分得以被识别、评估和组装。,通过这一点，增长合作战略的各个部分得以被识别、评估和组装。,"Through this process, the various components of a growth partnership strategy are identified, evaluated and assembled.","Through this, the various components of the growth partnership strategy are identified, evaluated and assembled.",0,,
这些海滩让我们知道，团结就是力量，能够摧毁一切危险，不管它多么大。,这些书让我们知道，团结就是力量，能够摧毁一切危险，不管它多么大。,"These beaches let us know that togetherness is strength and can destroy any danger, no matter how big.","These books teach us that unity is strength and can destroy any danger, no matter how great.",1,let;know,teach
这些数字并不能识别最优秀的环境友好型解决方案，只能揭示哪些公司目前排放了最多的温室气体。,这些数字并不能识别最优秀的环境友好型车，只能揭示哪些公司目前排放了最多的温室气体。,"These numbers do not identify the best environmentally friendly solutions, only which companies are currently emitting the most greenhouse gases.","These numbers don't identify the best environmentally friendly cars, only which companies are currently emitting the most greenhouse gases.",0,,
该项目于2014年启动，并已经在埃塞俄比亚和塞内加尔等两个非洲国家得到成功实施。,该法于2014年启动，并已经在埃塞俄比亚和塞内加尔等两个非洲国家得到成功实施。,The project was launched in 2014 and has been successfully implemented in two African countries including Ethiopia and Senegal.,"Launched in 2014, the law has already been successfully implemented in two African countries, Ethiopia and Senegal.",1,including,already
该合同将以标准普尔及蔡斯席勒住房价格指数进行结算，该指数源于我和同事蔡斯近20年前开发研究得出的学术成果。,该文将以标准普尔及蔡斯席勒住房价格指数进行结算，该指数源于我和同事蔡斯近20年前开发研究得出的学术成果。,"The contract will be settled against the Standard & Poor's and the Chase-Shiller Home Price Index, derived from academic work developed by my colleague Chase nearly 20 years ago.","This article will be settled against the Standard & Poor's and the Chase-Shiller Home Price Index, derived from academic work developed by my colleague Chase nearly 20 years ago.",0,,
而这一切也逐渐成为现实，因为布鲁塞尔峰会已经为在欧盟17+基础上建立财政联盟的打开了缺口。,而这一切也逐渐成为现实，因为布鲁塞尔市已经为在欧盟17+基础上建立财政联盟的打开了缺口。,"And all this is gradually becoming a reality, because the Brussels summit has opened the gap for the establishment of fiscal union on the basis of EU 17+.","And this is gradually becoming a reality, as the city of Brussels has opened the gap for fiscal union on the basis of EU 17+.",1,all;the establishment of,
美国房产价格同样也以加速度下降，在许多地区每年下降超过10%。,美国油价格同样也以加速度下降，在许多地区每年下降超过10%。,"U.S. housing prices are also falling at an accelerated rate, dropping more than 10% a year in many areas.","U.S. oil prices have also fallen at an accelerated rate, dropping more than 10% per year in many regions.",0,,
美国就是由经济规模和政治状况截然不同的50个州组成的联盟，也能够差强人意的运行。,美国就是由经济规模和政治状况截然不同的50党组成的联盟，也能够差强人意的运行。,"The United States, even a coalition of 50 states with vastly different economic sizes and political conditions, can also function satisfactorily.","The United States is a coalition of 50 parties with completely different economic scales and political conditions, and it can also operate unsatisfactorily.",0,,
稍稍挖掘一下就可以找到证据，围绕美国最严重的社会问题的处理方法一项令人瞩目的两党共识正在形成。,稍稍挖掘一下就可以找到证据，围绕美国最严重的核问题的处理方法一项令人瞩目的两党共识正在形成。,A little digging reveals evidence that a remarkable bipartisan consensus is emerging around the approach to America's worst social problems.,A little digging reveals evidence that a remarkable bipartisan consensus is emerging around the approach to America's most serious nuclear problem.,0,,
相反，这个法案是共和党的一切错误之处，甚至在一定程度上美国恶劣民主状况的集大成体。,相反，这个党是共和党的一切错误之处，甚至在一定程度上美国恶劣民主状况的集大成体。,"On the contrary, this bill is a summation of all the mistakes of the Republican Party, and even to a certain extent, the bad state of American democracy.","On the contrary, this party is a collection of everything that is wrong with the Republican Party, and even to a certain extent, the bad state of American democracy.",0,,
相反，他支持一小群认为艾滋病是由其他原因引起的持不同意见的科学家的观点。,相反，他支持一小群认为艾滋病是由其他原因引起的持不同意见的科学家的党。,"Instead, he supported the view of a small group of dissident scientists who believed that AIDS was caused by other causes.","Instead, he supported the party of a small group of dissident scientists who believed that AIDS was caused by other causes.",0,,
由于药物遗传学药物定向于肿瘤的某种突变，因此它不一定对其他突变有效。,由于药物遗传学药物定向于酶的某种突变，因此它不一定对其他突变有效。,"Because pharmacogenetic drugs target certain mutations in a tumor, they may not be effective against other mutations.","Because a pharmacogenetic drug targets a certain mutation of an enzyme, it may not necessarily be effective against other mutations.",1,,necessarily
现在，轮到欧洲来面对现实，采取行动，维护欧元，乃至欧盟自身的稳定。,现在，轮到欧洲来面对现实，采取行动，维护欧元，乃至欧盟自身的路。,"Now, it is Europe's turn to face the reality and take action to safeguard the stability of the euro and even the EU itself.","Now, it is Europe's turn to face the reality and take action to safeguard the way of the euro and even the EU itself.",0,,
然而，数亿人仍处于贫困线上，而在缩小最贫困国家与其它国家差距方面则进步不大。,然而，数亿人仍处于榜上，而在缩小最贫困国家与其它国家差距方面则进步不大。,"However, hundreds of millions of people remain at the poverty line, and little progress has been made in closing the gap between the poorest countries and the rest.","However, hundreds of millions of people remain on the list, and little progress has been made in closing the gap between the poorest countries and the rest.",0,,
波兰可能会发现它和现欧盟的其它大小相近的国家在安全及其它方面有着共同的利益。,波兰人发现它和现欧盟的其它大小相近的国家在安全及其它方面有着共同的利益。,Poland may find that it shares security and other interests with other countries of similar size in the current European Union.,The Poles found it shared security and other interests with other countries of similar size in what is now the European Union.,0,,
毫无疑问，今天合作的空间更大，这对欧元是有利的。,毫无疑问，今天合作的量更大，这对欧元是有利的。,"There is no doubt that there is more room for cooperation today, which is good for the euro.","There is no doubt that the volume of cooperation is greater today, which is good for the euro.",0,,
格鲁吉亚不断地向亲西方靠拢，包括和北约不断加强的联系，一直是莫斯科的眼睛中的一粒沙子。,格鲁吉亚不断地向亲西方靠拢，包括和北约不断加强的联系，一直是莫斯科的海中的一粒沙子。,"Georgia's continued pro-Western moves, including its growing ties with NATO, have been a grain of sand in Moscow's eye.","Georgia's continued pro-Western moves, including its growing ties with NATO, have been a grain of sand in Moscow's sea.",0,,
新一代药理学向实现这一目标迈出了充满希望的一步。,新一代人向实现这一目标迈出了充满希望的一步。,A new generation of pharmacology is a promising step toward this goal.,A new generation has taken a promising step toward making that happen.,1,goal,happen
数百人在冲突中死亡，许多居民区整个被毁，约有40万人沦为难民。,数百人在战中死亡，许多居民区整个被毁，约有40万人沦为难民。,"Hundreds of people died in the conflict, many residential areas were completely destroyed, and about 400,000 people became refugees.","Hundreds of people died in the fighting, many residential areas were completely destroyed, and about 400,000 people became refugees.",0,,
巨大的空间不平等造就了大批没有未来的民众，他们普遍的希望只能是将时钟拨回到从前。,巨大的空间不平等造就了大批没有未来的民众，他们普遍的爱只能是将时钟拨回到从前。,"Huge spatial inequality has created a large number of people with no future, and their general hope can only be to turn back the clock to the past.","Huge spatial inequality has created a large number of people with no future, and their common love can only be to turn the clock back to the past.",0,,
尽管对穆阿迈尔?卡扎菲军队的空袭已持续了三个多月，某种僵局似乎出现。,尽管对穆阿迈尔?卡扎菲军队的空袭已持续了三个多月，某种病似乎出现。,"Although the airstrikes against Muammar Gaddafi's forces have been going on for more than three months, some stalemate appears to be emerging.","Although the airstrikes against Muammar Gaddafi's forces have been going on for more than three months, something seems to be ailing.",0,,
实际上，富人和企业在互相竞争的同时，也在与其它利益集团展开争夺。,实际上，党和企业在互相竞争的同时，也在与其它利益集团展开争夺。,"In fact, while the rich and corporations are competing with each other, they are also competing with other interest groups.","In fact, while the party and enterprises are competing with each other, they are also competing with other interest groups.",0,,
如此看来，这一阶段正是为大选铺路的时候了。,如此看来，这一刻正是为大选铺路的时候了。,"From this point of view, this stage is the time to pave the way for the general election.",So it seems that this moment is the time to pave the way for the general election.,0,,
如今，很难想象有人还会持有1979年撒切尔在英国以及1981年里根在美国上台时的思想。,如今，很难想象有人还会持有1979年撒切尔在英国以及1981年里根在美国上台时的票。,It is hard to imagine anyone today holding the same mindset that Thatcher came to power in Britain in 1979 and Reagan in America in 1981.,Today it is hard to imagine anyone holding the same votes that underscored Thatcher in Britain in 1979 and Reagan in America in 1981.,1,came to power,
在这个问题上，美国，欧盟和俄罗斯都在努力和伊朗接触，但至今都无功而返。,在这个岛上，美国，欧盟和俄罗斯都在努力和伊朗接触，但至今都无功而返。,"On this issue, the United States, the European Union, and Russia are all trying to engage with Iran, but so far have failed.","On this island, the United States, the European Union, and Russia are all trying to engage with Iran, but have so far failed.",0,,
在过去的十年中，大多数的发达国家都出现了史无前例的房市繁荣高潮。,在过去的十年中，大多数的州都出现了史无前例的房市繁荣高潮。,"Over the past decade, most of the developed world has experienced an unprecedented housing boom.","Over the past decade, most states have seen unprecedented housing booms.",1,experienced,seen
在许多情况下，部分是由于援助国要求使用其自己的国民或者公司，因此经济重建失败。,在许多州，部分是由于援助国要求使用其自己的国民或者公司，因此经济重建失败。,"In many cases, economic reconstruction has failed in part because donor countries have required the use of their own nationals or companies.","In many states, economic reconstruction failed in part because donor countries required the use of their own nationals or companies.",0,,
在英国，执政的保守党最近也显示出征税和限制未来支出的意愿。,在英国，执政的保守党最近也显示出温和限制未来支出的意愿。,"In Britain, the ruling Conservative Party has also recently shown a willingness to tax and limit future spending.","In Britain, the ruling Conservative Party has also recently shown a willingness to modestly limit future spending.",0,,
在最近的访日之旅中，美国国防部长查克·哈格尔已经听到了对美国防务承诺信誉的严重官方质疑。,在最近的信中，美国国防部长查克·哈格尔已经听到了对美国防务承诺信誉的严重官方质疑。,"During a recent trip to Japan, Defense Secretary Chuck Hagel has heard serious official doubts about the credibility of America's defense commitments.","In recent letters, US Secretary of Defense Chuck Hagel has heard serious official doubts about the credibility of US defense commitments.",1,,US
在不太友好的政权的通知下，过去孟加拉国一直是在印度为非作歹的恐怖和军事组织的避风港。,在不太友好的政权的通知下，过去孟加拉国一直是在印度为非作歹的恐怖和军事组织的手。,Bangladesh has in the past been a safe haven for terrorist and military groups working in India at the behest of less friendly regimes.,Bangladesh has been in the hands of terrorist and military groups working in India in the past on the notice of less friendly regimes.,0,,
在1750年，亚洲拥有世界五分之三的人口，经济产量占世界的五分之三。,在1750年，亚洲拥有世界五分之三的人口，煤产量占世界的五分之三。,"In 1750, Asia had three-fifths of the world's population and three-fifths of the world's economic output.","In 1750, Asia had three-fifths of the world's population and three-fifths of the world's coal production.",0,,
因此，新药比目前市场上同类药品的实际效果更差的风险也是存在的。,因此，新药比目前网上同类药品的实际效果更差的风险也是存在的。,"Therefore, there is also the risk that the new drug will be worse than the actual effect of similar drugs currently on the market.","Therefore, there is also the risk that the new drug will be worse than the actual effect of similar drugs on the Internet.",1,currently,
因此，我们需要一个与适应这一现实的全球疾病控制体系。,因此，我们需要一个与适应这一点的全球疾病控制体系。,We therefore need a global disease control system adapted to this reality.,"Therefore, we need a global disease control system adapted to this.",0,,
唯一确定的是，未来将由科学进步和创新决定，但科学进步和创新是无法预知的。,唯一确定的是，未来将由科学家和创新决定，但科学进步和创新是无法预知的。,"The only certainty is that the future will be determined by scientific progress and innovation, but scientific progress and innovation cannot be predicted.","The only certainty is that the future will be determined by scientists and innovations, but scientific progress and innovations cannot be predicted.",0,,
和援助亚洲海啸相似的行动能够改变这种灾难性的状况，每年可以拯救百万以上的生命。,和援助亚洲海啸相似的行动能够改变这种灾难性的病，每年可以拯救百万以上的生命。,Actions like the one that aided the Asian tsunami could change this catastrophic situation and save millions of lives each year.,Actions like the one that aided the Asian tsunami can change this devastating disease and save millions of lives each year.,0,,
名人小组将放宽这一解释，允许在一些情况下动用防卫性武力，但是要得到安理会的批准。,名人小组将放宽这一解释，允许在一些州动用防卫性武力，但是要得到安理会的批准。,"The Panel of Eminent Persons will relax that interpretation, allowing defensive force to be used in some circumstances, subject to Security Council approval.","The panel of celebrities will relax that interpretation, allowing defensive force to be used in some states, subject to Security Council approval.",0,,
再往南去，因选举而引发的暴力仍然让肯尼亚伤痕累累，宪政审查程序还有可能导致更多的人员伤亡。,再往南去，因选举而引发的暴力仍然让肯尼亚伤痕累累，宪政审查程序还有可能导致更多的罪。,"Further south, Kenya is still scarred by election violence and the constitutional review process threatens to lead to more casualties.","Further south, Kenya is still scarred by election violence and the constitutional review process threatens to lead to more crimes.",0,,
其意义不止如此，这对于所有相信依旧有可能每天改良世界以及最终改良人类境况的人而言都是一个成功。,其意义不止如此，这对于所有相信依旧有可能每天改良世界以及最终改良人类境况的人而言都是一个谜。,"It is more than that, it is a success for all who believe that it is still possible to improve the world and ultimately the human condition every day.","Its significance is more than that, and it is a mystery to all who believe that it is still possible to improve the world and ultimately the human condition every day.",1,,significance
其中一个派别认为，现代恐怖主义无法消除，或者，消除的成本过于昂贵，令人无法接受。,其中一个派别认为，现代化无法消除，或者，消除的成本过于昂贵，令人无法接受。,"One faction believes that modern terrorism cannot be eradicated, or that eradication will be unacceptably expensive.","One school of thought argues that modernization cannot be eliminated, or that elimination will be unacceptably expensive.",1,,thought
但是，总的来说，不透明是大多数主权财富基金的一大特征，这加剧了它们所带来的风险。,但是，总的来说，不透明是大多数主权财富国的一大特征，这加剧了它们所带来的风险。,"But, by and large, opacity is a hallmark of most SWFs, exacerbating the risks they pose.","But, by and large, opacity is a hallmark of most sovereign wealth states, exacerbating the risks they pose.",0,,
但是，一样令人震惊的是，美国众议院的普通的议员们把此计划给否决了，至少目前的情况是这样。,但是，一样令人震惊的是，党的普通的议员们把此计划给否决了，至少目前的情况是这样。,"But just as shockingly, rank-and-file lawmakers in the U.S. House of Representatives voted down the plan, at least for now.","But, just as shockingly, the rank and file of the party voted down the plan, at least for now.",1,lawmakers,
但因为患者所控制的知识和技术应用可能对其他疾病的研究有意义，这种方法,但因为患者所控制的药和技术应用可能对其他疾病的研究有意义，这种方法,"But because patient-controlled knowledge and application of technology may have implications for the study of other diseases, this approach","But because the application of drugs and technologies controlled by the patient may have implications for the study of other diseases, this approach",0,,
