S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
但是，如今的埃及充满着不确定性，今天选举出来的政府能否在哪怕一年时间里保持有同样的支持率都是个问题。,今天选举出来的政府,"However, today's Egypt is full of uncertainties, and it is questionable whether the government elected today can maintain the same approval rating even for a year.",the government elected today,0,,
但是，在国家之间，即便是核威慑也比乍看上去更复杂，在网络空间中的威慑更是如此。,在网络空间中的威慑,"But between nations, even nuclear deterrence is more complex than it first appears, and even more so in cyberspace.",Deterrence in Cyberspace,0,,
但接下来的两年中，飓风造成的损失远低于平均情况，几乎在2006年彻底消失。,飓风造成的损失,"But in the next two years, the damage from hurricanes was far below average, and it almost disappeared completely in 2006.",hurricane damage,0,,
不管怎样，在消费逐步减慢的阶段，即使公司富有现金，一般情况下也不会去扩大投资。,消费逐步减慢的阶段,"In any case, when consumption is gradually slowing down, even if the company is rich in cash, it will generally not expand investment.",A phase in which consumption gradually slows down,1,,A phase
虽然古巴政府已封堵了该博客所在的网站，但它还是以多种语言在全世界广泛传播，在古巴国内也以光盘和闪存为传播途径。,该博客所在的网站,"Although the Cuban government has blocked the website where the blog is located, it is still widely disseminated in multiple languages around the world, and it is also disseminated in Cuba via CD-ROM and flash memory.",The website where this blog is hosted,0,,
那时大型企业被认为是威胁，一个原因就是因为这些公司对资产实行垄断，而这些资产对很多美国大众来说是至关重要的。,很多美国大众,One of the reasons large corporations were considered a threat at the time was because these companies had a monopoly on assets that were critical to many of the American public.,many american masses,0,,
在6月5日，瑞士选民以77％比23％的压倒性多数否决了向每个公民发放无条件基本收入的提案。,无条件基本收入的提案,"On June 5, Swiss voters overwhelmingly rejected a proposal to issue an unconditional basic income to every citizen, 77% to 23%.",Proposal for an unconditional basic income,0,,
在1991年，美国组建了自二战以来最为强大的国际联合部队，并且在一场完全合法的战争中率领这一部队。,自二战以来最为强大的国际联合部队,"In 1991, the United States assembled the most powerful international coalition force since World War II and led it in a completely legal war.",The most powerful international coalition force since World War II,0,,
在1968年5月革命过去39年后，法国人渴望的是工作，而不是爱情，这一点萨尔科齐看得比如何人都要清楚。,1968年5月革命,"Thirty-nine years after the May 1968 revolution, the French crave work, not love, and Sarkozy sees this more clearly than anyone else.",May 1968 Revolution,0,,
顾名思义，与超级大国结盟永远是不平等的，因此，从长期看，与美国建立紧密关系的努力对于印度的战略自主传统不利。,印度的战略自主传统,"By definition, alliances with superpowers are always unequal, so efforts to forge a close relationship with the United States are detrimental to India's tradition of strategic autonomy in the long run.",India's Tradition of Strategic Autonomy,0,,
随着里约+20签署协议的落实，全球社会应当在今后20年为促进地方、全国和国际层面的可持续发展采取更大胆的行动。,地方、全国和国际层面,"With the implementation of the Rio+20 agreement signed, the global community should take bolder actions in the next 20 years to promote sustainable development at the local, national and international levels.","local, national and international levels",0,,
更先进、价值更高的商品的能力,价值更高的商品,"Capabilities for more advanced, higher-value commodities",higher value goods,0,,
这一单位只不过是一个消费者物价指数，名称简单，每天公布，这样人们就可以使用这一单位及名称来以实际价格报价。,实际价格报价,This unit is nothing more than a consumer price index with a simple name that is published daily so that people can use this unit and name to quote real prices.,Actual price quotation,0,,
换句话说，在朝鲜，许多在别的国家最普通的国是，在朝鲜都不容他人染指，特别是身上没有金饰血统的人染指。,身上没有金饰血统的人,"In other words, in North Korea, many countries that are most common in other countries are not allowed to be touched by others in North Korea, especially those who do not have gold blood.",people who don't have gold bloodlines,0,,
如果，在欧洲层面的监管只能适用于年景好的时候，而年景糟糕的时候则由各国的纳税人买单，这个系统必定失败。,年景糟糕的时候,"If, at the European level, regulation can only be applied in good times and taxpayers in various countries pay for bad times, the system will surely fail.",bad times,0,,
2001年9月11日对纽约和华盛顿的恐怖主义袭击,2001年9月11日,"Terrorist attacks on New York and Washington, September 11, 2001",11-Sep-01,0,,
同样地，如果科技创新现在能在短短的几年或者几个月内改变主要的产业，长期投资就不会像过去那样有意义。,短短的几年或者几个月,"Likewise, if technological innovations can now transform major industries in just a few years or months, long-term investments will not make as much sense as they did in the past.",few years or months,0,,
但是，如何从这场总统大选中来解读美国，不仅对美国人，对全世界来说，意义都颇为重大。,这场总统大选,"However, how to interpret the United States from this presidential election is of great significance not only to Americans, but also to the whole world.",this presidential election,0,,
但在实践中，这不会发生，因为这些国家缺少能力、经验，最重要的是缺少关于需要做什么、由谁去做的共识。,能力、经验,"But in practice, this will not happen because these countries lack capacity, experience and most importantly, lack of consensus on what needs to be done and by whom.","ability, experience",0,,
"7月份第一批被记录的数字表明，在2015年4月到2016年3月期间，英格兰发生了5,702起新的割礼案件。",2015年4月到2016年3月,"The first figures recorded in July showed there were 5,702 new circumcision cases in England between April 2015 and March 2016.",April 2015 to March 2016,0,,
通过她，朋友们更容易彼此接触，或者他们仅仅能够回忆起一些关于她的往事，发现一些克里斯在世时都忽略了的新东西。,一些关于她的往事,"Through her, the friends could more easily come into contact with each other, or they could just recall something about her and discover something new that Chris had overlooked when he was alive.",something about her,0,,
英国可以凭借自身力量而非作为欧盟的一部分确保进入世界市场的优先地位，这一信念也对英国脱欧投票起到了推动作用。,进入世界市场的优先地位,"The belief that Britain can secure priority access to world markets on its own, rather than as part of the European Union, also played a role in the Brexit vote.",Priority access to world markets,0,,
至少在表面上，无论从27个欧盟国家还是从16个欧元区国家看，都是如此。,27个欧盟国家,"At least on the surface, this is true whether you look at the 27 EU countries or the 16 euro zone countries.",27 EU countries,0,,
而从2005年到2014年，这一数字下降到只有四个百分点。,只有四个百分点,"From 2005 to 2014, that number dropped to just four percentage points.",only four percent,0,,
墨西哥最受欢迎的政治信息类电视节目,政治信息类,Most Popular Political Informational TV Show in Mexico,political information,0,,
此外，由于石油价格下跌幅度是这一征税额的三倍多，消费者所面临的油价仍将比几个月前低得多。,石油价格下跌幅度,"Plus, with oil prices down more than three times the amount of the tax, consumers will still be facing far lower prices than they were a few months ago.",oil price drop,0,,
当今世界最紧迫的外交政策问题,外交政策问题,The world's most pressing foreign policy issues today,foreign policy issues,0,,
所有的因灾死亡都是一场悲剧，但这一数字没有变得更高这一事实印证了菲律宾在自然灾难准备方面的努力成果。,菲律宾在自然灾难准备方面的努力成果,"All fatalities are a tragedy, but the fact that the number is not getting higher is a testament to the Philippines' efforts in preparing for natural disasters.",The Results of the Philippines' Efforts in Natural Disaster Preparedness,1,preparing for,The Results of
我们不应把这直觉视同金融文盲，因为很多理应精通公共财政的人也深有同感，特别是当经济在2008年崩溃之后。,很多理应精通公共财政的人,"We should not dismiss this intuition as financial illiteracy, as many who should be well versed in public finance feel it too, especially after the economy collapsed in 2008.",Many people who are supposed to be well versed in public finance,0,,
必须为政治游戏制定公认的特殊规则，并要求所有参与者无一例外地遵守，任何胆敢违背的党派都将丧失参与的资格。,公认的特殊规则,It is necessary to formulate recognized special rules for political games and require all participants without exception to abide by them. Any party that dares to violate them will be disqualified from participating.,recognized special rules,0,,
当然，在气候变化问题上的不确定性使得一些行动在现在看来，并且或许是在很长一段时间内，并不可行。,在气候变化问题上的不确定性,"Of course, uncertainty over climate change makes some actions not feasible now, and probably for a long time to come.",Uncertainty over climate change,0,,
常常出现这样的情况，即，正是那些追随阴谋论的、在边缘地带挖掘的普通公民，才是报道被主流媒体忽视的新闻的人。,主流媒体忽视的新闻,"It often happens that it is ordinary citizens who follow conspiracy theories, digging in the fringes, who are the ones reporting news that is ignored by the mainstream media.",News that the mainstream media ignores,0,,
如果在一个公开透明的程序中挑选沃尔福威茨的继任者，那么，这一不幸、令人难过的大事件还是可以满意地收场。,一个公开透明的程序,"If Wolfowitz's successor is selected in an open and transparent process, then this unfortunate and sad event can be satisfactorily concluded.",an open and transparent process,0,,
如果你想了解他们的运作方式，合理的方法是从简单的小型设备着手，而后对其进行系统性分拆直到它不再履行任何功能。,他们的运作方式,"If you want to understand how they work, the logical approach is to start with a simple, small device and then systematically dismantle it until it no longer performs any function.",how they work,0,,
多年来，所有这些国家的实际利率几乎都显示着同样下滑的趋势，尤其是自2000以来。,所有这些国家的实际利率,"Real interest rates in all these countries have shown almost the same downward trend over the years, especially since 2000.",Real interest rates for all these countries,0,,
在今年8月底，我与美国的其他8位诺贝尔经济学奖获得者一起签署了一封致美国民众的公开信。,美国的其他8位诺贝尔经济学奖,"At the end of August this year, I signed an open letter to the American people together with 8 other Nobel laureates in economics in the United States.",8 other Nobel Prize winners in economics from the United States,0,,
在1973年，这项税收被废除了，因为人们认识到这对旅游业造成了冲击，而旅游业带来亟需的外汇。,亟需的外汇,"In 1973, the tax was abolished as it was recognized that it had hit the tourism industry, which brought in much-needed foreign exchange.",much needed foreign exchange,0,,
因此，如果去年全球货币供应量增加了5%的话，那么在短暂的延迟之后，世界价格也将随之上升5%。,全球货币供应量,"So if the global money supply increased by 5% last year, world prices would follow, after a short delay, by 5%.",global money supply,0,,
因此对于一次因逊尼派大规模弃权而导致的什叶派占多数票的选举结果，控制权究竟归属哪一方仍然是悬而未决的。,多数票的选举结果,So it's still up in the air which side will control the outcome of an election with a Shia majority that resulted from massive Sunni abstentions.,majority vote result,0,,
另外，尽管各方各面都对此负有责任，但美国的政策改变使得六方之间的关系在多年里停滞不前。,美国的政策改变,"Also, despite all parties being responsible for this, the change in US policy has stagnated relations among the six parties for years.",U.S. Policy Changes,0,,
到目前为止，两国政府之间的沟通要么通过欧盟，要么仅就非常有限的问题通过两国驻巴格达的大使达成。,两国政府,"So far, communication between the two governments has been through the EU or, on very limited issues, through the two countries' ambassadors in Baghdad.",two governments,0,,
美国对伊阿两国的政策,伊阿两国,America's Policy toward Iraq and Afghanistan,Iran and Afghanistan,0,,
倘若我们不在真正权力归属的问题上自欺欺人，那么就让总统们和议会们多如牛毛吧，如果那样能让人们觉得舒服的话。,真正权力归属的问题,"If we don't kid ourselves about where the real power is, let's have presidents and parliaments aplenty if that makes people feel comfortable.",The question of real power,1,,The question of
信贷增长的速度因此从2008年9月的14%一举上升到一年后的35%，很多城市的房价也随之翻番。,很多城市的房价,"As a result, the rate of credit growth rose from 14% in September 2008 to 35% a year later, and housing prices in many cities doubled accordingly.",Prices in many cities,1,,
但是，欧洲外围国家证明，这种形式的经济调控是讨厌的，痛苦的，也是政治上不受欢迎的。,这种形式的经济调控,"But countries on the European periphery proved that this form of economic regulation was nasty, painful and politically unpopular.",This form of economic regulation,0,,
与此同时，虽然合理应对危机的机制非常重要，但仅凭这一项还是不够的。,合理应对危机的机制,"At the same time, while mechanisms for rationally responding to crises are important, they are not enough on their own.",Reasonable Mechanisms for Responding to Crises,0,,
不过从长远来看，或许更为重要的是，若世界要达成一项更大的全球气候协议，这种伙伴关系将创建必需的合作与信任框架。,必需的合作与信任框架,"But perhaps more importantly in the long run, this partnership will create the framework of cooperation and trust needed if the world is to reach a larger global climate agreement.",Required Framework for Cooperation and Trust,0,,
一种方式是采纳我去年提出的一项建议，为研发迫切需要类型抗生素的企业提供10亿美元或者更高的奖金。,我去年提出的一项建议,One way is to adopt a proposal I made last year that would offer prizes of $1 billion or more to companies that develop desperately needed types of antibiotics.,a suggestion i made last year,0,,
2012年6月，执政意大利的是紧缩派政府，政府首脑是德高望重的经济学家蒙蒂，此时的利差为536个基点。,德高望重的经济学家蒙蒂,"In June 2012, when Italy was governed by an austerity government headed by the respected economist Monti, the spread was 536 basis points.",venerable economist monty,0,,
首先，共和及民主两党必须谈判两党协议，从2013年1月1日起削减开支并增加税收。,2013年1月1日,"First, the Republicans and Democrats must negotiate a bipartisan agreement to cut spending and increase taxes beginning January 1, 2013.",1-Jan-13,0,,
这样一个巨大的变化会对法国在广泛领域的政策产生深远的影响，从欧盟的内部事务和经济到外交政策和欧洲的世界角色。,内部事务和经济,"Such a dramatic change would have far-reaching implications for French policy in a wide range of areas, from the EU's internal affairs and economy to foreign policy and Europe's world role.",internal affairs and economics,0,,
这在今天尤其重要，如果美国没有成为两国制的热情支持者，它就会落后于形势的发展，并损害其自身在中东的利益。,两国制,"This is especially important today, if the United States does not become an enthusiastic supporter of the two-state system, it will fall behind the development of the situation and damage its own interests in the Middle East.",two-state system,0,,
这一部分是因为欧盟对待这些国家没有象对以前加入的成员国那样慷慨。,对以前加入的成员国,This is partly because the EU has not treated these countries as generously as it has been to its former member states.,to previously acceded member states,1,,acceded
一年一度的美韩联合军演,美韩联合军演,Annual U.S.-South Korea joint military exercise,U.S.-South Korea joint military exercise,0,,
近一个世纪前，一战结束时，凯恩斯曾经发出过直至今日仍有重大意义的警告。,今日仍有重大意义的警告,"Nearly a century ago, at the end of the First World War, Keynes issued a warning that is still relevant today.",Warnings that still matter today,0,,
该国如此活跃值得注意，因为在沙特等其他海湾国家，对移民的政策通常是相当愚昧保守的。,沙特等其他海湾国家,"The country's dynamism is noteworthy because in other Gulf countries, such as Saudi Arabia, policies on immigration are generally rather ignorant and conservative.",Saudi Arabia and other Gulf countries,0,,
认为汇率升值会减少一国贸易盈余的观点是错误的，因为在全球一体化的经济中，国内投资会随汇率的升值而下降。,全球一体化的经济,"It is a mistake to think that exchange rate appreciation will reduce a country's trade surplus, because in a globally integrated economy, domestic investment will fall as the exchange rate appreciates.",global economy,1,,integrated
这些极端党派的政纲,这些极端党派,The platforms of these extremist parties,these extreme parties,0,,
自从那场危机爆发以来，机遇接踵而至，以政府无法给出结论及做出决定的形式呈现，减少了人们对未来前景的忧虑。,人们对未来前景的忧虑,"Since that crisis, opportunities have emerged, in the form of the government's inability to draw conclusions and make decisions, alleviating worries about future prospects.",Anxiety about future prospects,0,,
自2月履新以来，他赢得了令人瞩目的41%的支持率，是最接近的对手的两倍。,令人瞩目的41%的支持率,"Since taking over in February, he has won an impressive 41 percent approval rating, double that of his nearest rival.",An impressive 41% approval rating,0,,
而欧盟也自顾不暇，因为它们既头痛于如何处理竞争力下降的问题，又为如何支付那些人们自以为应得的福利而苦恼。,竞争力下降的问题,And the EU is torn between how to deal with declining competitiveness and how to pay for the benefits people think they are entitled to.,The problem of declining competitiveness,1,,The problem of
目前的知识产权制度是不可持续的，因为二十一世纪的全球经济至少在两个关键方面与二十世纪经济有所不同。,二十一世纪的全球经济,The current intellectual property regime is unsustainable because the global economy of the twenty-first century differs from the economy of the twentieth in at least two key respects.,Global Economy in the 21st Century,0,,
法国制度的捍卫者用劳动力成本统计数字为依据为这一行为开脱，以证明法国于其主要欧洲贸易伙伴并没有什么区别。,法国制度的捍卫者,Defenders of the French system justify this behavior on the basis of labor cost statistics to show that France is no different from its main European trading partners.,defender of the french system,0,,
此人还同俄罗斯，乌克兰以及白俄罗斯方面签订了大量军火协议，最近就订购了一批坦克、军用飞机以及一艘潜艇。,坦克、军用飞机以及一艘潜艇,"This person has also signed a large number of arms agreements with Russia, Ukraine and Belarus, and recently ordered a batch of tanks, military aircraft and a submarine.","tanks, military aircraft and a submarine",0,,
正如我大多数的同胞一样，他们靠每日不足1美元存活，这就意味着他们无法享受自来水，卫生条件以及生活用电。,卫生条件以及生活用电,"Like most of my countrymen, they survive on less than $1 a day, which means they don't have running water, sanitation, or electricity.",Hygienic conditions and living electricity,1,,conditions and living
正如埃及和其他地区的事件所表明的，对于本世纪信息革命对实力的影响，我们的理解才刚刚开始。,本世纪信息革命,"As events in Egypt and elsewhere demonstrate, our understanding of the impact of the information revolution on power in this century is only just beginning.",information revolution in this century,0,,
所有可能的情形中最糟糕的情形,所有可能的情形,worst of all possible scenarios,all possible scenarios,0,,
无论如何，就新晋美国毕业生对债务的看法而言，你必须置身于偿还学生贷款的背景,新晋美国毕业生对债务的看法,"In any case, as far as new US grads think about debt, you have to put it in the context of paying off student loans",What New U.S. Graduates Think About Debt,0,,
无论如何，如果不存在任何这样的机制，最终导致上一次经济危机的趋势，很有可能还会导致新的危机。,上一次经济危机的趋势,"In any case, if no such mechanism exists, the trends that ultimately led to the last economic crisis will likely lead to new ones.",Trends from the last economic crisis,0,,
承认信用质量的多样性是退回19世纪一步，与此同时，也是迈向更多市场导向、更少扭曲的货币政策的一步。,信用质量的多样性,"Acknowledging the diversity of credit quality is a step back to the 19th century and, at the same time, a step towards more market-oriented and less distorting monetary policy.",Diversity in credit quality,0,,
所以，当伊朗与西方的争议加剧之时，认识到伊朗不透明的政治制度内部正在进行的权力转移是重要的。,伊朗不透明的政治制度内部,"So, at a time when Iran's disputes with the West intensify, it's important to recognize the ongoing power shift within Iran's opaque political system.",Inside Iran's Opaque Political System,0,,
我们去年又在上述两个城市进行了相同的问卷调查，并在今年一月召开的美国经济学会年会上发表了研究成果。,今年一月召开的美国经济学会年会,We conducted the same survey in the above two cities last year and presented the research results at the annual meeting of the American Economic Association held in January this year.,the annual meeting of the american economic association,1,,in January this year
当然，其中不少是包括这个国家厚重的历史、丰富的考古遗址、碧蓝的天空和水晶般的海水的。,碧蓝的天空和水晶般的海水,"Of course, many of these include the country's rich history, rich archaeological sites, blue skies and crystal waters.",Clear blue skies and crystal waters,1,,Clear
当法国在2001年制定法律，要求上市公司披露其主管的薪金报酬以来，各个报纸就大肆谴责那些贪得无厌的老板们。,那些贪得无厌的老板们,"When France passed a law in 2001 requiring listed companies to disclose the salaries of their executives, newspapers have condemned greedy bosses.",those greedy bosses,0,,
希腊的欧元区伙伴国可以如此行事数十年，甚至援助西班牙，但若更大的经济体出现问题，这一系统必将崩溃。,希腊的欧元区伙伴国,"Greece's eurozone partners could do this for decades, even bailing out Spain, but if the bigger economy goes wrong, the system will collapse.",Greece's euro zone partner,0,,
尽管导致收入不断集中的链条并没有改变，但现在借钱越来越困难了，因此，再出现一次枯荣循环的可能性很低。,收入不断集中的链条,"While the chains leading to the continued concentration of income have not changed, it is now increasingly difficult to borrow money, so the likelihood of another boom-and-bust cycle is low.",chain of increasing income concentration,0,,
就在上个月，一名澳大利亚橄榄球运动员被处以罚款，禁赛，同时在媒体的广泛负面报道下承受了巨大的公众压力。,媒体的广泛负面报道,"Just last month, an Australian rugby player was fined, banned and under intense public pressure amid widespread negative media coverage.",Widespread negative coverage in the media,0,,
对某些参与者来说，与老一辈金融家相比，收藏当代艺术品展示了融资是如何成为更具有创造性的过程。,老一辈金融家,"For some participants, collecting contemporary art demonstrates how financing can be a more creative process than older financiers.",old financier,0,,
那些现在的日收入不足2美金的人,那些现在的日收入,Those who currently earn less than $2 a day,those current daily income,0,,
恰当的的教育、技能和就业机会,教育、技能和就业机会,"Appropriate education, skills and employment opportunities","Education, Skills and Employment Opportunities",0,,
如果我们认识到事情的轻重缓急，就会从这次令人毛骨悚然的水灾中吸取教训，以环境上可持续的方式实现城市化。,这次令人毛骨悚然的水灾,"If we recognize our priorities, we will learn from this horrific flood to urbanize in an environmentally sustainable way.",This horrible flood,0,,
在欧洲，白俄罗斯是最后一个独裁国家，集体农庄在那里依然存在，其元首卢卡申科当年就是某集体农庄的领导。,某集体农庄的领导,"In Europe, Belarus is the last dictatorship, where collective farms still exist, and its head of state, Lukashenko, was the leader of a certain collective farm.",leader of a collective farm,0,,
在欧洲银行家和某些政府看来，美国当前修改对外国银行附属机构在美经营态度的做法凸显了上述趋势的势在必行。,欧洲银行家和某些政府,"In the eyes of European bankers and some governments, the current move by the United States to revise its attitude towards foreign bank affiliates operating in the United States underscores the imperative of the trend.",european bankers and certain governments,0,,
在某种程度上，这是一个生死攸关的问题，在更普遍意义上，它决定了我们是否能实现生活中的成就与满足。,一个生死攸关的问题,"In a way, this is a matter of life and death, and in a more general sense, it determines whether we can achieve fulfillment and satisfaction in life.",a matter of life and death,0,,
在政治上，欧盟和英国都将从紧密合作中受益，因为任何一方都无法摆脱困扰本地区的众多问题。,本地区的众多问题,"Politically, both the EU and the UK stand to benefit from closer cooperation, as neither can escape the myriad of problems plaguing the region.",many problems in the region,0,,
在接下来的日子里，成千上万的突尼斯人聚集在市中心，庆祝突尼斯终于摆脱了老态龙钟的布尔吉巴导致的经济停滞和动荡。,老态龙钟的布尔吉巴导致的经济,"In the days that followed, tens of thousands of Tunisians gathered in the city center to celebrate that Tunisia had finally emerged from the economic stagnation and turmoil caused by the aging Bourguiba.",An economy led by an aging Bourguiba,0,,
在与新教竞争这个问题上，过去两任教皇的一个重要特征是他们宣福的人的地理分布重心开始移出传统重镇欧洲。,他们宣福的人的地理,"On the issue of competing with Protestantism, an important feature of the past two popes is that the geographical distribution of the people they beatified began to move away from the traditional center of Europe.",the geography of those they blessed,0,,
在2009年2月实施刺激计划后，市场下滑的趋势开始减速，价格在3月份稳定下来。,市场下滑的趋势,"After the stimulus package was implemented in February 2009, the downward trend in the market began to decelerate and prices stabilized in March.",market downtrend,0,,
印度在20世纪五六十年代经历过大量专业人员的外流，当时，印度的工作环境相当恶劣。,20世纪五六十年代,"India experienced a massive exodus of professionals in the 1950s and 1960s, when the working environment in India was quite harsh.",1950s and 1960s,0,,
几千年来食盐一直是一种战略物资，很多国家为争夺盐矿而交战，因为盐是保存肉类的唯一方法。,保存肉类的唯一方法,"Table salt has been a strategic commodity for thousands of years, with countries fighting over the mines because salt is the only way to preserve meat.",The only way to preserve meat,0,,
全世界，每四名五岁以下儿童就有一人发育不良，这表明长期营养不良造成了常常是不可逆转的生理和认知伤害。,生理和认知伤害,"Worldwide, one in four children under the age of five is stunted, suggesting that long-term undernutrition causes often irreversible physical and cognitive damage.",physical and cognitive impairment,0,,
光是在欧洲，就至少有40个潜在的苏格兰寻求以某种方式从现在所处的国家独立。,现在所处的国家,"In Europe alone, there are at least 40 potential Scotlands seeking independence in some way from where they are now.",current country,1,where they are now,current country
但在这种情况下，你会被一大堆看似合理的解释淹没，陷入选择困难，最终消磨掉了所有决心。,一大堆看似合理的解释,"But in this case, you will be overwhelmed by a sea of plausible explanations, get stuck in the dilemma of choosing, and eventually wear away all resolve.",a host of plausible explanations,0,,
以色列指责哈马斯需对此事负责，在约旦河西岸抓捕了数百名哈马斯成员，但从未解释这一指控的理由。,数百名哈马斯成员,"Israel has accused Hamas of responsibility, capturing hundreds of Hamas members in the West Bank, but has never explained the reasons for the charge.",Hundreds of Hamas members,0,,
他的年薪是430万欧元，退休奖金1300万欧元，养老金220万欧元，还有价值大约1亿730万欧元的期权。,价值大约1亿730万欧元的期权,"His annual salary is 4.3 million euros, his retirement bonus is 13 million euros, his pension is 2.2 million euros, and there are options worth about 107.3 million euros.",Options worth approximately EUR 107.3 million,0,,
他是一位知名的新保守派人物，对于其远景设计合理性具有坚定不移的信心，在我看来就像是一个民主的布尔什维克。,其远景设计合理性,"A well-known neoconservative, with an unwavering faith in the soundness of his vision, he strikes me as a democratic Bolshevik.",The rationality of its vision design,1,,design
他3岁的孩子虽然和其他30万名儿童一样在饮用了掺假奶粉后得病，但经过治疗后幸运地迅速痊愈了。,他3岁的孩子,"His 3-year-old child, who fell ill after drinking adulterated milk powder like 300,000 other children, was lucky to recover quickly after treatment.",his 3 year old child,0,,
从现在起到明年1月20日就职，他需要磨砺他的政策。,明年1月20日,"Between now and his inauguration on Jan. 20 next year, he needs to hone his policies.",January 20 next year,0,,
今年，被迫流离失所的人数达到了历史新高，联合国也将在9月19日召开峰会讨论这个问题。,被迫流离失所的人数,"This year, the number of people who have been forcibly displaced has reached a record high, and the United Nations will hold a summit on September 19 to discuss the issue.",number of forcibly displaced people,0,,
于是，在这个夭折的解决方案提出十天后，欧元集团改变思路，采取了他们此前竭力避免的方法。,这个夭折的解决方案,"So, 10 days after the aborted solution was proposed, the eurogroup reversed course and took an approach they had tried so hard to avoid.",The aborted solution,0,,
"事实上，研究表明如果所有育龄妇女都能接受中学教育，那么五岁以前死亡的儿童人数每年将下降约350,000人。",所有育龄妇女,"In fact, research shows that if all women of childbearing age had access to secondary education, the number of children who died before the age of five would drop by about 350,000 a year.",all women of childbearing age,0,,
中印两国一直在全球各地往返奔波，签署在经济上和政治上都是成本巨大的协议来试图锁定新的产油国的产油。,中印两国,"China and India have been traveling back and forth across the globe, signing economically and politically costly deals to try to lock in oil from new producers.",China and India,0,,
两者相加，拥有远超600欧元的借贷能力，而这一能力将随着对葡萄牙和爱尔兰贷款得到偿还而逐年增加。,葡萄牙和爱尔兰贷款,"Taken together, they have a borrowing capacity of well over 600 euros, which will increase each year as the loans to Portugal and Ireland are repaid.",Portuguese and Irish Loans,0,,
不幸的是，近几年来全权委托资金已经在很大程度上接管了整个系统，已经占到了几大机构资金来源的90％以上。,几大机构资金来源,"Unfortunately, discretionary funding has largely taken over the system in recent years, accounting for more than 90% of funding sources for several major institutions.",Funding sources of several major institutions,0,,
下一步是评估我们应该期望这一新现实带来哪些东西，以及形成哪些衡量成功的新指标。,哪些衡量成功的新指标,The next step is to assess what we should expect from this new reality and what new measures of success will emerge.,What new metrics to measure success,1,,metrics
9%，这按照过去的标准而言是软弱的，但是对于受伤的德国情绪而言却是大有希望的宽慰。,受伤的德国情绪,"9 percent, weak by past standards but promising relief to wounded German sentiment.",wounded german sentiment,0,,
在一个免税账户中的投资每十年实际价值,在一个免税账户中的投资,The real value of investments in a tax-free account every ten years,Investing in a tax-free account,0,,
19世纪，伴随欧洲人口从世界总人口的1/5增长到1/4，数百万人离开自己的祖国奔赴其他大陆。,世界总人口,"In the 19th century, as the population of Europe increased from 1/5 of the world's total population to 1/4, millions of people left their homelands for other continents.",total world population,0,,
