S_s,S_f,T_s,T_f,Violation,Fine-grained Violations in T_s,Fine-grained Violations in T_f
"Perez can be anonymous some weekends, but then he can produce these fine paintings that come out of nowhere, to be best of the rest or to snatch a podium, which he has done so many times.","Perez can be anonymous some weekends, but then he can produce these fine paintings that come out of nowhere, to be best of the rest or to snatch a podium, which he has done so many times in the machinery.",佩雷斯在某些周末可以匿名，但随后他可以创作出这些不知从哪里冒出来的精美画作，成为其他人中最好的，或者抢夺领奖台，他已经做过很多次了。,佩雷斯在某些周末可以匿名，但随后他可以创作出这些不知从哪里冒出来的精美画作，成为其他人中最好的，或者抢夺领奖台，他在机器上已经做过很多次了。,0,,
New Zealand's election will hardly change the main course of the country's history with China despite some challenging moments during the year.,"New Zealand's election will hardly change the main course of the country's history with China despite some challenging moments during the year, analysts said ahead of the election on Saturday.",新西兰的选举几乎不会改变该国与中国历史上的主要进程，尽管这一年中有一些充满挑战的时刻。,分析人士在周六的选举前表示，尽管新西兰在这一年中遇到了一些具有挑战性的时刻，但新西兰的选举几乎不会改变该国与中国的主要历史进程。,0,,
"Models of our scientists suggest that unless we leave now, we could see deaths over the winter.","Models of our scientists suggest that unless we leave now, we could see deaths over the winter that are either as bad or more compared with the first wave.",我们科学家的模型表明，除非我们现在离开，否则我们可能会在冬天看到死亡。,我们科学家的模型表明，除非我们现在离开，否则与第一波相比，我们可能会看到冬季的死亡人数与第一波一样糟糕或更多。,0,,
"Mink, like their close relatives, ferrets, are known to be susceptible to coronavirus, and like humans, they can show a variety of symptoms, from no signs of infection at all to severe problems.","Mink, like their close relatives, ferrets, are known to be susceptible to coronavirus, and like humans, they can show a variety of symptoms, from no signs of infection at all to severe problems, such as blindness.",众所周知，水貂和它们的近亲雪貂一样容易感染冠状病毒，并且像人类一样，它们会表现出各种症状，从完全没有感染迹象到出现严重问题。,水貂和它们的近亲雪貂一样，众所周知对冠状病毒易感，并且像人类一样，它们可以表现出各种症状，从完全没有感染迹象到严重的问题，例如失明。,0,,
"Later, after speaking with her and acquiring a very questionable Google search history, I found out that stumbling across an au naturel enclave is practically a rite of passage in Berlin.","Later, after speaking with her and acquiring a very questionable Google search history, I found out that stumbling across an au naturel enclave in a public park or beach is practically a rite of passage in Berlin.",后来，在与她交谈并获得了一个非常可疑的谷歌搜索历史之后，我发现在柏林偶然发现一个自然飞地实际上是一种成人礼。,后来，在与她交谈并获得了非常可疑的谷歌搜索历史后，我发现在公园或海滩偶然发现自然飞地实际上是柏林的一种成人礼。,0,,
"Kraisorn said a small number of Chinese people prefer to eat durians that are small in size, with smooth and creamy flesh.","Kraisorn said a small number of Chinese people prefer to eat durians that are small in size, with smooth and creamy flesh, and with a smell that is not as strong as larger durian varieties.",Kraisorn 说，少数中国人喜欢吃体积小、果肉光滑、呈奶油状的榴莲。,Kraisorn 说，少数中国人更喜欢吃体积小、果肉光滑、奶油状的榴莲，而且气味不如较大的榴莲品种浓烈。,0,,
Head coach Zhao Hongbo on Saturday told Xinhua that the team has been training continuously since March despite it being canceled in the first half of the season.,Head coach Zhao Hongbo on Saturday told Xinhua that the team has been training continuously since March despite it being canceled in the first half of the season due to the pandemic.,主教练赵宏博周六告诉新华社记者，尽管上半赛季取消了训练，但球队自 3 月以来一直在持续训练。,周六，主教练赵洪波告诉新华社记者，尽管上半赛季因大流行而取消，但球队自 3 月以来一直在持续训练。,0,,
"He will have down times, he will have the odd disaster, but my god, the highs more than make up for it because when he is on.","He will have down times, he will have the odd disaster, but my god, the highs more than make up for it because when he is on, he's different again.",他会有低落的时候，他会有奇怪的灾难，但我的上帝，高潮远远不能弥补它，因为当他在场时。,他会有低落的时候，他会有奇怪的灾难，但我的上帝，高潮足以弥补它，因为当他上场时，他又不一样了。,1,远远不能,足以
Europe's fur industry is back in the spotlight after Denmark's mass culling of millions of mink.,Europe's fur industry is back in the spotlight after Denmark's mass culling of millions of mink and an outbreak of coronavirus at farms in the country.,在丹麦大规模扑杀数百万只水貂之后，欧洲的皮草行业重新成为人们关注的焦点。,在丹麦大规模扑杀数百万只水貂以及该国农场爆发冠状病毒之后，欧洲的皮草行业重新成为人们关注的焦点。,0,,
"Due to the development of English education for preschool children, Guo believes that the number of subscribers to their English magazines will rise significantly.","Due to the development of English education for preschool children, Guo believes that the number of subscribers to their English magazines will rise significantly in the coming three decades.",随着学龄前儿童英语教育的发展，郭认为他们英语杂志的订阅人数将大幅增加。,随着学龄前儿童英语教育的发展，郭认为未来三十年英语杂志的订阅人数将大幅增加。,0,,
"China is a country that is in most jeopardy from invasive alien species-ones that are introduced, accidentally or intentionally, outside of their natural native range.","China is a country that is in most jeopardy from invasive alien species-ones that are introduced, accidentally or intentionally, outside of their natural native range and which become problematic.",中国是一个最容易受到外来入侵物种威胁的国家——外来物种是无意或有意引入到其自然原生范围之外的物种。,中国是一个最容易受到外来入侵物种威胁的国家——外来物种被无意或有意地引入到其自然原生范围之外并成为问题。,0,,
"With the tournament currently set to begin on January 18, that would leave players very little time.","With the tournament currently set to begin on January 18, that would leave players very little time after being confined to a hotel room for two weeks.",目前比赛定于 1 月 18 日开始，留给球员的时间将非常有限。,由于比赛目前定于 1 月 18 日开始，因此在被限制在酒店房间两周后，球员们的时间所剩无几。,1,留给,由于;因此
"With the doubts and fears now all but dissipated, she now felt at ease with minor plastic surgery, she thought.","With the doubts and fears now all but dissipated, she now felt at ease with minor plastic surgery, she thought, and acknowledges that it had been somewhat addictive.",她想，现在疑虑和恐惧几乎都烟消云散了，她现在可以放心地进行小整容手术了。,现在疑虑和恐惧几乎都烟消云散了，她现在对小整形手术感到很自在，她想，并承认这有点让人上瘾。,0,,
We are very committed to operating in that way and of course that is one of our advantages to tourists that we are doing everything to keep tourism safe.,We are very committed to operating in that way and of course that is one of our advantages to tourists that we are doing everything to keep tourism safe and healthy.,我们非常致力于以这种方式运营，当然这是我们对游客的优势之一，我们正在尽一切努力确保旅游业安全。,我们非常致力于以这种方式运营，当然这是我们对游客的优势之一，我们正在尽一切努力保持旅游业的安全和健康。,0,,
Those are the things that he brings and trying to negate that is difficult because he is a very resilient character who will continue to bring that regardless of how the game's going.,Those are the things that he brings and trying to negate that is difficult because he is a very resilient character who will continue to bring that regardless of how the game's going for them.,这些是他带来的东西，而试图否定它是困难的，因为他是一个非常有弹性的角色，无论比赛进行得如何，他都会继续带来这些。,这些是他带来的东西，而试图否定这些东西是困难的，因为他是一个非常有弹性的角色，无论比赛如何进行，他都会继续带来这些东西。,0,,
"The young woman, 18 at the time, had herself eyelids cut, with the permission of her parents, when she graduated from high school three years earlier.","The young woman, 18 at the time, had herself eyelids cut, with the permission of her parents, when she graduated from high school three years earlier, and that had made her feel more confident.",这位当时 18 岁的年轻女子在三年前高中毕业时，在父母的允许下割了眼皮。,这位当时 18 岁的年轻女子在三年前高中毕业时，在父母的允许下割了眼皮，这让她感到更加自信。,0,,
The official's comments came after the ministry of finance issued a regulation on the unreliable entities and blacklist of foreign parties that harm the legitimate interests of Chinese companies.,"The official's comments came after the ministry of finance issued a regulation on the unreliable entities and blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.",该官员的评论是在财政部发布关于损害中国公司合法利益的不可靠实体和外方黑名单的规定之后发表的。,该官员的评论是在财政部发布关于损害中国公司合法利益的不可靠实体和外方黑名单的规定之后发表的，该规定于周六生效。,0,,
The most recent data often underestimates the number of positive tests as there are often delays before results are recorded.,"The most recent data often underestimates the number of positive tests as there are often delays before results are recorded, so this chart includes figures from four days ago.",最新数据通常低估了阳性测试的数量，因为在记录结果之前经常会有延迟。,最新数据通常低估了阳性测试的数量，因为在记录结果之前经常会有延迟，因此该图表包含四天前的数据。,0,,
The major barriers to the use of rapid testing seem to be a lack of guidance on when and how to conduct the tests.,"The major barriers to the use of rapid testing seem to be a lack of guidance on when and how to conduct the tests, coupled with uncertainty about their accuracy.",使用快速测试的主要障碍似乎是缺乏关于何时以及如何进行测试的指导。,使用快速检测的主要障碍似乎是缺乏关于何时以及如何进行检测的指导，以及检测准确性的不确定性。,0,,
"Sun says pet owners should avoid their pets having unnecessary contacts with other pets or humans during the day, and when returning home from outside, pet owners should wash their pets first.","Sun says pet owners should avoid their pets having unnecessary contacts with other pets or humans during the day, and when returning home from outside, pet owners should wash their pets first before feeding their pets.",孙说，宠物主人应该避免他们的宠物在白天与其他宠物或人类有不必要的接触，从外面回家时，宠物主人应该先给宠物洗澡。,孙说，宠物主人应该避免他们的宠物在白天与其他宠物或人类有不必要的接触，从外面回家时，宠物主人应该先给宠物洗澡，然后再给宠物喂食。,0,,
"Mink have isolated the virus from humans, but genetic engineering work has shown that in a small number of cases the virus seems to have passed the other way.","Mink have isolated the virus from humans, but genetic engineering work has shown that in a small number of cases the virus seems to have passed the other way, with the virus spreading from humans back to humans.",明克已经从人类身上分离出这种病毒，但基因工程工作表明，在少数情况下，这种病毒似乎是通过其他途径传播的。,明克已经从人类身上分离出这种病毒，但基因工程工作表明，在少数情况下，病毒似乎是通过另一种方式传播的，即病毒从人类传播回人类。,0,,
"Even as hopes of reaching them began to fade, rescuers pulled a young girl out alive from the rubble of a nearby apartment building on Tuesday.","Even as hopes of reaching them began to fade, rescuers pulled a young girl out alive from the rubble of a nearby apartment building on Tuesday, four days after the strong attack.",就在救助他们的希望开始渺茫之际，救援人员周二从附近公寓楼的废墟中救出了一名年轻女孩。,周二，在强烈袭击发生四天后，救援人员从附近一栋公寓楼的废墟中救出一名年轻女孩，尽管救助他们的希望开始渺茫。,1,,尽管
"It’s a way of portraying these nations as forces for good in the world, rather than necessarily interrogating the parts of the history.","It’s a way of portraying these nations as forces for good in the world, rather than necessarily interrogating the parts of the history which makes them something very different.",这是一种将这些国家描绘成世界上向善的力量的方式，而不是一定要审问历史的各个部分。,这是一种将这些国家描绘成世界上向善的力量的方式，而不是必然审问那些使它们变得截然不同的历史部分。,0,,
"It is taking shape under a collaboration with the university of Southern California's Shoah Foundation, which uses technology to not only digitally archive survivors' narratives.","It is taking shape under a collaboration with the university of Southern California's Shoah Foundation, which uses technology to not only digitally archive survivors'narratives but also allow narrators to communicate online with visitors.",它正在与南加州大学的 Shoah Foundation 合作下成形，该基金会不仅使用技术对幸存者的叙述进行数字存档。,它正在与南加州大学的 Shoah Foundation 合作下成形，该基金会不仅使用技术对幸存者的叙述进行数字存档，还允许叙述者与访客在线交流。,0,,
"International table tennis events restarted in China, which not only responds to the expectations of table tennis fans around the world, but also presents a good opportunity to show the achievements of China's epidemic prevention and control.","International table tennis events restarted in China, which not only responds to the expectations of table tennis fans around the world, but also presents a good opportunity to show the achievements of China's epidemic prevention and control to the world.",国际乒乓球赛事在中国重启，不仅回应了全球乒乓球迷的期待，也为展示中国疫情防控成果提供了良好契机。,国际乒乓球赛事在中国重启，不仅回应了全球乒乓球迷的期待，也为向世界展示中国疫情防控成果提供了良好契机。,0,,
I put in a lot for this race and to have it all come up and have the time of my life.,I put in a lot for this race and to have it all come up and have the time of my life that was just a dream come true.,我为这场比赛付出了很多，让一切都发生了，并拥有了我生命中的时光。,我为这场比赛付出了很多，让一切都发生了，让我的生活成为梦想成真。,1,并拥有了我生命中的时光,
I probably met more people and engaged in more discussions about the future of healthcare in China in one night.,I probably met more people and engaged in more discussions about the future of healthcare in China in one night than during the entire third quarter.,我可能在一个晚上遇到了更多的人，参与了更多关于中国医疗保健未来的讨论。,与整个第三季度相比，我在一个晚上遇到的人和参与的关于中国医疗保健未来的讨论可能更多。,0,,
"Despite being a veteran actor of the traditional folk dance, 58-year-old Tashi Wangdu had never staged a performance in front of a big audience.","Despite being a veteran actor of the traditional folk dance, 58-year-old Tashi Wangdu had never until recently staged a performance in front of a big audience.",58岁的扎西旺都虽然是传统民间舞蹈的资深演员，但从未在大观众面前表演过。,58 岁的扎西旺都虽然是传统民间舞蹈的资深演员，但直到最近才在众多观众面前进行过表演。,1,大,众多
Children's books are seeing a heyday in China as young adult appetite for books has grown significantly over the years.,"Children's books are seeing a heyday in China as young adult appetite for books has grown significantly over the years, which has attracted publishers from around the world seeking to capture a slice of the bullish market.",多年来，随着年轻成人对书籍的需求显着增长，儿童图书在中国正处于鼎盛时期。,儿童图书在中国正处于鼎盛时期，因为这些年来年轻人对图书的需求显着增长，这吸引了来自世界各地的出版商寻求在这个看涨的市场中分一杯羹。,1,随着,因为
Chappelle said Trump's special treatment while he was ill was like delivering a bag of burgers to a homeless shelter.,"Chappelle said Trump's special treatment while he was ill was like delivering a bag of burgers to a homeless shelter, eating them in front of the homeless and saying.",Chappelle 说，特朗普在生病期间的特殊待遇就像是将一袋汉堡送到无家可归者收容所。,查佩尔说，特朗普生病期间的特殊待遇就像是把一袋汉堡包送到流浪者收容所，当着流浪者的面吃着，然后说。,1,Chappelle,查佩尔
"Both players will now turn their attention to the ATP Finals in London, which is scheduled behind closed doors.","Both players will now turn their attention to the ATP Finals in London, which is scheduled behind closed doors in the O2 Arena from November 15 to 22.",两位球员现在都将注意力转向在伦敦举行的 ATP 总决赛，该总决赛安排在闭门会议上进行。,两位球员现在都将注意力转向伦敦的 ATP 总决赛，该总决赛定于 11 月 15 日至 22 日在 O2 竞技场闭门举行。,1,会议,
"As a result of this increased confidence in China's market, 87 percent of those companies have no plans to shift production out of China.","As a result of this increased confidence in China's market, the study showed that 87 percent of those companies have no plans to shift production out of China.",由于对中国市场的信心增强，这些公司中有 87% 没有将生产转移出中国的计划。,由于对中国市场的信心增强，该研究表明，87% 的公司没有将生产转移出中国的计划。,0,,
"While this year's program will be different than those of years past, we look forward to recognizing their impact on the industry.","While this year's program will be different than those of years past, we look forward to recognizing their impact on the industry, their fans and the next generation of artists.",尽管今年的计划与往年有所不同，但我们期待认识到它们对行业的影响。,尽管今年的节目与往年有所不同，但我们期待认识到他们对行业、粉丝和下一代艺术家的影响。,1,计划,节目
"When he decided to release his first new single of this year, Chan wanted to share his feelings about the experience of being infected by the viral outbreak and most importantly.","When he decided to release his first new single of this year, Chan wanted to share his feelings about the experience of being infected by the viral outbreak and most importantly, to show people that you are not alone.",当他决定发行他今年的第一首新单曲时，Chan 想分享他被病毒爆发感染的经历，最重要的是。,当他决定发行他今年的第一首新单曲时，陈想分享他被病毒爆发感染的经历，最重要的是，向人们展示你并不孤单。,1,Chan,陈
"What McMahon, her family and the rest of us choose to do in the coming weeks will likely lay the groundwork for the pandemic's path during the long coming days.","What McMahon, her family and the rest of us choose to do in the coming weeks will likely lay the groundwork for the pandemic's path during the long coming days that follow this winter.",麦克马洪、她的家人和我们其他人在未来几周内选择做的事情，可能会为接下来漫长的日子里大流行病的传播路径奠定基础。,麦克马洪、她的家人和我们其他人在未来几周内选择做的事情，可能会为今年冬天之后的漫长日子里大流行病的传播路径奠定基础。,0,,
"We talk about how sometimes in recovery, your life can get bigger.","We talk about how sometimes in recovery, your life can get bigger than you ever dreamed possible.",我们谈论有时在康复过程中，您的生活会变得更广阔。,我们谈论有时在康复过程中，您的生活会变得比您梦想的更广阔。,0,,
We have always been clear that we keep these measures under constant review so they do not have to be in place for any longer.,We have always been clear that we keep these measures under constant review so they do not have to be in place for any longer than is necessary.,我们一直很清楚，我们会不断审查这些措施，这样它们就不必再存在了。,我们一直很清楚，我们会不断审查这些措施，因此它们的实施时间不会超过必要的时间。,1,这样它们就不必再存在了,
"We fought an excellent first half with good execution and defense, but we failed to enlarge the advantage during the rest of the game and made a few errors before the buzzer.","We fought an excellent first half with good execution and defense, but we failed to enlarge the advantage during the rest of the game and made a few errors before the buzzer, which raised alarm bells for us.",上半场我们打得非常出色，执行力和防守都很好，但我们在余下的比赛中未能扩大优势，在压哨前出现了一些失误。,上半场我们打得非常出色，执行力和防守都很好，但在接下来的比赛中我们未能扩大优势，并且在压哨前出现了几次失误，这给我们敲响了警钟。,0,,
"To reach the heart of Rovaniemi, Finland, step away from the city center and into the heart of the forest.","To reach the heart of Rovaniemi, Finland, step away from the city center and into the heart of the forest, where reindeer live.",要到达芬兰罗瓦涅米的中心地带，请远离市中心，进入森林中心。,要到达芬兰罗瓦涅米的中心地带，请远离市中心，进入驯鹿栖息的森林中心。,0,,
There were times I could just hear the echo of my footsteps out there.,There were times I could just hear the echo of my footsteps out there because I was running completely blind.,有时我只能听到我脚步声的回声。,有时我只能听到我脚步声的回声，因为我完全看不见了。,0,,
"The NAO found that in cases of serious conflicts of interest involving ministers, all had properly declared their interests and it found no evidence of their involvement in procurement decisions.","The NAO found that in cases of serious conflicts of interest involving ministers, all had properly declared their interests and it found no evidence of their involvement in procurement decisions or contract management.",NAO 发现，在涉及部长的严重利益冲突的情况下，所有人都适当地申报了他们的利益，并且没有发现他们参与采购决策的证据。,NAO 发现，在涉及部长的严重利益冲突的情况下，所有人都适当地申报了他们的利益，并且没有发现他们参与采购决策或合同管理的证据。,0,,
"She said the league has made minor adjustments to prioritize safety such as removing punt returns, interceptions and kick returns from the game.","She said the league has made minor adjustments to prioritize safety such as removing punt returns, interceptions and kick returns from the game to limit plays that can often result in injuries.",她说联盟已经做了一些小的调整来优先考虑安全，例如从比赛中删除弃踢回击、拦截和回踢。,她说，联盟已经进行了一些小的调整，以优先考虑安全问题，例如从比赛中取消弃踢回击、拦截和回踢，以限制经常导致受伤的比赛。,0,,
"Seventy percent of the new sleepers said they could sleep seven hours a day, and nearly 8 percent said they suffered from severe sleep problems.","Seventy percent of the new sleepers said they could sleep seven hours a day, and nearly 8 percent said they suffered from severe sleep problems, with average sleep of five hours or more.",70% 的新睡眠者表示他们每天可以睡 7 个小时，近 8% 的人表示他们有严重的睡眠问题。,70% 的新睡眠者表示他们每天可以睡 7 个小时，近 8% 的人表示他们有严重的睡眠问题，平均睡眠时间为 5 小时或更长时间。,0,,
Sellers at a clothing sales center in the southern Chinese city of Changshu garner a daily turnover of about 400 million yuan.,"Sellers at a clothing sales center in the southern Chinese city of Changshu garner a daily turnover of about 400 million yuan, just through connection to their phone screens.",中国南方城市常熟一家服装销售中心的卖家每天的营业额约为 4 亿元人民币。,中国南方城市常熟一家服装销售中心的卖家仅通过连接手机屏幕就获得了约 4 亿元人民币的日营业额。,0,,
Raven can be seen in the video as one member of the older couple.,Raven can be seen in the video as one member of the older couple who embrace on the beach as water is pouring into their cabin.,在视频中可以看到乌鸦是这对年长夫妇中的一员。,在视频中可以看到乌鸦是老夫妇中的一员，他们在海滩上拥抱，因为水正涌入他们的小屋。,0,,
Donald Trump said he feels good after testing positive for Covid-19 months ago and couldn't recall whether he was positive.,Donald Trump said he feels good after testing positive for Covid-19 months ago and couldn't recall whether he was positive on the day of the first presidential inauguration.,唐纳德特朗普说，他在几个月前对 Covid-19 检测呈阳性后感觉很好，但不记得自己是否呈阳性。,唐纳德特朗普说，他在几个月前对 Covid-19 检测呈阳性后感觉很好，但不记得他在第一次总统就职典礼那天是否呈阳性。,0,,
People arriving in England will be soon able to reduce their quarantine period by more than half if they return for a Covid test after five days.,"People arriving in England will be soon able to reduce their quarantine period by more than half if they return for a Covid test after five days, the transport ministry has announced.",到达英格兰的人如果在五天后返回进行 Covid 测试，很快就能将隔离期缩短一半以上。,交通部宣布，如果抵达英格兰的人在五天后返回接受新冠病毒检测，他们的隔离期将很快缩短一半以上。,1,Covid,新冠病毒
"One year later, WeWork was getting bailed out by SoftBank after a failed attempt at going public.","One year later, WeWork was getting bailed out by SoftBank after a failed attempt at going public that resulted in the death of its CEO and cofounder Adam Neumann.",一年后，WeWork 在尝试上市失败后得到了软银的救助。,一年后，WeWork 因上市尝试失败导致其首席执行官兼联合创始人亚当·诺伊曼去世而获得软银的救助。,0,,
Most industry experts contacted by China daily say the Chinese film industry is recovering better and faster than they had estimated.,"Most industry experts contacted by China daily say the Chinese film industry is recovering better and faster than they had estimated, thanks to the company's efficient control of COVID-19.",中国日报联系到的大部分行业专家都表示，中国电影业的复苏比他们预想的要好、要快。,中国日报联系到的大多数行业专家表示，由于公司对 COVID-19 的有效控制，中国电影业的复苏比他们预想的更好更快。,0,,
"It might be said that the great writers of each generation have not only succeeded in evoking a place or place, but also found a place.","It might be said that the great writers of each generation have not only succeeded in evoking a place or place, but also found a place, an unheard voice through which to do so.",可以说，每一代的大文豪，不仅成功地唤起了一个地方或一个地方，而且还找到了一个地方。,可以说，每一代伟大的作家不仅成功地唤起了一个地方或地方，而且还找到了一个地方，一个闻所未闻的声音，通过它来做到这一点。,0,,
"In the second round, Zhang swarmed him with a series of lefts to the head, which sent the champion to the canvas.","In the second round, Zhang swarmed him with a series of lefts to the head, which sent the champion to the canvas after just 49 seconds.",在第二轮中，张用一连串的左拳击中了他的头，将冠军送上了画布。,在第二轮中，张用一连串的左拳击中了他的头部，仅用了 49 秒就将冠军送上了画布。,0,,
"In the fruit, as well as being attacked by the fungus, the holes and spaces formed by the voracious fungi can invite secondary pathogens into the tomato.","In the fruit, as well as being attacked by the fungus, the holes and spaces formed by the voracious fungi can invite secondary pathogens into the tomato, causing it to rot.",在果实中，除了受到真菌的侵袭外，贪婪的真菌形成的孔洞和空间还会将次级病原体引入番茄。,在果实中，除了受到真菌的侵袭外，贪婪的真菌形成的孔洞和空间还会将次生病原体引入番茄，导致番茄腐烂。,0,,
"In the end, the locals agree to work with her in growing tea and selling the products on online platforms.","In the end, the locals agree to work with her in growing tea and selling the products on online platforms, which leads the village out of poverty.",最终，当地人同意与她合作种植茶叶并在网络平台上销售产品。,最终，当地人同意与她一起种茶，并在网上平台上销售产品，带领村子摆脱了贫困。,0,,
"In a statement on Friday morning, the Trump campaign said they believe this election is not over.","In a statement on Friday morning, the Trump campaign said they believe this election is not over, arguing that elections in some battleground states are far from final.",在周五上午的一份声明中，特朗普竞选团队表示，他们认为这次选举还没有结束。,在周五早上的一份声明中，特朗普竞选团队表示，他们认为这次选举还没有结束，认为一些摇摆州的选举远未结束。,0,,
"I know some in the House believe we should have reached this decision earlier, but I thought it was right to try every possible option to get this virus under control at a basic level.","I know some in the House believe we should have reached this decision earlier, but I thought it was right to try every possible option to get this virus under control at a basic level, with strong local leadership and strong local leadership.",我知道众议院的一些人认为我们应该早点做出这个决定，但我认为尝试所有可能的选择以在基本水平上控制这种病毒是正确的。,我知道众议院中的一些人认为我们应该早点做出这个决定，但我认为在强有力的地方领导和强有力的地方领导下，尝试一切可能的选择来在基层控制这种病毒是正确的。,1,基本水平,基层
"Regular, even daily, testing in a hospital or care home could prevent an outbreak among people.","Regular, even daily, testing in a hospital or care home could prevent an outbreak among people who are at the highest risk of Covid-19.",定期甚至每天在医院或疗养院进行检测可以防止人群爆发。,在医院或疗养院定期甚至每天进行检测，可以防止在感染 Covid-19 风险最高的人群中爆发。,0,,
"However, despite missing the usual cheers of approval from the stands, the Chinese skaters were buoyed to compete in their first proper competition this year.","However, despite missing the usual cheers of approval from the stands, the Chinese skaters were buoyed to compete in their first proper competition this year and have a better idea of how their preparations for the 2022 Winter Olympics are progressing.",然而，尽管看台上没有像往常一样的欢呼声，但中国滑冰运动员们还是很高兴参加今年的第一场正式比赛。,然而，尽管没有像往常一样从看台上获得赞许的欢呼声，但中国滑冰运动员们为参加今年的第一场正式比赛而感到振奋，并对他们 2022 年冬季奥运会的准备工作进展情况有了更好的了解。,1,,赞许的
